Date,StartWindow,SoftStaleActions,CorrelationActions,HardExitActions,SoftStaleTargetWeightReleased,CorrelationTargetWeightReleased,HardExitWeightToSGOV,TurnoverAfterNormalCap,TurnoverAfterHardExit,ExtraTurnoverFromHardExit
2022-11-02,2022-01-01,0,0,0,0.0,0,0.0,,,
2022-12-02,2022-01-01,5,0,0,0.13000000000000003,0,0.0,0.2,0.2,0.0
2022-12-30,2022-01-01,7,0,3,0.205582145488694,0,0.08137123642622376,0.2,0.2,0.0
2023-02-02,2022-01-01,8,0,0,0.17056589516044357,0,0.0,0.2,0.2,0.0
2023-03-02,2022-01-01,8,0,1,0.18753895130999482,0,0.017366176912247087,0.2,0.2,0.0
2023-03-31,2022-01-01,9,0,4,0.21457844820405553,0,0.16037632822167194,0.20000000000000004,0.3022092872054882,0.10220928720548814
2023-05-02,2022-01-01,9,0,3,0.1901001160071886,0,0.1013371885115749,0.19999999999999996,0.20627166986272105,0.0062716698627210965
2023-06-02,2022-01-01,10,0,0,0.19979002982057723,0,0.0,0.2,0.2,0.0
2023-06-30,2022-01-01,7,0,1,0.14641659701700824,0,0.014912057712832077,0.2,0.2,0.0
2023-08-02,2022-01-01,10,0,0,0.27184407630790747,0,0.0,0.2,0.2,0.0
2023-09-01,2022-01-01,8,0,1,0.27544605344904616,0,0.033969738592260074,0.2,0.2,0.0
2023-10-02,2022-01-01,3,0,8,0.09001466713343205,0,0.3490654568240125,0.19999999999999998,0.5490654568240125,0.3490654568240126
2023-11-02,2022-01-01,1,0,3,0.031063185990142995,0,0.08066924331794284,0.2,0.19999999999999998,0.0
2023-12-01,2022-01-01,5,0,1,0.1110313253484654,0,0.02574499783525127,0.19999999999999998,0.2,2.7755575615628914e-17
2024-01-02,2022-01-01,8,0,0,0.1636346979646865,0,0.0,0.2,0.20000000000000004,2.7755575615628914e-17
2024-02-02,2022-01-01,9,0,0,0.16603405056499948,0,0.0,0.20000000000000004,0.20000000000000004,0.0
2024-03-01,2022-01-01,8,0,0,0.20970648336534892,0,0.0,0.20000000000000007,0.20000000000000007,0.0
2024-04-02,2022-01-01,8,0,0,0.19987591392133722,0,0.0,0.2,0.2,0.0
2024-05-02,2022-01-01,12,0,0,0.40006803201365615,0,0.0,0.2,0.2,0.0
2024-05-31,2022-01-01,10,0,0,0.31233031196599575,0,0.0,0.2,0.2,0.0
2024-07-02,2022-01-01,7,0,2,0.22012787720085675,0,0.055826767071824546,0.2,0.24132983312120027,0.041329833121200255
2024-08-02,2022-01-01,7,0,4,0.1889453969938801,0,0.22813493540554608,0.19999999999999996,0.4038456920665949,0.20384569206659492
2024-08-30,2022-01-01,7,0,0,0.17864322786510653,0,0.0,0.2,0.2,0.0
2024-10-02,2022-01-01,10,0,0,0.24838018051009347,0,0.0,0.2,0.2,0.0
2024-11-01,2022-01-01,12,0,0,0.35869046679769245,0,0.0,0.19999999999999998,0.2,2.7755575615628914e-17
2024-12-02,2022-01-01,11,0,1,0.31712507167834914,0,0.053525945450903785,0.2,0.22034745043122303,0.02034745043122302
2025-01-02,2022-01-01,7,0,5,0.25926959440303254,0,0.1477659729007688,0.19999999999999996,0.34776597290076877,0.14776597290076882
2025-01-31,2022-01-01,8,0,0,0.18705853735483907,0,0.0,0.2,0.2,0.0
2025-02-28,2022-01-01,6,0,0,0.170951505815577,0,0.0,0.20000000000000004,0.20000000000000004,0.0
2025-04-02,2022-01-01,5,0,5,0.15183777219325653,0,0.1609069093253548,0.19999999999999996,0.36090690932535474,0.16090690932535479
2025-05-02,2022-01-01,5,0,1,0.12276137350257645,0,0.02347667277063776,0.2,0.2,0.0
2025-06-02,2022-01-01,10,0,0,0.19049363048026216,0,0.0,0.19999999999999998,0.2,2.7755575615628914e-17
2025-07-02,2022-01-01,9,0,0,0.19467313871915334,0,0.0,0.20000000000000004,0.20000000000000004,0.0
2025-08-01,2022-01-01,9,0,0,0.1774549088505426,0,0.0,0.2,0.2,0.0
2025-09-02,2022-01-01,10,0,0,0.2965965663022513,0,0.0,0.19999999999999998,0.19999999999999998,0.0
2025-10-02,2022-01-01,11,0,0,0.32907737258459707,0,0.0,0.2,0.2,0.0
2025-10-31,2022-01-01,12,0,0,0.3621854000370287,0,0.0,0.19999999999999996,0.19999999999999996,0.0
2025-12-02,2022-01-01,7,0,1,0.19939291115917734,0,0.029170848604367056,0.2,0.2,0.0
2026-01-02,2022-01-01,8,0,0,0.20775755383604538,0,0.0,0.19999999999999998,0.19999999999999998,0.0
2026-02-02,2022-01-01,6,0,0,0.13568400588840007,0,0.0,0.2,0.2,0.0
2026-03-02,2022-01-01,5,0,0,0.1625323249131135,0,0.0,0.19999999999999998,0.19999999999999998,0.0
2026-04-02,2022-01-01,11,0,0,0.39152316818594773,0,0.0,0.19999999999999993,0.19999999999999993,0.0
2026-05-01,2022-01-01,8,0,3,0.22595874033401592,0,0.11261418965687989,0.2,0.24555648276871517,0.045556482768715156
2026-06-02,2022-01-01,10,0,1,0.23606521923150084,0,0.01522777974987371,0.19999999999999998,0.19999999999999998,0.0
2026-07-02,2022-01-01,5,0,6,0.1344209946356188,0,0.23165908078985786,0.2,0.36434719482624794,0.16434719482624793
2026-07-31,2022-01-01,6,0,1,0.13472566424983784,0,0.04203148195104524,0.2,0.2,0.0
2026-09-02,2022-01-01,9,0,0,0.18633310201259307,0,0.0,0.19999999999999998,0.19999999999999998,0.0
