Benchmark,RollingPeriods,Average12MExcess,Median12MExcess,Worst12MExcess,Worst12MExcessMonth,Best12MExcess,Best12MExcessMonth,Latest12MExcess,HitRate12M
SPY,36,-0.03327072025070203,-0.08053335109041104,-0.24394453041068442,2024-02-29,0.33864992824756834,2026-02-28,0.1419458304646002,0.3055555555555556
QQQ,36,-0.09864416723528475,-0.10066594745700042,-0.5216409841556782,2023-12-31,0.30560944787621835,2026-02-28,0.11631931681137164,0.2777777777777778
VTI,36,-0.02948914285048512,-0.07670990403835165,-0.2335544191346801,2023-12-31,0.3362385388002216,2026-02-28,0.13380421409715848,0.3055555555555556
