,Weight
SGOV,0.22793397691922945
XBI,0.09141818442160311
EWT,0.08282221167285904
AVUV,0.07568513287735772
CIBR,0.06696775069846499
KIE,0.06093549047378991
THD,0.05330055111941865
VTV,0.04867696503763428
SPYD,0.046650098850998085
AVDV,0.045656066502719854
EWS,0.038974792075179586
XLV,0.03897479207517958
JETS,0.03696874131339558
XOP,0.029528445500456673
RYLD,0.027898998539590977
VPL,0.027607801922122494
