Date,Strategy,SPY,QQQ,VTI
2022-11-03,0.0,0.0,0.0,0.0
2022-11-04,0.0,0.0,0.0,0.0
2022-11-07,0.0,0.0,0.0,0.0
2022-11-08,-3.718732648283485e-05,0.0,0.0,0.0
2022-11-09,-0.016441200458206184,-0.020602131707665894,-0.023076401036184913,-0.021548554528571295
2022-11-10,-0.003176684008194597,0.0,0.0,0.0
2022-11-11,0.0,0.0,0.0,0.0
2022-11-14,-0.0019656478081258033,-0.0085067069033129,-0.008750939582895634,-0.009042684671033974
2022-11-15,0.0,-5.0365536327756644e-05,0.0,0.0
2022-11-16,-0.0052218629604734446,-0.007678571974523818,-0.013649312615620413,-0.01018152919410753
2022-11-17,-0.007804400491610908,-0.010714905801160524,-0.015826398364731764,-0.014323985403086659
2022-11-18,-0.008031725172440107,-0.006223201069358697,-0.01579198869550691,-0.009682364624876039
2022-11-21,-0.011705885108480918,-0.009836646704428742,-0.02591641362795505,-0.013874801471372211
2022-11-22,0.0,0.0,-0.011887084508637513,-0.0009481078237186802
2022-11-23,-0.0032484982730458523,0.0,-0.0019695490607453126,0.0
2022-11-25,-0.0018643194523313422,-0.0002237257135500048,-0.008535215977304556,0.0
2022-11-28,-0.010621126795861802,-0.01617709005669088,-0.02308295534833027,-0.01622492600436165
2022-11-29,-0.005843064805691411,-0.01786690439382832,-0.030477906079940387,-0.01776302078784764
2022-11-30,0.0,0.0,0.0,0.0
2022-12-01,-0.002416525996711938,-0.00073589454836398,0.0,0.0
2022-12-02,-0.0038469057274466145,-0.001888615120702264,-0.003983160601111924,-0.0009305270254726938
2022-12-05,-0.019147648872962275,-0.01984406459796706,-0.020699915679724068,-0.020570079273502406
2022-12-06,-0.02581965593999136,-0.0339727365894682,-0.04099162089842001,-0.0352630380258846
2022-12-07,-0.030412779728919648,-0.035616210820221705,-0.044906657858417964,-0.03683005498375569
2022-12-08,-0.030378662482726804,-0.028061199812475568,-0.03360344729005005,-0.02850419984949415
2022-12-09,-0.03854478670358574,-0.035321837271592216,-0.039765820466892476,-0.03663426642941148
2022-12-12,-0.026716508946477147,-0.021413847133538777,-0.027713356123401534,-0.022774058512515682
2022-12-13,-0.018358140533722533,-0.014006062223317128,-0.017261212821868543,-0.015476506593713024
2022-12-14,-0.02188854854300082,-0.020310123280622427,-0.024547360384264305,-0.02096173510698196
2022-12-15,-0.028782116817062775,-0.044274867034464704,-0.05729963413034833,-0.0453520135715243
2022-12-16,-0.03334809856020782,-0.05555826885703252,-0.06628749111788901,-0.05627389740223154
2022-12-19,-0.03428920520951784,-0.06356691241313428,-0.07940963478714103,-0.06577519238567531
2022-12-20,-0.02837490497406414,-0.06228560494472091,-0.08012647403724116,-0.06381628341995293
2022-12-21,-0.018847658041154847,-0.048264363962417844,-0.06678242371799525,-0.049662038409982956
2022-12-22,-0.02742893790371126,-0.0618419604916568,-0.08961383354153052,-0.06314129706492744
2022-12-23,-0.01806549588917017,-0.05644540047032143,-0.08756608577712321,-0.05797411670588115
2022-12-27,-0.018608776000368143,-0.06016631987527954,-0.10046653535064376,-0.06191090731187221
2022-12-28,-0.02972440332506332,-0.07184641423839966,-0.11234268593343566,-0.07372190892817088
2022-12-29,-0.02070036826267263,-0.05513931937972849,-0.0907057247877171,-0.05669444523387934
2022-12-30,-0.022127180287418113,-0.05762808532853425,-0.09125230807359774,-0.05910594302104344
2023-01-03,-0.02697432221217755,-0.06159571855183332,-0.09739480742690143,-0.06294432763872315
2023-01-04,-0.023381933096518037,-0.054350889023059845,-0.09309494097474458,-0.05462744713059575
2023-01-05,-0.0251217337256171,-0.06514400906573015,-0.10729186527205614,-0.06570024638497751
2023-01-06,-0.009100498219502762,-0.043705781542110134,-0.082652043783628,-0.04508025559420359
2023-01-09,-0.010716668873298918,-0.044247734019696394,-0.07671327769087899,-0.04468655291616708
2023-01-10,-0.008376113915174677,-0.03754525020060717,-0.06889850767777916,-0.03715723521369341
2023-01-11,-0.0066160667255052985,-0.025372357372161813,-0.05278997662115692,-0.02446026480342922
2023-01-12,0.0,-0.021823752272586372,-0.04767124487292562,-0.01973591139178421
2023-01-13,0.0,-0.018029141172446472,-0.04111862207023187,-0.015552790915852044
2023-01-17,0.0,-0.01982786343552556,-0.039173325460323594,-0.01688150793242804
2023-01-18,-0.007464175805694029,-0.035302883484463976,-0.051664182970110106,-0.03238352135831124
2023-01-19,-0.006866710643059437,-0.042325772817075946,-0.06098086140165515,-0.040257417469456214
2023-01-20,0.0,-0.0244851471124532,-0.03528283851763825,-0.021852033764432788
2023-01-23,0.0,-0.012780436419992602,-0.013850885958049175,-0.009450360043893546
2023-01-24,0.0,-0.013840039631503265,-0.01586409365480912,-0.011074452474985064
2023-01-25,0.0,-0.013470322812879854,-0.018048194978575793,-0.010582422533428004
2023-01-26,0.0,-0.002627891465109111,0.0,-0.0003954346234302797
2023-01-27,-0.0038639750510695015,-0.00033637073670489404,0.0,0.0
2023-01-30,-0.010733866128426417,-0.012878980383773553,-0.02021904977939648,-0.013386365593779814
2023-01-31,-0.006143240180317977,0.0,-0.005536054518158973,0.0
2023-02-01,-0.008736933748320186,0.0,0.0,0.0
2023-02-02,-0.013678635390655947,0.0,0.0,0.0
2023-02-03,-0.017220417525786846,-0.010629199802429823,-0.017772301866691542,-0.010332823386423162
2023-02-06,-0.02274314278309253,-0.01667569005984526,-0.026081274322166115,-0.01776097556368106
2023-02-07,-0.019144569110809084,-0.00381509574113692,-0.005902954894064005,-0.00538064576280417
2023-02-08,-0.024411218821384195,-0.014708028777859705,-0.023579052022687175,-0.015999190747464476
2023-02-09,-0.027397222200488236,-0.02324987651862931,-0.03220860703731154,-0.025570064481217347
2023-02-10,-0.022288171007824986,-0.020970391273217426,-0.03856041747461658,-0.023808355837114603
2023-02-13,-0.017640464683108315,-0.009477549363831717,-0.023161765220078956,-0.012189671000453428
2023-02-14,-0.013782003948093924,-0.009933415781876342,-0.015943912338002852,-0.011808962776515886
2023-02-15,-0.011325368187146467,-0.006718152335808081,-0.00840507729246498,-0.0073805446062370494
2023-02-16,-0.012699441061987393,-0.020394680920309605,-0.027011752962216917,-0.02061796302971186
2023-02-17,-0.019380253056026975,-0.022841717941747497,-0.03387645553373053,-0.02347487432362938
2023-02-21,-0.0286280587751907,-0.0424445099608306,-0.05674980634176052,-0.043712129129404254
2023-02-22,-0.030368577379298878,-0.043764171641019645,-0.05604400522602526,-0.0445213816646407
2023-02-23,-0.02762852103848734,-0.03867742837123289,-0.047799468965830205,-0.03942660984430091
2023-02-24,-0.03320145822234133,-0.04894679005869673,-0.06374298169952142,-0.050140293798888846
2023-02-27,-0.028155094576026163,-0.045707634403249875,-0.05703822075380971,-0.04675947070740416
2023-02-28,-0.030579048510545492,-0.04923464523515053,-0.05825751341022145,-0.049949787342693064
2023-03-01,-0.02127405388986847,-0.052881806312291,-0.06582841670178219,-0.04766431924524983
2023-03-02,-0.022867505735872484,-0.045515730952280675,-0.058097272081185314,-0.04618810368304327
2023-03-03,-0.011431561754419728,-0.03020786987935198,-0.038624653867740166,-0.030664988645784486
2023-03-06,-0.011665643811798576,-0.029535978068177093,-0.03753363419541966,-0.031950697751795154
2023-03-07,-0.022987079245734066,-0.044412018087627736,-0.04933934418139163,-0.04637868631135311
2023-03-08,-0.0215332025613586,-0.042852515382524214,-0.044591645352771714,-0.04514050860424956
2023-03-09,-0.03382672276977561,-0.06051146175140609,-0.06114485436520767,-0.06399683916197263
2023-03-10,-0.04459745523227443,-0.07406791666826196,-0.07432939902908131,-0.07975806822644815
2023-03-13,-0.05854852387686904,-0.07538765492604493,-0.06746459655648962,-0.08356728328500473
2023-03-14,-0.052007968003979554,-0.06010368606249483,-0.046035116028108725,-0.06723476336828238
