Month,Strategy,SPY,QQQ,VTI,StrategyMinusSPY,StrategyMinusQQQ,StrategyMinusVTI
2026-03-31,-0.0647390732655454,-0.04937956664344345,-0.04838259103173426,-0.05004837597028311,-0.015359506622101948,-0.016356482233811143,-0.01469069729526229
2022-06-30,-0.05688779393129606,-0.08246034147300929,-0.08907910376541128,-0.08231277114235991,0.02557254754171323,0.03219130983411522,0.02542497721106385
2024-12-31,-0.04633093307674663,-0.024060069540820517,0.004540315416478036,-0.03040448479120783,-0.02227086353592611,-0.05087124849322466,-0.015926448285538797
2024-04-30,-0.042796727658778955,-0.04031951134517664,-0.04373789996336119,-0.04343960487451537,-0.002477216313602315,0.0009411723045822384,0.0006428772157364149
2023-09-30,-0.03768203564865724,-0.04743440535507726,-0.05079862937437696,-0.04801077559750122,0.009752369706420017,0.013116593725719716,0.010328739948843979
2022-09-30,-0.03229187869371297,-0.09244600260760771,-0.10535531029965761,-0.09230505829540703,0.06015412391389474,0.07306343160594464,0.060013179601694056
2026-06-30,-0.032125588890824064,-0.010292566443839246,-0.001490831230687828,-0.0038534790698642185,-0.021833022446984818,-0.030634757660136236,-0.028272109820959845
2023-08-31,-0.03104388506323097,-0.016252013848231273,-0.014830207909557469,-0.019312478973723013,-0.014791871214999697,-0.0162136771536735,-0.011731406089507956
2021-09-30,-0.02760025956134693,-0.046605197915812524,-0.056831351381324335,-0.04464145326838831,0.019004938354465595,0.029231091819977406,0.01704119370704138
2026-07-31,-0.027461798782467683,0.0003481791700579162,-0.06573877318676946,-0.004945457376460016,-0.0278099779525256,0.03827697440430178,-0.022516341406007667
2021-11-30,-0.026605685318078498,-0.008034775238057512,0.01996852662326476,-0.014604676455044374,-0.018570910080020986,-0.04657421194134326,-0.012001008863034124
2023-05-31,-0.026442574402945285,0.004616277344481334,0.07883792508793608,0.004265556061506359,-0.03105885174742662,-0.10528049949088136,-0.030708130464451644
2022-01-31,-0.021914395342766735,-0.05274125215796843,-0.08747010580946712,-0.06059480139641815,0.030826856815201698,0.06555571046670039,0.03868040605365142
2023-02-28,-0.019102703338963356,-0.025142653534367954,-0.003597692242727546,-0.024017817500206595,0.0060399501954045975,-0.01550501109623581,0.004915114161243239
2022-12-31,-0.018314041539745363,-0.057628312203272025,-0.09013677520627361,-0.05855282565636999,0.03931427066352666,0.07182273366652825,0.040238784116624626
2025-03-31,-0.018281102036217467,-0.055719310915217424,-0.07586185742076412,-0.05855327913065267,0.03743820887899996,0.057580755384546656,0.0402721770944352
2022-04-30,-0.016934689796629043,-0.08776888943997996,-0.1359573835907224,-0.09131620701386012,0.07083419964335091,0.11902269379409336,0.07438151721723107
2023-10-31,-0.015460943225158674,-0.021708515210485557,-0.02065473500449011,-0.026458329114406487,0.006247571985326883,0.005193791779331436,0.010997385889247813
2024-10-31,-0.015367987693261309,-0.00892343020321995,-0.008646230813232014,-0.007522171198014682,-0.006444557490041358,-0.006721756880029295,-0.007845816495246627
2022-02-28,-0.008786950709117947,-0.02951683942801031,-0.044759686281259814,-0.024866535161032766,0.020729888718892364,0.03597273557214187,0.01607958445191482
2025-02-28,-0.008015263259351868,-0.012694736490296732,-0.02703461588361189,-0.018888297179816216,0.004679473230944864,0.019019352624260022,0.010873033920464348
2022-05-31,-0.00791309673090368,0.0022570557320114037,-0.015865711081862632,-0.002513666253558866,-0.010170152462915083,0.007952614350958953,-0.005399430477344813
2023-03-31,-0.006782548581179992,0.03707777693297021,0.09492720184581072,0.027070942321190117,-0.0438603255141502,-0.10170975042699071,-0.03385349090237011
2021-02-28,0.001779365466718863,0.027805614959964142,-0.0013350867265238264,0.031392974678267516,-0.02602624949324528,0.0031144521932426894,-0.029613609211548653
