Ticker,Score,Mom21,Mom63,Mom126,RS63VsSPY,RS126VsSPY,Vol63Ann,AboveSMA50,AboveSMA126,PositiveMom63,PositiveMom126,OutperformSPY63,OutperformSPY126,Date,StartWindow,Eligible,Rank
TAN,44.66372503452836,0.2652335344638408,0.5851323573687415,1.5103982017989996,0.5127626189013033,1.2890101326541976,0.44915061546368834,True,True,True,True,True,True,2020-10-21,2020-01-01,True,1
PBW,36.685891461720466,0.23083986936829248,0.4070425110509037,1.2743853361810995,0.3346727725834655,1.0529972670362975,0.3908969653510147,True,True,True,True,True,True,2020-10-21,2020-01-01,False,2
QCLN,34.57459187925485,0.24164157448944157,0.38825855190610126,1.1418446147648753,0.31588881343866304,0.9204565456200733,0.3887035980600382,True,True,True,True,True,True,2020-10-21,2020-01-01,True,3
ICLN,33.61015531319142,0.2245761795681933,0.4019402951207822,0.9940286264141074,0.329570556653344,0.7726405572693054,0.31908244784712586,True,True,True,True,True,True,2020-10-21,2020-01-01,False,4
ARKF,25.49587686777111,0.12378448283676535,0.2561691707525757,0.8257898465638693,0.1837994322851375,0.6044017774190673,0.2584304263651999,True,True,True,True,True,True,2020-10-21,2020-01-01,True,5
ARKW,25.07367058739569,0.13932519072388483,0.25143778398563743,0.8673129574892924,0.17906804551819921,0.6459248883444904,0.3260526273600383,True,True,True,True,True,True,2020-10-21,2020-01-01,False,6
ARKK,22.65234903153007,0.11370097185785988,0.24254704184981235,0.846023237314206,0.17017730338237413,0.624635168169404,0.3781120505543548,True,True,True,True,True,True,2020-10-21,2020-01-01,False,7
LIT,22.605002802894624,0.12277938040781988,0.21318060763687896,0.766680840258412,0.14081086916944074,0.54529277111361,0.29994221792761916,True,True,True,True,True,True,2020-10-21,2020-01-01,True,8
ARKQ,21.005630726365144,0.14351672629098422,0.18261693274996427,0.675507142590297,0.11024719428252605,0.45411907344549496,0.30344924521419897,True,True,True,True,True,True,2020-10-21,2020-01-01,False,9
ARKG,20.03443218980269,0.1275179430066813,0.25939016521798997,0.690713893547332,0.18702042675055175,0.46932582440253,0.4319309572734326,True,True,True,True,True,True,2020-10-21,2020-01-01,True,10
XHB,20.01641630688018,0.07728166515539359,0.1460935409225732,0.705736842473714,0.07372380245513499,0.484348773328912,0.2303003274766318,True,True,True,True,True,True,2020-10-21,2020-01-01,True,11
BLOK,18.991477103980277,0.09945227141529189,0.1805430435961639,0.4968446214604376,0.1081733051287257,0.2754565523156356,0.20258015802370113,True,True,True,True,True,True,2020-10-21,2020-01-01,False,12
XRT,18.137563124446167,0.08441585585986466,0.16070572398979643,0.554618335750386,0.08833598552235822,0.33323026660558397,0.23906237583525972,True,True,True,True,True,True,2020-10-21,2020-01-01,False,13
KOMP,17.968648863983113,0.11225275287741288,0.15877715923987346,0.46480582934914483,0.08640742077243524,0.2434177602043428,0.2205305084549865,True,True,True,True,True,True,2020-10-21,2020-01-01,False,14
BOTZ,17.522378513681915,0.07976149995433945,0.14235024788630457,0.48968799513790273,0.06998050941886635,0.2682999259931007,0.19192260540446435,True,True,True,True,True,True,2020-10-21,2020-01-01,True,15
WCLD,17.2346554859384,0.0964380784611214,0.15966169833800592,0.6477314170853075,0.0872919598705677,0.42634334794050543,0.3666599812721047,True,True,True,True,True,True,2020-10-21,2020-01-01,True,16
PAVE,16.112521870152353,0.10620015300292085,0.1354757048360622,0.40380182416161214,0.06310596636862398,0.18241375501681012,0.22771157465296338,True,True,True,True,True,True,2020-10-21,2020-01-01,False,17
AVUV,15.974435237485155,0.1266889864929559,0.1178565082811196,0.4046694468968848,0.04548676981368138,0.18328137775208275,0.24355872286636626,True,True,True,True,True,True,2020-10-21,2020-01-01,True,18
SMIN,15.9345403162631,0.05154635966460086,0.1405750069580498,0.4649098981439197,0.06820526849061159,0.24352182899911767,0.2063306516116576,True,True,True,True,True,True,2020-10-21,2020-01-01,True,19
SMH,15.612679265650145,0.11251120617655785,0.15709272700098031,0.3987567874606228,0.0847229885335421,0.1773687183158208,0.28393908264185236,True,True,True,True,True,True,2020-10-21,2020-01-01,False,20
KCE,15.41162510587642,0.14344898656491,0.09245856507111383,0.31644964082355553,0.020088826603675614,0.09506157167875351,0.19990489212820686,True,True,True,True,True,True,2020-10-21,2020-01-01,False,21
EWW,15.338606193584969,0.15131161597399512,0.09859594198566812,0.3525101377544706,0.026226203518229907,0.13112206860966857,0.2488066630301799,True,True,True,True,True,True,2020-10-21,2020-01-01,True,22
ICVT,15.319628817490624,0.06691364991902282,0.1328509908517692,0.3996141654943406,0.060481252384331,0.17822609634953857,0.20153427661837672,True,True,True,True,True,True,2020-10-21,2020-01-01,False,23
EWY,14.96593088529887,0.06731811200718374,0.1492103780908196,0.3588917500932345,0.07684063962338139,0.13750368094843246,0.20959501116914753,True,True,True,True,True,True,2020-10-21,2020-01-01,True,24
XSOE,14.864294700058853,0.0757300271629553,0.09234979091110085,0.38259588792852317,0.019980052443662633,0.16120781878372115,0.1742446898177981,True,True,True,True,True,True,2020-10-21,2020-01-01,True,25
XLY,14.71837759418635,0.06487046413103648,0.11902453108999422,0.3543506251639854,0.04665479262255601,0.1329625560191834,0.1774600767704536,True,True,True,True,True,True,2020-10-21,2020-01-01,True,26
KSA,14.625898332082109,0.04868032876857509,0.13338280404553182,0.2757825410509993,0.061013065578093606,0.054394471906197284,0.11847583180760513,True,True,True,True,True,True,2020-10-21,2020-01-01,True,27
IGV,14.555643233380781,0.08443857236051988,0.1425918276362632,0.404505941081996,0.070222089168825,0.18311787193719398,0.2796339593853868,True,True,True,True,True,True,2020-10-21,2020-01-01,False,28
VBK,14.464198758919247,0.0872673158546351,0.0952254880458252,0.3538545395660584,0.022855749578386986,0.13246647042125637,0.1931104300772209,True,True,True,True,True,True,2020-10-21,2020-01-01,False,29
INDA,14.114249163345978,0.06381033612877118,0.08692956261550466,0.36275122932518555,0.014559824148066447,0.14136316018038353,0.17157266382714254,True,True,True,True,True,True,2020-10-21,2020-01-01,False,30
FDN,14.10565320349016,0.08564373662499825,0.12268650326577335,0.37747285708394274,0.050316764798335134,0.1560847879391407,0.2588835929722704,True,True,True,True,True,True,2020-10-21,2020-01-01,False,31
PHO,13.987875026795635,0.10779685539330863,0.07751711782425819,0.2679542945378257,0.00514737935681997,0.046566225393023686,0.16200742318339384,True,True,True,True,True,True,2020-10-21,2020-01-01,False,32
SCHA,13.972927432036682,0.10095489370135557,0.08643234905434838,0.31599774575922135,0.014062610586910163,0.09460967661441932,0.19855086476372796,True,True,True,True,True,True,2020-10-21,2020-01-01,False,33
XLI,13.936956775583248,0.06564802358251165,0.12056900313737717,0.3132870117762221,0.04819926466993896,0.09189894263142007,0.1881561386218465,True,True,True,True,True,True,2020-10-21,2020-01-01,False,34
MCHI,13.92934349511365,0.08265494759016234,0.1060047837912812,0.3200247402990841,0.03363504532384298,0.0986366711542821,0.20062432778327732,True,True,True,True,True,True,2020-10-21,2020-01-01,False,35
VOT,13.83797588165198,0.08274843398210585,0.0918747985838737,0.31783280899246513,0.01950506011643549,0.09644473984766311,0.1861855281177844,True,True,True,True,True,True,2020-10-21,2020-01-01,False,36
JMOM,13.605948568031922,0.07342590366853119,0.10782723153005613,0.302868748413301,0.03545749306261792,0.081480679268499,0.19229042444537675,True,True,True,True,True,True,2020-10-21,2020-01-01,False,37
IXN,13.470565854083112,0.07408624583549539,0.12311568600312328,0.3517812616143323,0.050745947535685065,0.1303931924695303,0.2541598483258942,True,True,True,True,True,True,2020-10-21,2020-01-01,False,38
XLK,13.437728457598105,0.07654068930703617,0.1349228497753634,0.3508174638122843,0.06255311130792518,0.12942939466748227,0.27317342464003636,True,True,True,True,True,True,2020-10-21,2020-01-01,False,39
VUG,13.39372078219708,0.07330266332086066,0.11131792222813974,0.3363423030109436,0.03894818376070153,0.11495423386614156,0.2309550708152204,True,True,True,True,True,True,2020-10-21,2020-01-01,False,40
FNDA,13.384797456873079,0.09813111084229242,0.08287660722492673,0.3002905551021118,0.010506868757488519,0.07890248595730975,0.2068306002913878,True,True,True,True,True,True,2020-10-21,2020-01-01,False,41
VBR,13.36654343679599,0.103694201973632,0.08080475125994613,0.2781279864949391,0.008435012792507912,0.05673991735013706,0.19724246700185458,True,True,True,True,True,True,2020-10-21,2020-01-01,False,42
ESGE,13.268895184156277,0.07058829475067374,0.07274290891118307,0.3109479183459263,0.0003731704437448524,0.08955984920112425,0.16704186614899252,True,True,True,True,True,True,2020-10-21,2020-01-01,False,43
RYLD,13.23653644242311,0.06289353830034838,0.07759742156200167,0.2645235397873773,0.005227683094563451,0.04313547064257528,0.12941959643750806,True,True,True,True,True,True,2020-10-21,2020-01-01,False,44
