Date,Strategy,SPY,QQQ,VTI
2020-11-02,0.0,0.0,0.0,0.0
2020-11-03,0.0,0.0,0.0,0.0
2020-11-04,0.0,0.0,0.0,0.0
2020-11-05,0.0,0.0,0.0,0.0
2020-11-06,0.0,-0.00022862351305186213,0.0,-0.0005016526411412148
2020-11-09,-0.0045893186067328395,0.0,-0.02043374422774291,0.0
2020-11-10,-0.01936262900990615,-0.001466736745330155,-0.037982606026182086,-0.001653976907236454
2020-11-11,-0.002749872079263471,0.0,-0.01646250215583689,0.0
2020-11-12,-0.005764951011230202,-0.0097008710693538,-0.021079021489554872,-0.009859538359585307
2020-11-13,0.0,0.0,-0.012491474461758578,0.0
2020-11-16,0.0,0.0,-0.00478587781771489,0.0
2020-11-17,0.0,-0.005378203432986894,-0.007943020088381214,-0.002263353285257952
2020-11-18,-0.006590068540506033,-0.017348367917945584,-0.015274848989577983,-0.01282599542445051
2020-11-19,0.0,-0.013211232333126599,-0.007569359534448261,-0.007328936518083196
2020-11-20,0.0,-0.01996842027165513,-0.014358276586628804,-0.012556467963844908
2020-11-23,0.0,-0.014093716872123352,-0.014323976134173688,-0.004472783252504886
2020-11-24,0.0,0.0,-0.0004753828332449972,0.0
2020-11-25,0.0,-0.0015418114699070617,0.0,-0.0003730258328544789
2020-11-27,0.0,0.0,0.0,0.0
2020-11-30,-0.008583921501123082,-0.0044270296580490864,0.0,-0.007864790915000253
2020-12-01,-0.007520458245185879,0.0,0.0,0.0
2020-12-02,-0.010452683810339702,0.0,0.0,0.0
2020-12-03,-0.007087348182383213,-0.00027247983374756313,0.0,0.0
2020-12-04,0.0,0.0,0.0,0.0
2020-12-07,0.0,-0.0020546237378249455,0.0,-0.0010966030608678956
2020-12-08,0.0,0.0,0.0,0.0
2020-12-09,-0.017657348779654858,-0.008968933738511153,-0.02264107805760418,-0.009837147379624378
2020-12-10,-0.004448308199457407,-0.009292959518979571,-0.018715964861945045,-0.008379871917460813
2020-12-11,-0.007893935530621676,-0.010454690915160603,-0.0208893788807214,-0.010149279273168221
2020-12-14,-0.00476085793151948,-0.014885212931036063,-0.013785578540624899,-0.012959929702319406
2020-12-15,0.0,-0.0015669865343839184,-0.0032436293863030707,0.0
2020-12-16,-0.0012078342619182836,-2.220446049250313e-16,0.0,0.0
2020-12-17,0.0,0.0,0.0,0.0
2020-12-18,0.0,-0.003993040885110322,-0.003022642299913225,-0.0028349280318521464
2020-12-21,0.0,-0.007554174010325099,-0.004887322600759969,-0.005721172378320261
2020-12-22,0.0,-0.009226652796436419,-0.002181586596803231,-0.005515054689382071
