,Weight
SGOV,0.16644523709598788
AVUV,0.08740265419935697
EIS,0.07635589211348402
EWT,0.0753512970776566
THD,0.0698688720069542
EWY,0.06188449265860187
OIH,0.061726592700935196
SPYD,0.059383720803286105
XBI,0.058267652608175985
AVDV,0.05199676552960668
CIBR,0.04969559853320196
LIT,0.04502495248980355
GLDM,0.038395527896090284
XLE,0.03371063062100103
MLPA,0.032245056832928845
XOP,0.032245056832928845
