Date,Strategy,SPY,QQQ,VTI
2021-11-01,0.0,0.0,0.0,0.0
2021-11-02,0.0,0.0,0.0,0.0
2021-11-03,0.0,0.0,0.0,0.0
2021-11-04,0.0,0.0,0.0,0.0
2021-11-05,0.0,0.0,0.0,0.0
2021-11-08,0.0,0.0,-0.001354775006639053,0.0
2021-11-09,-0.002141136225146445,-0.0033054428997112417,-0.008228650591453057,-0.002883519173043636
2021-11-10,-0.016028652804424226,-0.01132358684733148,-0.022804775124843024,-0.012687444036211915
2021-11-11,-0.008934976409306183,-0.011003544069460136,-0.020095461519488267,-0.011492810591758107
2021-11-12,-0.0018528730208009492,-0.003539766130700839,-0.009784293530382016,-0.0041605504010645555
2021-11-15,-0.004158378552076902,-0.003198623156673963,-0.010010063097274924,-0.0041605504010645555
2021-11-16,-0.0030697375674437755,0.0,-0.002960142412133271,0.0
2021-11-17,-0.011987909083215897,-0.0024292210637638645,-0.0024334255586910825,-0.004118775510505657
2021-11-18,-0.0146293550522415,0.0,0.0,-0.0025535453920431106
2021-11-19,-0.024554906990192582,-0.0017882447436876614,0.0,-0.005395447406030152
2021-11-22,-0.036572477771695255,-0.004598244640445226,-0.011609198753647076,-0.010173390967025298
2021-11-23,-0.031003983375791133,-0.003278333212883622,-0.016114030023655856,-0.009843974942609135
2021-11-24,-0.027821947871959463,-0.0006174460985355346,-0.012945743214743177,-0.00650774729100323
2021-11-26,-0.057470238112731664,-0.02290661971369401,-0.031658842944363164,-0.02800768691150546
2021-11-29,-0.0519524714739098,-0.010921125504944729,-0.010643605637745246,-0.018864073822520533
2021-11-30,-0.06641361241656174,-0.030166236500772214,-0.025173686635138637,-0.03846950170080654
2021-12-01,-0.0805071094123273,-0.04093838780396042,-0.04175842289308629,-0.052020179721909976
2021-12-02,-0.06397359590818186,-0.026249115768822495,-0.03485201016209194,-0.03661598216073081
2021-12-03,-0.0767979436491325,-0.03472207546146178,-0.05163477892396118,-0.04777782280199938
2021-12-06,-0.06801963500029184,-0.023289864509003055,-0.04403544680743521,-0.03554521208054939
2021-12-07,-0.04748345892121886,-0.003086745460392337,-0.01524756978663111,-0.014910006324222902
2021-12-08,-0.04579362723555103,-0.0004471304762485584,-0.010841871395499525,-0.010667851005306761
2021-12-09,-0.05747543339416539,-0.0071955232351599285,-0.025396444045321376,-0.020099619115241718
2021-12-10,-0.053871562192984834,0.0,-0.014802210468820798,-0.01342736541302425
2021-12-13,-0.0665250605170652,-0.008858222257253967,-0.029035281585970574,-0.02240647209079516
2021-12-14,-0.07343281193481466,-0.015677387772711993,-0.03908478971195106,-0.029737557841845175
2021-12-15,-0.061998015364842174,-0.00029730914481429505,-0.017178522764602078,-0.014786357714486997
2021-12-16,-0.06724369957951026,-0.009113285846840014,-0.042451420029895215,-0.025824684146682375
2021-12-17,-0.07290064825888953,-0.019659048638393073,-0.047228614025164095,-0.030273077282598537
2021-12-20,-0.08757195431035747,-0.03008346781386484,-0.05647090838761326,-0.04390614290997186
2021-12-21,-0.06702104237171669,-0.012858689654886235,-0.03535443891762435,-0.025165784897518306
2021-12-22,-0.058382162799714865,-0.002988648322000853,-0.02360637638227192,-0.015527711770252028
2021-12-23,-0.051144043044531795,0.0,-0.01624527418016153,-0.008731943858961255
2021-12-27,-0.03871632654196577,0.0,0.0,0.0
2021-12-28,-0.038803379089703216,-0.0008173348658391255,-0.004634924204026336,-0.002057928599011327
2021-12-29,-0.04011265854584889,0.0,-0.004783504885318757,-0.001481802270366095
2021-12-30,-0.0414308700827658,-0.002764562008917393,-0.0077575287681667104,-0.0030870601825845334
2021-12-31,-0.043342079079221496,-0.005277794023658133,-0.013953755254263012,-0.006256223385523119
2022-01-03,-0.0355062662432849,0.0,-0.004461463450513015,0.0
2022-01-04,-0.035190676968611,-0.00033505846006331996,-0.017374065432568586,-0.001893176381825068
2022-01-05,-0.05232682840134051,-0.019530683241570812,-0.047561523559212726,-0.023541923311703128
2022-01-06,-0.04674909480764733,-0.020451805455892536,-0.048230719751721884,-0.023788891362361175
2022-01-07,-0.04869448741835136,-0.02432442946876845,-0.058540788429273904,-0.028234048630692565
2022-01-10,-0.050100906040063786,-0.025538583560219208,-0.05792135238120577,-0.02992134024094495
2022-01-11,-0.03372233373092415,-0.016662759348657463,-0.04376917855098317,-0.020249305916735016
2022-01-12,-0.0299677702437684,-0.014004561004504867,-0.03997722229388212,-0.018726481244579984
2022-01-13,-0.04171811167649597,-0.027590146171714625,-0.06399333400665042,-0.033090373244267224
2022-01-14,-0.03998755772257634,-0.027192285467363853,-0.058169064600252396,-0.03271995462371935
2022-01-18,-0.05553953884775398,-0.044420400803244275,-0.08161518940849122,-0.051528936980859696
2022-01-19,-0.06077842406512313,-0.054342748034748145,-0.09170227043876567,-0.06148915645656883
2022-01-20,-0.0697814615933916,-0.06480926822621291,-0.10349970093375704,-0.07243691358051985
2022-01-21,-0.08778319167181892,-0.08316755238199425,-0.12835839184232212,-0.09079304311542968
2022-01-24,-0.09116737539422903,-0.07927415270776483,-0.12436817250971288,-0.08494871247746727
2022-01-25,-0.095491437262478,-0.09051514338635025,-0.14466650168068784,-0.09774869652591389
2022-01-26,-0.09973983132018949,-0.09279679984205103,-0.14600497181593197,-0.10124713178157674
2022-01-27,-0.10607076191436116,-0.09727660274212957,-0.15460507977989535,-0.1079145331296838
2022-01-28,-0.09244821561133565,-0.07485715205197374,-0.1280857995510546,-0.08593651776922118
2022-01-31,-0.07128223897163433,-0.05819439270331661,-0.10020332461520054,-0.06651028256263092
2022-02-01,-0.06554109105267047,-0.05183052247461539,-0.09408173834576605,-0.05939002839229335
2022-02-02,-0.06322573954745125,-0.04262004716889911,-0.08672058022816431,-0.05317514531202716
2022-02-03,-0.07570332040349181,-0.0651232794476504,-0.12374865871141916,-0.07568824696376897
2022-02-04,-0.07096452457559077,-0.060727258136167195,-0.11269459812424476,-0.06955573117430736
2022-02-07,-0.07063117981416467,-0.06374149428469089,-0.11983276859456893,-0.07190189420011905
2022-02-08,-0.06997282061909771,-0.05603820494755474,-0.10994363963889986,-0.06338226592751639
2022-02-09,-0.05750362006658838,-0.04222232225318501,-0.09108267889024624,-0.048154086116843464
2022-02-10,-0.06655419040741029,-0.05942945824475743,-0.1116536003524885,-0.06428770392846583
2022-02-11,-0.0767010754413936,-0.07797621702771917,-0.13983362540205624,-0.08243814942443695
2022-02-14,-0.08369277104372586,-0.08099072475351543,-0.13876782530830511,-0.0858130671993318
2022-02-15,-0.06955913851072615,-0.06616980246759252,-0.11735424690004026,-0.0695557311743078
2022-02-16,-0.06759593828721189,-0.06512327944765062,-0.11757715679709202,-0.0686915771850779
2022-02-17,-0.08148045568035545,-0.08509364629355154,-0.14382384473466536,-0.08984632110276203
2022-02-18,-0.08739537025893462,-0.09101762923496837,-0.15358903983058547,-0.09713137676558692
2022-02-22,-0.09506773741583185,-0.10077241328928155,-0.16208993850656905,-0.10750289740829533
2022-02-23,-0.10302521909524254,-0.11672357228942354,-0.18355319930904934,-0.12392476728229473
2022-02-24,-0.09555200661589602,-0.10343115478797937,-0.1561167774179757,-0.10857306999085381
2022-02-25,-0.07912210116745821,-0.08364905888630436,-0.14303087018285843,-0.08873506524111818
2022-02-28,-0.07256929065736628,-0.08599351758629248,-0.1404779415223446,-0.08972293744375004
2022-03-01,-0.07967313459671188,-0.09991436489651984,-0.1536384889741237,-0.1039222286835838
2022-03-02,-0.0685493981282097,-0.08335602700917522,-0.13943694375058835,-0.08692425615009791
2022-03-03,-0.07586142618369163,-0.08791954360353105,-0.15173003193435008,-0.09387990956058212
2022-03-04,-0.08010295745623797,-0.09532986895785622,-0.16402304236788612,-0.10293455721358613
2022-03-07,-0.09328006121328813,-0.1219988929152489,-0.19485512761572155,-0.1305920348086459
2022-03-08,-0.09391556544940827,-0.12865552344380682,-0.19859732372838135,-0.13548984416657384
2022-03-09,-0.08068186743475858,-0.10529390330070332,-0.16974833573698134,-0.11149513494351826
2022-03-10,-0.08142266010100518,-0.10933409049076992,-0.17896811299968973,-0.11548750630049687
2022-03-11,-0.08936705521776533,-0.12065906644090518,-0.1959950236745548,-0.12750543600700648
2022-03-14,-0.09859308748311557,-0.12708553523093957,-0.21143567424490306,-0.13610743157041372
2022-03-15,-0.08968008898329327,-0.1078898425551138,-0.18670076169563576,-0.11808043664433254
2022-03-16,-0.07481998778293375,-0.08810774665343901,-0.1565381058909865,-0.09601998708218729
2022-03-17,-0.06594185834696065,-0.07669926069198107,-0.14632693550051168,-0.08391975699575116
2022-03-18,-0.05979979140065239,-0.06658653779238866,-0.12885420503154332,-0.07321890101158013
2022-03-21,-0.05872801913159109,-0.06685947295134598,-0.1312760468115446,-0.07408318882256604
2022-03-22,-0.05122635006739118,-0.05594050502373915,-0.11420318575329713,-0.06272372906634771
2022-03-23,-0.054778740867874265,-0.06809854425755724,-0.12693330795565927,-0.07548938783438597
2022-03-24,-0.04808009624518561,-0.0540506666780739,-0.10752801787695343,-0.06231918589802532
2022-03-25,-0.04492260090832978,-0.04943106937692743,-0.10827239853770454,-0.05831456985037453
2022-03-28,-0.0443857383725107,-0.04266961002114811,-0.09447530998820575,-0.052204067739771265
2022-03-29,-0.03494935809233257,-0.03082666831785741,-0.07889167675281428,-0.03783683019618456
2022-03-30,-0.039985116427091794,-0.03681100930810821,-0.08906583803586099,-0.04563977605464542
2022-03-31,-0.046385219368809016,-0.051635801570165674,-0.1003566480602599,-0.0600484983425853
2022-04-01,-0.03957256509040297,-0.048948069197618294,-0.10206878578016754,-0.056291385632616375
2022-04-04,-0.03389554095683722,-0.04080061523115419,-0.08358172586685442,-0.04828208662643685
2022-04-05,-0.04317220184539827,-0.05291676367067455,-0.10392981518227074,-0.06219540077374508
2022-04-06,-0.048798141134513195,-0.062387070531945366,-0.12338486540541771,-0.07297092929775195
2022-04-07,-0.04458185007229598,-0.05766230493198676,-0.12130045960490865,-0.06946165447985497
2022-04-08,-0.043037267186646466,-0.06018206676143445,-0.1335838290104593,-0.07235153530020633
2022-04-11,-0.04528930493576533,-0.07624579454106684,-0.15408112100897364,-0.08684289252246291
2022-04-12,-0.04419347484305158,-0.07966848290757234,-0.15765436588121018,-0.08965027223025368
2022-04-13,-0.03471037693131518,-0.06912734686046229,-0.14053213342964987,-0.07771879137810622
2022-04-14,-0.03870221594760992,-0.08071840064342162,-0.16018552447853074,-0.08894831020926952
2022-04-18,-0.037018292967958555,-0.08034036507997033,-0.15954035310575954,-0.09051737029811513
2022-04-19,-0.034433554125157806,-0.06549452557928703,-0.14075527657737863,-0.07449850464224439
2022-04-20,-0.03204885625172249,-0.0661874549903112,-0.1532871357042327,-0.07569580789298225
