,Weight
SGOV,0.17335842185872513
AVUV,0.08993110772690718
EWT,0.07783940878697897
EIS,0.07246304144943237
THD,0.06923188384021542
EWY,0.06294328706793281
OIH,0.060840854594564016
XBI,0.060558863925700465
CIBR,0.05224612682548258
AVDV,0.05217304644721289
LIT,0.04627584005901058
TAN,0.04519804810541342
GLDM,0.03995612647369273
XLE,0.03298364512877597
MLPA,0.03200014885497773
XOP,0.03200014885497773
