Month,Strategy,SPY,QQQ,VTI
2021-11-30,-0.037633687788069525,-0.008034775238057512,0.01996852662326476,-0.014604676455044374
2021-12-31,0.024712799633958227,0.04624771793917515,0.01152335669716864,0.03793032619466996
2022-01-31,-0.02920600904607651,-0.05274125215796843,-0.08747010580946712,-0.06059480139641815
2022-02-28,-0.001385837269125778,-0.02951683942801031,-0.044759686281259814,-0.024866535161032766
2022-03-31,0.028232913817482608,0.03759023232022929,0.04667860826416237,0.03259934839820411
2022-04-30,-0.035817594617456594,-0.08776888943997996,-0.1359573835907224,-0.09131620701386012
2022-05-31,-0.0007282671618703551,0.0022570557320114037,-0.015865711081862632,-0.002513666253558866
2022-06-30,-0.06311054169557873,-0.08246034147300929,-0.08907910376541128,-0.08231277114235991
2022-07-31,0.026158500107337224,0.09208741038619395,0.12551740820094337,0.0934683799963194
2022-08-31,0.005147856021303854,-0.04080192582726949,-0.051321731586145836,-0.03728476778690226
2022-09-30,-0.03224711343793896,-0.09244600260760771,-0.10535531029965761,-0.09230505829540703
2022-10-31,0.03998601049223094,0.08127581722626909,0.039998420876756535,0.08112776322464366
2022-11-30,0.026420685247348974,0.05559149794475293,0.05544156399564848,0.051693207494806215
2022-12-31,-0.018311738317770443,-0.057628312203272025,-0.09013677520627361,-0.05855282565636999
2023-01-31,0.026037828013697473,0.06288730283874089,0.10642916360796417,0.06925048064348394
2023-02-28,-0.019101492854196156,-0.025142653534367954,-0.003597692242727546,-0.024017817500206595
2023-03-31,-0.006782024730976555,0.03707777693297021,0.09492720184581072,0.027070942321190117
2023-04-30,0.005074102550541415,0.01597491903384407,0.005079151934219706,0.01077918953347079
2023-05-31,-0.026441387512571968,0.004616277344481334,0.07883792508793608,0.004265556061506359
2023-06-30,0.049322159272279675,0.06479971073208612,0.06303837499576703,0.06728703419660476
2023-07-31,0.042397381159691605,0.032733186796475744,0.03860123912621094,0.03663518472149829
2023-08-31,-0.03104349168146725,-0.016252013848231273,-0.014830207909557469,-0.019312478973723013
2023-09-30,-0.037681778895347295,-0.04743440535507726,-0.05079862937437696,-0.04801077559750122
2023-10-31,-0.0154606987918674,-0.021708515210485557,-0.02065473500449011,-0.026458329114406487
2023-11-30,0.05449864087543155,0.0913437722405952,0.10818805693703637,0.09415355884296317
2023-12-31,0.037488587555443154,0.04565532350233248,0.0558697292924486,0.05293881938953371
2024-01-31,0.009956242075297217,0.01592645376761248,0.01819202316872537,0.011170986024319207
2024-02-29,0.03796679608970521,0.0521868939685588,0.0528335023465043,0.05298716709507745
2024-03-31,0.03532727020893356,0.03270183452575437,0.012749872397714412,0.032596822617297905
2024-04-30,-0.042796583994127,-0.04031951134517664,-0.04373789996336119,-0.04343960487451537
2024-05-31,0.04786590050191686,0.050579597165828494,0.06151816578791203,0.04758447443912539
2024-06-30,0.01874236934205875,0.035280096711594044,0.064701245368048,0.0307892347604819
2024-07-31,0.02244519129827327,0.012109231177765523,-0.01678108618656937,0.018915181243453594
2024-08-31,0.013134932982103331,0.02336539556603756,0.011038688007497077,0.02131563111480106
2024-09-30,0.027966976587487924,0.021004780000700274,0.02621590003498908,0.02030862632448871
2024-10-31,-0.01536797147127833,-0.00892343020321995,-0.008646230813232014,-0.007522171198014682
2024-11-30,0.06246046391112192,0.05963319334082584,0.05350828080706527,0.06700345761887538
2024-12-31,-0.04570812092393883,-0.024060069540820517,0.004540315416478036,-0.03040448479120783
2025-01-31,0.041807181107968105,0.02685634588327046,0.021633922776085557,0.03033022419628173
2025-02-28,-0.004486875872737883,-0.012694736490296732,-0.02703461588361189,-0.018888297179816216
2025-03-31,-0.017445231301609243,-0.055719310915217424,-0.07586185742076412,-0.05855327913065267
2025-04-30,0.0027068579041698015,-0.00867016718950353,0.013968265440644556,-0.007349568432990172
2025-05-31,0.029033165739347444,0.06284505165897092,0.09178274535290876,0.06253199494301143
2025-06-30,0.031018574405847987,0.05138623000675269,0.06385848288482432,0.05163396821584931
2025-07-31,0.005215456053870415,0.023031446515753506,0.02423691867332778,0.022899907275651055
2025-08-31,0.019946455662970264,0.02051948404438786,0.00953970984137853,0.02351319765982285
2025-09-30,0.04763709349876777,0.035620338516055394,0.05376210091325917,0.03419941368663437
2025-10-31,0.030619493745281057,0.023837580535736924,0.04780380674246243,0.022092225582582836
2025-11-30,0.008688967738152753,0.001949914509092876,-0.015610216675696953,0.002653384720039398
2025-12-31,0.06355860400159008,0.0007975029584428306,-0.006699365349315478,-0.0002646637543585184
2026-01-31,0.1025202413481554,0.014737818820090398,0.012306465049553017,0.015808116238933634
2026-02-28,0.07155650666605418,-0.008642046247570367,-0.023445318098410328,-0.005285298864133425
2026-03-31,-0.06635883751524907,-0.04937956664344345,-0.04838259103173426,-0.05004837597028311
2026-04-30,0.061698723404606914,0.10505268686597291,0.15690076873760828,0.10401787801166806
2026-05-31,0.04231532655099102,0.05262575303750294,0.10568488508947715,0.05183814948583665
2026-06-30,-0.035348513833067696,-0.010292566443839246,-0.001490831230687828,-0.0038534790698642185
2026-07-31,-0.03689036433095105,0.0003481791700579162,-0.06573877318676946,-0.004945457376460016
