Ticker,Score,Mom21,Mom63,Mom126,RS63VsSPY,RS126VsSPY,Vol63Ann,AboveSMA50,AboveSMA126,PositiveMom63,PositiveMom126,OutperformSPY63,OutperformSPY126,Date,StartWindow,Eligible,Rank
URA,41.157181754685475,0.22597405547240057,0.46281011209943634,0.46525381819474854,0.4273629521615232,0.3729497990466144,0.5727261107742764,True,True,True,True,True,True,2021-10-22,2021-01-01,False,1
XOP,33.8324171994832,0.16871267543783364,0.3158339725774755,0.3678810009289253,0.28038681263956233,0.27557698178079115,0.39494610697271404,True,True,True,True,True,True,2021-10-22,2021-01-01,True,2
IXC,25.465514978126677,0.12710555035066573,0.1904567563471653,0.21998947881525588,0.15500959640925216,0.12768545966712175,0.23688593237029848,True,True,True,True,True,True,2021-10-22,2021-01-01,False,3
LIT,25.455489966523736,0.057287325069589334,0.14328466987040933,0.39580575915648253,0.10783750993249619,0.3035017400083484,0.33974296364870626,True,True,True,True,True,True,2021-10-22,2021-01-01,True,4
EIDO,25.316635331933895,0.14567669926808402,0.21293549593874705,0.13967642960512983,0.1774883360008339,0.047372410456995695,0.17911070689992584,True,True,True,True,True,True,2021-10-22,2021-01-01,True,5
XLE,25.12407617285062,0.1385070094597265,0.19070334566523495,0.2232345784952876,0.1552561857273218,0.13093055934715347,0.27203783272607895,True,True,True,True,True,True,2021-10-22,2021-01-01,False,6
KSA,22.38989576214974,0.0662458266617647,0.11353259962022721,0.18850696497798913,0.07808543968231407,0.096202945829855,0.10095306278930238,True,True,True,True,True,True,2021-10-22,2021-01-01,True,7
OIH,22.044502167761742,0.1650122367800806,0.1547029420978594,0.2409375280574919,0.11925578215994626,0.14863350890935778,0.40216700020986823,True,True,True,True,True,True,2021-10-22,2021-01-01,False,8
KCE,21.6070517917347,0.08080397289442764,0.1296918061003134,0.17959652235614687,0.09424464616240025,0.08729250320801274,0.16526238140959387,True,True,True,True,True,True,2021-10-22,2021-01-01,True,9
SMIN,20.04399582555221,-0.0014791348670588622,0.07998574277336856,0.260842514604694,0.04453858283545542,0.16853849545655986,0.16050924904825808,True,True,True,True,True,True,2021-10-22,2021-01-01,True,10
EPOL,19.98059613259065,0.055004611550382165,0.10117666927829205,0.19958133721021332,0.06572950934037891,0.10727731806207919,0.17985245482550494,True,True,True,True,True,True,2021-10-22,2021-01-01,True,11
INDA,19.777783762593238,-0.010418821323146199,0.11540186680102549,0.20311495130139368,0.07995470686311235,0.11081093215325954,0.1259940113421989,True,True,True,True,True,True,2021-10-22,2021-01-01,True,12
XLF,19.20682415736214,0.06279441928535845,0.1189212774031867,0.14406355023261197,0.08347411746527356,0.05175953108447784,0.16361549071680626,True,True,True,True,True,True,2021-10-22,2021-01-01,False,13
CIBR,19.06960103635702,0.04598842610548792,0.09327073484988913,0.18387772167888672,0.05782357491197598,0.09157370253075259,0.16645015398863636,True,True,True,True,True,True,2021-10-22,2021-01-01,True,14
KBE,18.482190443775796,0.09895841515454085,0.1690751600061775,0.06952011652883439,0.13362800006826436,-0.022783902619299745,0.20798016916409165,True,True,True,True,True,False,2021-10-22,2021-01-01,True,15
BBCA,17.86227455368407,0.06946191962553261,0.07573801742955943,0.1271770771646734,0.04029085749164629,0.03487305801653928,0.12985945876544353,True,True,True,True,True,True,2021-10-22,2021-01-01,True,16
MLPA,17.86001791510131,0.10665885108596962,0.08893627000695781,0.14307230609238486,0.053489110069044665,0.05076828694425073,0.2282946017426494,True,True,True,True,True,True,2021-10-22,2021-01-01,True,17
IGV,17.032125716695564,0.02561670892105039,0.07986829891842095,0.16743472640571277,0.04442113898050781,0.07513070725757864,0.1726051297244328,True,True,True,True,True,True,2021-10-22,2021-01-01,False,18
WCLD,16.60326145118087,0.02263474015799094,0.1054391430904924,0.1791213146108992,0.06999198315257926,0.08681729546276507,0.2460833006482837,True,True,True,True,True,True,2021-10-22,2021-01-01,False,19
KIE,16.439791582048127,0.08294047508568458,0.09379710907052385,0.06931402267879205,0.05834994913261071,-0.022989996469342078,0.14455932359072596,True,True,True,True,True,False,2021-10-22,2021-01-01,False,20
JMOM,15.688647853234972,0.025338653171758985,0.06511340030384005,0.11934449644761069,0.02966624036592691,0.027040477299476562,0.126612173949916,True,True,True,True,True,True,2021-10-22,2021-01-01,True,21
EIS,15.485117164556991,0.020568365834849,0.08377611110953387,0.10243509583687826,0.048328951171620727,0.010131076688744134,0.1321654157348997,True,True,True,True,True,True,2021-10-22,2021-01-01,True,22
AVUV,15.42951173351672,0.06087525813963701,0.10837735343223609,0.07903306285770606,0.07293019349432295,-0.013270956290428071,0.19389899819161735,True,True,True,True,True,False,2021-10-22,2021-01-01,False,23
VOT,15.386217961670846,0.026231977401057538,0.06910891268800312,0.11096059618502485,0.03366175275008998,0.01865657703689072,0.13342023723216556,True,True,True,True,True,True,2021-10-22,2021-01-01,False,24
XYLD,15.170939825606284,0.018046018965317323,0.05162990451196103,0.09501630082860357,0.01618274457404789,0.0027122816804694416,0.07700040138908765,True,True,True,True,True,True,2021-10-22,2021-01-01,True,25
VNQ,15.107304126323221,0.040160285263239226,0.030198028741357463,0.1268290737440929,-0.005249131196555679,0.03452505459595878,0.12526867517302434,True,True,True,True,False,True,2021-10-22,2021-01-01,False,26
PKW,14.989371756322383,0.04010834066675928,0.06274457363500074,0.09106738905367173,0.027297413697087602,-0.0012366300944623987,0.12699253593576976,True,True,True,True,True,False,2021-10-22,2021-01-01,False,27
VO,14.831562628588117,0.032148675989958964,0.062046808625253025,0.08686449916691408,0.026599648687339883,-0.005439519981220053,0.1145461610144009,True,True,True,True,True,False,2021-10-22,2021-01-01,False,28
DSI,14.823207894524067,0.02719904283208896,0.048681571123976086,0.1057467468758515,0.013234411186062944,0.013442727727717374,0.11583042688902534,True,True,True,True,True,True,2021-10-22,2021-01-01,False,29
XLY,14.121687266179551,0.0424553308083262,0.056239572987522024,0.08371896102834242,0.020792413049608882,-0.00858505811979171,0.14308125352583598,True,True,True,True,True,False,2021-10-22,2021-01-01,False,30
VIG,13.8883708886996,0.0360799023724756,0.0344038401724871,0.08208586944067875,-0.0010433197654260429,-0.010218149707455382,0.10529692112270951,True,True,True,True,False,False,2021-10-22,2021-01-01,False,31
JQUA,13.798557135337612,0.017436328125711942,0.03213749665477694,0.09904057678301692,-0.0033096632831361994,0.006736557634882789,0.10599235572269018,True,True,True,True,False,True,2021-10-22,2021-01-01,False,32
RSP,13.795682597567374,0.030624227650434266,0.047465123114543095,0.07546978811694482,0.012017963176629953,-0.016834231031189306,0.11244560633506992,True,True,True,True,True,False,2021-10-22,2021-01-01,False,33
JEPI,13.653252130989804,0.020092362562948995,0.020763400342123095,0.08716981849305494,-0.014683759595790047,-0.005134200655079191,0.07822942294613738,True,True,True,True,False,False,2021-10-22,2021-01-01,False,34
GSLC,13.648117525067986,0.020426336758061714,0.03254930047838922,0.09451604054915719,-0.0028978594595239215,0.0022120214010230566,0.10977749399743823,True,True,True,True,False,True,2021-10-22,2021-01-01,False,35
SPY,13.641881456597918,0.020747380218721467,0.03544715993791314,0.09230401914813413,0.0,0.0,0.11174163689004907,True,True,True,True,False,False,2021-10-22,2021-01-01,False,36
DIV,13.574139708010106,0.046365331663738685,0.038784614583628585,0.05704472916240255,0.003337454645715443,-0.03525928998573158,0.10004337943037593,True,True,True,True,True,False,2021-10-22,2021-01-01,False,37
AVUS,13.531015924823361,0.028922666530287744,0.04792259865868642,0.07560321986820884,0.01247543872077328,-0.016700799279925294,0.12173284474045906,True,True,True,True,True,False,2021-10-22,2021-01-01,False,38
ESGU,13.514355659608285,0.020206146343288323,0.0340516874857717,0.09156117126530372,-0.0013954724521414441,-0.0007428478828304108,0.11268543701816115,True,True,True,True,False,False,2021-10-22,2021-01-01,False,39
VTV,13.496759886652393,0.038335976058072374,0.03883785711071819,0.07035343285457762,0.003390697172805046,-0.021950586293556507,0.11304886237027698,True,True,True,True,True,False,2021-10-22,2021-01-01,False,40
REM,13.465883970112797,0.03321526118094997,0.060193415406509354,0.05913416432992835,0.024746255468596212,-0.03316985481820578,0.12450994302866017,True,True,True,True,True,False,2021-10-22,2021-01-01,False,41
DIVO,13.416757429232625,0.03868030795360644,0.020881240822986147,0.07509456595727504,-0.014565919114926995,-0.017209453190859092,0.09480033125530572,True,True,True,True,False,False,2021-10-22,2021-01-01,False,42
USMV,13.38465376674034,0.024448293400445076,0.020762909072429503,0.08510446482124134,-0.014684250865483639,-0.0071995543268927875,0.09188218986879929,True,True,True,True,False,False,2021-10-22,2021-01-01,False,43
VOE,13.358204683719277,0.03778509778257222,0.05384405258216063,0.05972681688902548,0.018396892644247487,-0.03257720225910865,0.125740361949376,True,True,True,True,True,False,2021-10-22,2021-01-01,False,44
MGC,13.34927847467897,0.018707502571739587,0.02982117726078326,0.0935694098847566,-0.0056259826771298815,0.0012653907366224626,0.11350123179404768,True,True,True,True,False,True,2021-10-22,2021-01-01,False,45
QTEC,13.34504937153768,0.006588990169765108,0.06725523352271123,0.10261756714839088,0.03180807358479809,0.010313548000256745,0.17241167654377978,True,True,True,True,True,True,2021-10-22,2021-01-01,False,46
FTCS,13.32384085988954,0.027215053489985763,0.024808641839962897,0.0848655070094293,-0.010638518097950245,-0.007438512138704834,0.10443710131901175,True,True,True,True,False,False,2021-10-22,2021-01-01,False,47
RYLD,13.273831157147015,0.010710342659083105,0.043664530392863776,0.06918556895541195,0.008217370454950634,-0.023118450192722184,0.08973207103598049,True,True,True,True,True,False,2021-10-22,2021-01-01,False,48
VTI,13.238227442562508,0.020553963399103647,0.037098209347734334,0.08224138746817045,0.0016510494098211925,-0.010062631679963685,0.11464452888184697,True,True,True,True,True,False,2021-10-22,2021-01-01,False,49
VUG,13.207580235522839,0.008159110185671947,0.03268790796042764,0.10942507443229754,-0.0027592519774854996,0.01712105528416341,0.13422382654778403,True,True,True,True,False,True,2021-10-22,2021-01-01,False,50
XLK,13.186871265376968,0.010848111702369323,0.03731628534061615,0.11112336240884235,0.001869125402703009,0.01881934326070822,0.14905487900543832,True,True,True,True,True,True,2021-10-22,2021-01-01,False,51
SPYX,13.139756536392358,0.017808661663354375,0.030759028372068453,0.08730283171586639,-0.004688131565844689,-0.00500118743226774,0.11238822387945283,True,True,True,True,False,False,2021-10-22,2021-01-01,False,52
FNDE,13.008914328162192,0.026757988693093093,0.06761570241660464,0.053429796244687244,0.0321685424786915,-0.03887422290344689,0.13717885505711047,True,True,True,True,True,False,2021-10-22,2021-01-01,False,53
EWN,12.7904676990343,0.0028664384226861905,0.07080172693655085,0.07705281514500406,0.035354566998637704,-0.01525120400313007,0.155208999962099,True,True,True,True,True,False,2021-10-22,2021-01-01,False,54
QQQM,12.58668497141314,0.0020853911277167736,0.027545075116432782,0.10333944574665033,-0.00790208482148036,0.011035426598516196,0.1328595160126441,True,True,True,True,False,True,2021-10-22,2021-01-01,False,55
DVYE,12.578615294228339,0.02407474905888418,0.06219394138350687,0.04615676213718034,0.026746781445593726,-0.04614725701095379,0.1305002601437572,True,True,True,True,True,False,2021-10-22,2021-01-01,False,56
TMFC,12.547239083929197,0.011306350121091047,0.019893268665631014,0.10138866164921434,-0.015553891272282128,0.009084642501080209,0.13165923285302752,True,True,True,True,False,True,2021-10-22,2021-01-01,False,57
PHO,12.541410185183093,0.0038490540409352736,0.02810745400792225,0.0962959711946414,-0.007339705929990892,0.003991952046507263,0.12697303993892095,True,True,True,True,False,True,2021-10-22,2021-01-01,False,58
HEFA,12.508444094988448,0.006560209306769149,0.03277735552816696,0.06725882493763224,-0.0026698044097461793,-0.025045194210501887,0.09401316685153661,True,True,True,True,False,False,2021-10-22,2021-01-01,False,59
VBR,12.417039795636278,0.043037101350255735,0.06286974467691997,0.03954920626006708,0.027422584739006828,-0.05275481288806705,0.15408653276151438,True,True,True,True,True,False,2021-10-22,2021-01-01,False,60
PAVE,12.412040023581557,0.04988503971562208,0.058004658288333566,0.0491077727324456,0.022557498350420424,-0.04319624641568853,0.1708813529512269,True,True,True,True,True,False,2021-10-22,2021-01-01,False,61
VIGI,12.372274693429036,0.006005361323614622,0.04028271539544881,0.06682729413825039,0.004835555457535667,-0.02547672500988374,0.11036178182365157,True,True,True,True,True,False,2021-10-22,2021-01-01,False,62
FNDA,12.347624549734647,0.03604300325766663,0.05608573438323261,0.05492655547797742,0.02063857444531947,-0.03737746367015671,0.16026238775217805,True,True,True,True,True,False,2021-10-22,2021-01-01,False,63
EWU,12.316579271285288,0.03592266804125188,0.03306790812496874,0.05154869454248101,-0.002379251812944405,-0.04075532460565312,0.11831595650616365,True,True,True,True,False,False,2021-10-22,2021-01-01,False,64
SCHP,12.309543410290267,0.01067500687585432,0.005155889575117145,0.049556364504312445,-0.030291270362795997,-0.042747654643821686,0.03464019699682731,True,True,True,True,False,False,2021-10-22,2021-01-01,False,65
GNR,12.285931110421014,0.06582277802446801,0.04686301593458375,0.05312483226785192,0.01141585599667061,-0.03917918688028221,0.18619351030416445,True,True,True,True,True,False,2021-10-22,2021-01-01,False,66
SPYD,12.199650392389104,0.041106014830318616,0.04388902972979336,0.041003695348786895,0.008441869791880219,-0.051300323799347236,0.13137404219107177,True,True,True,True,True,False,2021-10-22,2021-01-01,False,67
VT,12.066617413412128,0.01706388503915135,0.03208615840785223,0.05564171189250722,-0.003361001530060914,-0.036662307255626914,0.1070396716535655,True,True,True,True,False,False,2021-10-22,2021-01-01,False,68
QYLD,11.957375857600791,0.004326319466798179,0.035243412273074703,0.0574688429942638,-0.00020374766483843842,-0.03483517615387033,0.10180036076162235,True,True,True,True,False,False,2021-10-22,2021-01-01,False,69
DIA,11.895059307847866,0.025841951179319977,0.021737788284998727,0.05852043874830737,-0.013709371652914415,-0.03378358039982676,0.11374547342999555,True,True,True,True,False,False,2021-10-22,2021-01-01,False,70
UAE,11.895006040761603,-0.012115265740485825,0.05195997189190016,0.11954978166838015,0.016512811953987017,0.02724576252024602,0.12579253178653874,False,True,True,True,True,True,2021-10-22,2021-01-01,False,71
IHI,11.67812530212947,-0.013920284463374122,0.04017965271787838,0.08607913858157112,0.004732492779965236,-0.006224880566563007,0.1408510918599965,True,True,True,True,True,False,2021-10-22,2021-01-01,False,72
VYMI,11.578740291278045,0.02759843908712445,0.029135578975143517,0.040239266615032854,-0.006311580962769625,-0.05206475253310128,0.11230836991681707,True,True,True,True,False,False,2021-10-22,2021-01-01,False,73
BKLN,11.352301767828994,0.0016738012032533334,0.011650844921011316,0.015344321220356338,-0.023796315016901826,-0.07695969792777779,0.01758691435827585,True,True,True,True,False,False,2021-10-22,2021-01-01,False,74
QCLN,11.331390412421284,0.07662353425246149,0.11284599976928322,0.0019903646919692264,0.07739883983137008,-0.0903136544561649,0.26738535108613465,True,True,True,True,True,False,2021-10-22,2021-01-01,False,75
EWI,11.306243460531263,0.026145850639787582,0.03634667831060989,0.047601045915760976,0.0008995183726967504,-0.044702973232373155,0.14470325054524452,True,True,True,True,True,False,2021-10-22,2021-01-01,False,76
IXN,11.264083521249942,-0.0031864694433889618,0.027307076466186908,0.08461918637983024,-0.008140083471726234,-0.007684832768303895,0.14910495912346858,True,True,True,True,False,False,2021-10-22,2021-01-01,False,77
MOAT,11.202996248690182,0.014082685379933402,0.011663275398075434,0.05573982864058369,-0.023783884539837707,-0.03656419050755044,0.10447679716762238,True,True,True,True,False,False,2021-10-22,2021-01-01,False,78
EWQ,11.101758134359928,0.014579634145552856,0.02904706745068175,0.057259527702712365,-0.00640009248723139,-0.035044491445421766,0.14013396383307244,True,True,True,True,False,False,2021-10-22,2021-01-01,False,79
EWS,11.093565274215928,0.04978159117933756,0.03979230673392897,0.011388599537126343,0.004345146796015831,-0.08091541961100779,0.134782270937183,True,True,True,True,True,False,2021-10-22,2021-01-01,False,80
XLB,11.033166932762388,0.04637963969168446,0.03236213979336311,0.02874161040205836,-0.0030850201445500325,-0.06356240874607577,0.14763750315173918,True,True,True,True,False,False,2021-10-22,2021-01-01,False,81
XLV,11.028783499760719,-0.0023488439992034316,0.0068115431865916065,0.08241190214167071,-0.028635616751321535,-0.009892117006463419,0.1227173000548352,True,True,True,True,False,False,2021-10-22,2021-01-01,False,82
