Month,Strategy_Rolling12M,SPY_Rolling12M,QQQ_Rolling12M,VTI_Rolling12M,StrategyMinusSPY_Rolling12M,StrategyMinusQQQ_Rolling12M,StrategyMinusVTI_Rolling12M
2022-10-31,-0.07885838668880496,-0.1463163109388781,-0.2756300817406424,-0.16869001492098834,0.06745792425007313,0.19677169505183745,0.08983162823218338
2022-11-30,-0.017547898396807482,-0.09155964179763121,-0.2504375385286345,-0.1127590686294554,0.07401174340082373,0.232889640131827,0.09521117023264791
2022-12-31,-0.058798039652270706,-0.18175355707528518,-0.3257700735596186,-0.1952345482926512,0.12295551742301447,0.2669720339073479,0.13643650864038048
2023-01-31,-0.005238161632529881,-0.08187308192304066,-0.18250606545594317,-0.08399927174932253,0.07663492029051078,0.1772679038234133,0.07876111011679265
2023-02-28,-0.02288547605624769,-0.07773487739071427,-0.1472796622388921,-0.08320202088733475,0.054849401334466585,0.12439418618264442,0.06031654483108706
2023-03-31,-0.05615965406682488,-0.0781903748653826,-0.1079719352149553,-0.0881104411056729,0.022030720798557724,0.05181228114813041,0.031950787038848016
2023-04-30,-0.016130678859042624,0.026642753595435442,0.03763262810059831,0.014345140078118268,-0.042773432454478066,-0.05376330695964093,-0.030475818937160892
2023-05-31,-0.04144746650799158,0.029059376914489343,0.13748443084347084,0.021238939999134177,-0.07050684342248092,-0.17893189735146242,-0.06268640650712576
2023-06-30,0.07358494142958572,0.19421772855440644,0.3274364502397218,0.1877195685010935,-0.12063278712482073,-0.2538515088101361,-0.11413462707150779
2023-07-31,0.09057434234732908,0.12931279017556596,0.22492742629719742,0.1259876525141166,-0.03873844782823688,-0.13435308394986833,-0.035413310166787504
2023-08-31,0.05130712908793322,0.15821665303989008,0.27204505264860734,0.14700796528566906,-0.10690952395195685,-0.22073792356067412,-0.09570083619773584
2023-09-30,0.04540324327274514,0.21566026704808783,0.34961613406102443,0.20298039912528365,-0.1702570237753427,-0.3042128907882793,-0.1575771558525385
2023-10-31,-0.010332285022450982,0.09987670925708203,0.270905939780115,0.0832684051271535,-0.11020899427953301,-0.281238224802566,-0.09360069014960448
2023-11-30,0.016740285305756775,0.13712889807968076,0.33442042837766284,0.1270035521817039,-0.12038861277392399,-0.31768014307190606,-0.11026326687594712
2023-12-31,0.07453300980188615,0.26175786176827476,0.5485559786119092,0.26046986174168296,-0.1872248519663886,-0.47402296881002304,-0.1859368519397968
2024-01-31,0.05769133548055083,0.20601044588273587,0.42505945858415495,0.19200372225621032,-0.14831911040218504,-0.3673681231036041,-0.1343123867756595
2024-02-29,0.11922740094190121,0.3016759731540153,0.5057676293526407,0.28605280421256074,-0.18244857221211408,-0.38654022841073954,-0.16682540327065953
2024-03-31,0.1666790962440583,0.29618356051335093,0.3927555840394992,0.2929720670966727,-0.12950446426929263,-0.22607648779544087,-0.12629297085261437
