,Weight
XBI,0.1175593149680866
SGOV,0.10681204591636087
EIS,0.08054875909467714
EWY,0.07855137521576733
OIH,0.07656707919140839
MLPA,0.06269917664763498
SPYD,0.06188882298435918
AVUV,0.06188882298435918
EWT,0.056159879015706494
GLDM,0.05380926840522941
IXC,0.050513424335348646
SMH,0.050513424335348646
LIT,0.039846425981281505
THD,0.034214060308143834
KIE,0.034214060308143834
XOP,0.034214060308143834
