Date,StartWindow,SignalBreadth,CashWeight,BreadthCashWeight,VolCashWeight,ActiveSleeveVol,RiskWeight,EligibleAssets,EligibleCount
2021-10-29,2021-01-01,0.8082627118644068,0.0,0.0,0.0,0.12712555918503984,1.0,"LIT,QCLN,XOP,CIBR,KCE,BLOK,XLY,EIDO,ICLN,JMOM,KSA,EPOL,EIS,SMIN,BBCA",15
2021-11-30,2021-01-01,0.5063559322033898,0.23940677966101698,0.23940677966101698,0.0,0.11072881524137856,0.760593220338983,"SMH,LIT,UAE,XLY,QCLN,TMFC,VGLT,SCHP,XHB,EIDO,BLOK",11
2021-12-31,2021-01-01,0.7447033898305084,0.0,0.0,0.0,0.11260189059400341,1.0,"XHB,SMH,XLP,VNQ,XLV,FTCS,XLU,XLB,EWL,EIS,XLY,DIV,EWW,UAE,EWT",15
2022-01-31,2021-01-01,0.44385593220338987,0.34357344632768355,0.34357344632768355,0.0,0.10794481799075922,0.6564265536723164,"XLE,UAE,KSA,MLPA,SPYD,XLP,GNR,FNDE,EZA,BKLN,THD,XLU,DIVO",13
2022-02-28,2021-01-01,0.15783898305084745,0.5,0.5,0.0,0.1091733705757954,0.5,"XLE,XME,PICK,KSA,EZA,UAE,EIDO,GDX,GLDM,THD,EWW,EWM,XAR,SLV,SPYD",15
2022-03-31,2021-01-01,0.5540254237288136,0.15995762711864403,0.15995762711864403,0.0,0.13476315615836834,0.840042372881356,"OIH,XOP,XME,UAE,GDX,PICK,GNR,ECH,XLU,EWW,EZA,KSA,MLPA,EWA,EIDO",15
2022-04-29,2021-01-01,0.0826271186440678,0.5,0.5,0.0,0.15488941414554802,0.5,"UAE,KSA,XLE,XME,EIDO,MLPA,XLP,TUR,XOP,IXC",10
2022-05-31,2021-01-01,0.1292372881355932,0.5,0.5,0.1823530490826698,0.2201439139448332,0.5,"XOP,ECH,XLU,SPYD,EWW,EWP,EIDO,XLE,IXC,MLPA",10
2022-06-30,2021-01-01,0.0211864406779661,0.5,0.5,0.0,0.1631307400933036,0.5,"MCHI,EWH,IXC,VGIT,TUR,GLDM,XLE,SUSB,GOVT,MLPA",10
2022-07-29,2021-01-01,0.28919491525423724,0.5,0.5,0.3318103428915111,0.2693845947555198,0.5,"ICLN,XLE,XLU,ECH,PHO,DIV,XLV,AVUV,MLPA,IXC",10
2022-08-31,2021-01-01,0.08898305084745763,0.5,0.5,0.20456289506239456,0.2262906757588575,0.5,"TUR,TAN,XLU,SMIN,XOP,ICLN,QCLN,INDA,MLPA,XLE",10
