Benchmark,RollingPeriods,Average12MExcess,Median12MExcess,Worst12MExcess,Worst12MExcessMonth,Best12MExcess,Best12MExcessMonth,Latest12MExcess,HitRate12M
SPY,46,-0.006594845818898393,-0.02345387539121835,-0.1872248519663886,2023-12-31,0.2984628650619048,2026-02-28,0.14482481178908313,0.43478260869565216
QQQ,46,-0.054549694313610904,-0.06499670542733971,-0.47402296881002304,2023-12-31,0.2669720339073479,2022-12-31,0.11625581350216652,0.3695652173913043
VTI,46,-0.0005081826292303775,-0.019724120955199265,-0.1859368519397968,2023-12-31,0.29605122941374695,2026-02-28,0.14157673500838297,0.43478260869565216
