Ticker,Overlay,ActionType,WeightBefore,WeightAfter,WeightReleased,WeightRedistributedToEligible,WeightFreedToSGOV,Reason,Date,StartWindow,AboveSMA126,Mom63,Mom126
FTCS,StalePosition,SoftTargetTrim,0.0232242955623807,0.01161214778119035,0.01161214778119035,0.01161214778119035,0.0,Ineligible but long-term trend not hard-broken: target a 50% reduction before turnover control,2022-02-02,2021-01-01,,,
INDA,StalePosition,SoftTargetTrim,0.09044103599347722,0.04522051799673861,0.04522051799673861,0.04522051799673861,0.0,Ineligible but long-term trend not hard-broken: target a 50% reduction before turnover control,2022-02-02,2021-01-01,,,
SMIN,StalePosition,SoftTargetTrim,0.09044103599347722,0.04522051799673861,0.04522051799673861,0.04522051799673861,0.0,Ineligible but long-term trend not hard-broken: target a 50% reduction before turnover control,2022-02-02,2021-01-01,,,
XLV,StalePosition,SoftTargetTrim,0.03157894736842104,0.01578947368421052,0.01578947368421052,0.01578947368421052,0.0,Ineligible but long-term trend not hard-broken: target a 50% reduction before turnover control,2022-02-02,2021-01-01,,,
XOP,StalePosition,SoftTargetTrim,0.09044103599347722,0.04522051799673861,0.04522051799673861,0.04522051799673861,0.0,Ineligible but long-term trend not hard-broken: target a 50% reduction before turnover control,2022-02-02,2021-01-01,,,
XYLD,StalePosition,SoftTargetTrim,0.02911150532421483,0.014555752662107416,0.014555752662107416,0.014555752662107416,0.0,Ineligible but long-term trend not hard-broken: target a 50% reduction before turnover control,2022-02-02,2021-01-01,,,
CIBR,StalePosition,HardExit,0.013760544942918475,0.0,0.013760544942918475,0.0,0.013760544942918475,Ineligible and below SMA126 -> hard exit after turnover cap,2022-02-02,2021-01-01,False,-0.11875509711615007,-0.032002156474019605
EWL,StalePosition,HardExit,0.020304077012041906,0.0,0.020304077012041906,0.0,0.020304077012041906,Ineligible and below SMA126 -> hard exit after turnover cap,2022-02-02,2021-01-01,False,-0.021513829683972974,-0.010678213609057075
JMOM,StalePosition,HardExit,0.05820883328557045,0.0,0.05820883328557045,0.0,0.05820883328557045,Ineligible and below SMA126 -> hard exit after turnover cap,2022-02-02,2021-01-01,False,-0.08366604235786712,-0.01859133164535054
KCE,StalePosition,HardExit,0.05820883328557045,0.0,0.05820883328557045,0.0,0.05820883328557045,Ineligible and below SMA126 -> hard exit after turnover cap,2022-02-02,2021-01-01,False,-0.1207635956291856,-0.0004175122721201685
VNQ,StalePosition,HardExit,0.020324553589089765,0.0,0.020324553589089765,0.0,0.020324553589089765,Ineligible and below SMA126 -> hard exit after turnover cap,2022-02-02,2021-01-01,False,-0.020393774915368756,0.016695287521319546
XLY,StalePosition,HardExit,0.020086251872663274,0.0,0.020086251872663274,0.0,0.020086251872663274,Ineligible and below SMA126 -> hard exit after turnover cap,2022-02-02,2021-01-01,False,-0.10565369115169909,0.017910143579173976
XLP,StalePosition,SoftTargetTrim,0.04482369884947788,0.02241184942473894,0.02241184942473894,0.02241184942473894,0.0,Ineligible but long-term trend not hard-broken: target a 50% reduction before turnover control,2022-03-02,2021-01-01,,,
XLU,StalePosition,SoftTargetTrim,0.023180858305308815,0.011590429152654408,0.011590429152654408,0.011590429152654408,0.0,Ineligible but long-term trend not hard-broken: target a 50% reduction before turnover control,2022-03-02,2021-01-01,,,
XOP,StalePosition,SoftTargetTrim,0.07816063755577811,0.039080318777889055,0.039080318777889055,0.039080318777889055,0.0,Ineligible but long-term trend not hard-broken: target a 50% reduction before turnover control,2022-03-02,2021-01-01,,,
BKLN,StalePosition,HardExit,0.013160005208372093,0.0,0.013160005208372093,0.0,0.013160005208372093,Ineligible and below SMA126 -> hard exit after turnover cap,2022-03-02,2021-01-01,False,0.0036671309509606065,-0.004137480285871908
EIS,StalePosition,HardExit,0.0494303768179086,0.0,0.0494303768179086,0.0,0.0494303768179086,Ineligible and below SMA126 -> hard exit after turnover cap,2022-03-02,2021-01-01,False,-0.009082401038377763,0.02315115481674379
INDA,StalePosition,HardExit,0.043862829829453526,0.0,0.043862829829453526,0.0,0.043862829829453526,Ineligible and below SMA126 -> hard exit after turnover cap,2022-03-02,2021-01-01,False,-0.0323413548663577,-0.0576861261487136
SMIN,StalePosition,HardExit,0.043862829829453526,0.0,0.043862829829453526,0.0,0.043862829829453526,Ineligible and below SMA126 -> hard exit after turnover cap,2022-03-02,2021-01-01,False,-0.06236336562875722,-0.0580454204642874
TDIV,StalePosition,HardExit,0.013160005208372091,0.0,0.013160005208372091,0.0,0.013160005208372091,Ineligible and below SMA126 -> hard exit after turnover cap,2022-03-02,2021-01-01,False,-0.009525463805645229,0.0018073608037123545
XLV,StalePosition,HardExit,0.015315414948522045,0.0,0.015315414948522045,0.0,0.015315414948522045,Ineligible and below SMA126 -> hard exit after turnover cap,2022-03-02,2021-01-01,False,0.016943309648240534,-0.022859766545400895
XYLD,StalePosition,HardExit,0.014118734820854541,0.0,0.014118734820854541,0.0,0.014118734820854541,Ineligible and below SMA126 -> hard exit after turnover cap,2022-03-02,2021-01-01,False,0.016440908153048106,0.015510317894431358
GNR,StalePosition,SoftTargetTrim,0.023070705810480714,0.011535352905240357,0.011535352905240357,0.011535352905240357,0.0,Ineligible but long-term trend not hard-broken: target a 50% reduction before turnover control,2022-04-01,2021-01-01,,,
XLP,StalePosition,SoftTargetTrim,0.03590793851877633,0.017953969259388164,0.017953969259388164,0.017953969259388164,0.0,Ineligible but long-term trend not hard-broken: target a 50% reduction before turnover control,2022-04-01,2021-01-01,,,
XOP,StalePosition,SoftTargetTrim,0.0626139171906812,0.0313069585953406,0.0313069585953406,0.0313069585953406,0.0,Ineligible but long-term trend not hard-broken: target a 50% reduction before turnover control,2022-04-01,2021-01-01,,,
SPYD,StalePosition,SoftTargetTrim,0.03329224955046198,0.01664612477523099,0.01664612477523099,0.01664612477523099,0.0,Ineligible but long-term trend not hard-broken: target a 50% reduction before turnover control,2022-05-02,2021-01-01,,,
XLP,StalePosition,SoftTargetTrim,0.032344277430377474,0.016172138715188737,0.016172138715188737,0.016172138715188737,0.0,Ineligible but long-term trend not hard-broken: target a 50% reduction before turnover control,2022-05-02,2021-01-01,,,
XLU,StalePosition,SoftTargetTrim,0.03329224955046198,0.01664612477523099,0.01664612477523099,0.01664612477523099,0.0,Ineligible but long-term trend not hard-broken: target a 50% reduction before turnover control,2022-05-02,2021-01-01,,,
KSA,StalePosition,SoftTargetTrim,0.05687769373466831,0.028438846867334156,0.028438846867334156,0.028438846867334156,0.0,Ineligible but long-term trend not hard-broken: target a 50% reduction before turnover control,2022-06-02,2021-01-01,,,
OIH,StalePosition,SoftTargetTrim,0.04703400459055077,0.023517002295275386,0.023517002295275386,0.023517002295275386,0.0,Ineligible but long-term trend not hard-broken: target a 50% reduction before turnover control,2022-06-02,2021-01-01,,,
IXC,StalePosition,SoftTargetTrim,0.06,0.03,0.03,0.03,0.0,Ineligible but long-term trend not hard-broken: target a 50% reduction before turnover control,2022-08-02,2021-01-01,,,
OIH,StalePosition,HardExit,0.0035110613825973663,0.0,0.0035110613825973663,0.0,0.0035110613825973663,Ineligible and below SMA126 -> hard exit after turnover cap,2022-08-02,2021-01-01,False,-0.12248816301750265,0.012034370307378639
SUSB,StalePosition,HardExit,0.003558525291399918,0.0,0.003558525291399918,0.0,0.003558525291399918,Ineligible and below SMA126 -> hard exit after turnover cap,2022-08-02,2021-01-01,False,0.006488265182853725,-0.0350887997333621
TUR,StalePosition,HardExit,0.002684332741000682,0.0,0.002684332741000682,0.0,0.002684332741000682,Ineligible and below SMA126 -> hard exit after turnover cap,2022-08-02,2021-01-01,False,-0.09208666352364536,-0.017317301478466662
IXC,StalePosition,SoftTargetTrim,0.03177926264569996,0.01588963132284998,0.01588963132284998,0.01588963132284998,0.0,Ineligible but long-term trend not hard-broken: target a 50% reduction before turnover control,2022-09-02,2021-01-01,,,
XLE,StalePosition,SoftTargetTrim,0.05308631021713493,0.026543155108567466,0.026543155108567466,0.026543155108567466,0.0,Ineligible but long-term trend not hard-broken: target a 50% reduction before turnover control,2022-09-02,2021-01-01,,,
XOP,StalePosition,SoftTargetTrim,0.056613511517484,0.028306755758742,0.028306755758742,0.028306755758742,0.0,Ineligible but long-term trend not hard-broken: target a 50% reduction before turnover control,2022-09-02,2021-01-01,,,
DIV,StalePosition,HardExit,0.0008037398699496517,0.0,0.0008037398699496517,0.0,0.0008037398699496517,Ineligible and below SMA126 -> hard exit after turnover cap,2022-09-02,2021-01-01,False,-0.048563695812998464,-0.014273791999471985
XLV,StalePosition,HardExit,0.0008037398699496517,0.0,0.0008037398699496517,0.0,0.0008037398699496517,Ineligible and below SMA126 -> hard exit after turnover cap,2022-09-02,2021-01-01,False,-0.033290007757743934,-0.03303007998244156
ECH,StalePosition,HardExit,0.01323277788979333,0.0,0.01323277788979333,0.0,0.01323277788979333,Ineligible and below SMA126 -> hard exit after turnover cap,2022-09-30,2021-01-01,False,0.020408157550031447,-0.1559366147068163
ICLN,StalePosition,HardExit,0.013230295944833784,0.0,0.013230295944833784,0.0,0.013230295944833784,Ineligible and below SMA126 -> hard exit after turnover cap,2022-09-30,2021-01-01,False,0.0026260018469213,-0.11180403201439448
XLU,StalePosition,HardExit,0.013244135740084144,0.0,0.013244135740084144,0.0,0.013244135740084144,Ineligible and below SMA126 -> hard exit after turnover cap,2022-09-30,2021-01-01,False,-0.049658302176090685,-0.11945027497855976
BKLN,StalePosition,HardExit,0.01266624229413061,0.0,0.01266624229413061,0.0,0.01266624229413061,Ineligible and Mom63/Mom126 both negative -> hard exit after turnover cap,2022-11-02,2021-01-01,True,-0.014964998414152997,-0.015220189297615816
EIDO,StalePosition,HardExit,0.01266624229413061,0.0,0.01266624229413061,0.0,0.01266624229413061,Ineligible and below SMA126 -> hard exit after turnover cap,2022-11-02,2021-01-01,False,-0.01278776383724245,-0.06824847158217251
INDA,StalePosition,HardExit,0.007876271166118845,0.0,0.007876271166118845,0.0,0.007876271166118845,Ineligible and Mom63/Mom126 both negative -> hard exit after turnover cap,2022-11-02,2021-01-01,True,-0.02078963474015949,-0.016424225131419834
SUSB,StalePosition,HardExit,0.012666242294130617,0.0,0.012666242294130617,0.0,0.012666242294130617,Ineligible and below SMA126 -> hard exit after turnover cap,2022-11-02,2021-01-01,False,-0.031183590636971847,-0.02811178443786111
TAN,StalePosition,HardExit,0.016345183347351536,0.0,0.016345183347351536,0.0,0.016345183347351536,Ineligible and below SMA126 -> hard exit after turnover cap,2022-11-02,2021-01-01,False,-0.1750618297215938,0.03692174746604859
IXC,StalePosition,SoftTargetTrim,0.04402139728584215,0.022010698642921076,0.022010698642921076,0.022010698642921076,0.0,Ineligible but long-term trend not hard-broken: target a 50% reduction before turnover control,2022-12-02,2021-01-01,,,
OIH,StalePosition,SoftTargetTrim,0.044021397285842145,0.022010698642921073,0.022010698642921073,0.022010698642921073,0.0,Ineligible but long-term trend not hard-broken: target a 50% reduction before turnover control,2022-12-02,2021-01-01,,,
TUR,StalePosition,SoftTargetTrim,0.060581312731903786,0.030290656365951893,0.030290656365951893,0.030290656365951893,0.0,Ineligible but long-term trend not hard-broken: target a 50% reduction before turnover control,2022-12-02,2021-01-01,,,
XOP,StalePosition,SoftTargetTrim,0.058973722532666285,0.029486861266333143,0.029486861266333143,0.029486861266333143,0.0,Ineligible but long-term trend not hard-broken: target a 50% reduction before turnover control,2022-12-02,2021-01-01,,,
EWW,StalePosition,SoftTargetTrim,0.06101602987650501,0.030508014938252503,0.030508014938252503,0.030508014938252503,0.0,Ineligible but long-term trend not hard-broken: target a 50% reduction before turnover control,2022-12-30,2021-01-01,,,
FEZ,StalePosition,SoftTargetTrim,0.03458523324866398,0.01729261662433199,0.01729261662433199,0.01729261662433199,0.0,Ineligible but long-term trend not hard-broken: target a 50% reduction before turnover control,2022-12-30,2021-01-01,,,
IBB,StalePosition,SoftTargetTrim,0.03458523324866398,0.01729261662433199,0.01729261662433199,0.01729261662433199,0.0,Ineligible but long-term trend not hard-broken: target a 50% reduction before turnover control,2022-12-30,2021-01-01,,,
IXC,StalePosition,SoftTargetTrim,0.03551551626659656,0.01775775813329828,0.01775775813329828,0.01775775813329828,0.0,Ineligible but long-term trend not hard-broken: target a 50% reduction before turnover control,2022-12-30,2021-01-01,,,
KIE,StalePosition,SoftTargetTrim,0.06101602987650501,0.030508014938252503,0.030508014938252503,0.030508014938252503,0.0,Ineligible but long-term trend not hard-broken: target a 50% reduction before turnover control,2022-12-30,2021-01-01,,,
MLPA,StalePosition,SoftTargetTrim,0.07088647342941293,0.035443236714706464,0.035443236714706464,0.035443236714706464,0.0,Ineligible but long-term trend not hard-broken: target a 50% reduction before turnover control,2022-12-30,2021-01-01,,,
XLE,StalePosition,SoftTargetTrim,0.06991496109415896,0.03495748054707948,0.03495748054707948,0.03495748054707948,0.0,Ineligible but long-term trend not hard-broken: target a 50% reduction before turnover control,2022-12-30,2021-01-01,,,
INDA,StalePosition,HardExit,0.023547978717466434,0.0,0.023547978717466434,0.0,0.023547978717466434,Ineligible and below SMA126 -> hard exit after turnover cap,2022-12-30,2021-01-01,False,0.01879426973124887,0.05697645457243827
TAN,StalePosition,HardExit,0.022444551986587676,0.0,0.022444551986587676,0.0,0.022444551986587676,Ineligible and below SMA126 -> hard exit after turnover cap,2022-12-30,2021-01-01,False,-0.0322410144762566,0.018430681649659997
XOP,StalePosition,HardExit,0.032394835316473906,0.0,0.032394835316473906,0.0,0.032394835316473906,Ineligible and below SMA126 -> hard exit after turnover cap,2022-12-30,2021-01-01,False,0.030745894789820705,0.20727329808356876
FEZ,StalePosition,SoftTargetTrim,0.029348536699451245,0.014674268349725622,0.014674268349725622,0.014674268349725622,0.0,Ineligible but long-term trend not hard-broken: target a 50% reduction before turnover control,2023-02-02,2021-01-01,,,
IBB,StalePosition,SoftTargetTrim,0.029348536699451245,0.014674268349725622,0.014674268349725622,0.014674268349725622,0.0,Ineligible but long-term trend not hard-broken: target a 50% reduction before turnover control,2023-02-02,2021-01-01,,,
IXC,StalePosition,SoftTargetTrim,0.030137961628188003,0.015068980814094001,0.015068980814094001,0.015068980814094001,0.0,Ineligible but long-term trend not hard-broken: target a 50% reduction before turnover control,2023-02-02,2021-01-01,,,
MLPA,StalePosition,SoftTargetTrim,0.06015325245834989,0.030076626229174945,0.030076626229174945,0.030076626229174945,0.0,Ineligible but long-term trend not hard-broken: target a 50% reduction before turnover control,2023-02-02,2021-01-01,,,
SHYG,StalePosition,SoftTargetTrim,0.027495966853368296,0.013747983426684148,0.013747983426684148,0.013747983426684148,0.0,Ineligible but long-term trend not hard-broken: target a 50% reduction before turnover control,2023-02-02,2021-01-01,,,
TUR,StalePosition,SoftTargetTrim,0.061096645035355265,0.030548322517677633,0.030548322517677633,0.030548322517677633,0.0,Ineligible but long-term trend not hard-broken: target a 50% reduction before turnover control,2023-02-02,2021-01-01,,,
XLE,StalePosition,SoftTargetTrim,0.0593288409177317,0.02966442045886585,0.02966442045886585,0.02966442045886585,0.0,Ineligible but long-term trend not hard-broken: target a 50% reduction before turnover control,2023-02-02,2021-01-01,,,
XLI,StalePosition,SoftTargetTrim,0.027495966853368296,0.013747983426684148,0.013747983426684148,0.013747983426684148,0.0,Ineligible but long-term trend not hard-broken: target a 50% reduction before turnover control,2023-02-02,2021-01-01,,,
EBND,StalePosition,SoftTargetTrim,0.0538172907617105,0.02690864538085525,0.02690864538085525,0.02690864538085525,0.0,Ineligible but long-term trend not hard-broken: target a 50% reduction before turnover control,2023-03-02,2021-01-01,,,
ECH,StalePosition,SoftTargetTrim,0.053659771224799355,0.026829885612399677,0.026829885612399677,0.026829885612399677,0.0,Ineligible but long-term trend not hard-broken: target a 50% reduction before turnover control,2023-03-02,2021-01-01,,,
EWH,StalePosition,SoftTargetTrim,0.03340212716878629,0.016701063584393144,0.016701063584393144,0.016701063584393144,0.0,Ineligible but long-term trend not hard-broken: target a 50% reduction before turnover control,2023-03-02,2021-01-01,,,
FEZ,StalePosition,SoftTargetTrim,0.026926297325532606,0.013463148662766303,0.013463148662766303,0.013463148662766303,0.0,Ineligible but long-term trend not hard-broken: target a 50% reduction before turnover control,2023-03-02,2021-01-01,,,
IXC,StalePosition,SoftTargetTrim,0.02765056820026248,0.01382528410013124,0.01382528410013124,0.01382528410013124,0.0,Ineligible but long-term trend not hard-broken: target a 50% reduction before turnover control,2023-03-02,2021-01-01,,,
THD,StalePosition,SoftTargetTrim,0.05406110190892793,0.027030550954463967,0.027030550954463967,0.027030550954463967,0.0,Ineligible but long-term trend not hard-broken: target a 50% reduction before turnover control,2023-03-02,2021-01-01,,,
TUR,StalePosition,SoftTargetTrim,0.05605412108486013,0.028027060542430066,0.028027060542430066,0.028027060542430066,0.0,Ineligible but long-term trend not hard-broken: target a 50% reduction before turnover control,2023-03-02,2021-01-01,,,
XLE,StalePosition,SoftTargetTrim,0.05443222014404345,0.027216110072021724,0.027216110072021724,0.027216110072021724,0.0,Ineligible but long-term trend not hard-broken: target a 50% reduction before turnover control,2023-03-02,2021-01-01,,,
IBB,StalePosition,HardExit,0.016479405957313953,0.0,0.016479405957313953,0.0,0.016479405957313953,Ineligible and below SMA126 -> hard exit after turnover cap,2023-03-02,2021-01-01,False,-0.05913145583615809,0.05906562539577087
BKLN,StalePosition,SoftTargetTrim,0.03964411842982687,0.019822059214913434,0.019822059214913434,0.019822059214913434,0.0,Ineligible but long-term trend not hard-broken: target a 50% reduction before turnover control,2023-03-31,2021-01-01,,,
EBND,StalePosition,SoftTargetTrim,0.04504391669048176,0.02252195834524088,0.02252195834524088,0.02252195834524088,0.0,Ineligible but long-term trend not hard-broken: target a 50% reduction before turnover control,2023-03-31,2021-01-01,,,
ECH,StalePosition,SoftTargetTrim,0.04491207622067503,0.022456038110337515,0.022456038110337515,0.022456038110337515,0.0,Ineligible but long-term trend not hard-broken: target a 50% reduction before turnover control,2023-03-31,2021-01-01,,,
EWH,StalePosition,SoftTargetTrim,0.027956863160160064,0.013978431580080032,0.013978431580080032,0.013978431580080032,0.0,Ineligible but long-term trend not hard-broken: target a 50% reduction before turnover control,2023-03-31,2021-01-01,,,
EWI,StalePosition,SoftTargetTrim,0.06087231944789082,0.03043615972394541,0.03043615972394541,0.03043615972394541,0.0,Ineligible but long-term trend not hard-broken: target a 50% reduction before turnover control,2023-03-31,2021-01-01,,,
MLPA,StalePosition,SoftTargetTrim,0.07204715820065866,0.03602357910032933,0.03602357910032933,0.03602357910032933,0.0,Ineligible but long-term trend not hard-broken: target a 50% reduction before turnover control,2023-03-31,2021-01-01,,,
THD,StalePosition,SoftTargetTrim,0.04524798138508148,0.02262399069254074,0.02262399069254074,0.02262399069254074,0.0,Ineligible but long-term trend not hard-broken: target a 50% reduction before turnover control,2023-03-31,2021-01-01,,,
TUR,StalePosition,SoftTargetTrim,0.046916095637073774,0.023458047818536887,0.023458047818536887,0.023458047818536887,0.0,Ineligible but long-term trend not hard-broken: target a 50% reduction before turnover control,2023-03-31,2021-01-01,,,
XAR,StalePosition,SoftTargetTrim,0.03964411842982687,0.019822059214913434,0.019822059214913434,0.019822059214913434,0.0,Ineligible but long-term trend not hard-broken: target a 50% reduction before turnover control,2023-03-31,2021-01-01,,,
IXC,StalePosition,HardExit,0.015945474526252553,0.0,0.015945474526252553,0.0,0.015945474526252553,Ineligible and below SMA126 -> hard exit after turnover cap,2023-03-31,2021-01-01,False,-0.03154652749227349,0.16588027734508937
KIE,StalePosition,HardExit,0.0589758355456613,0.0,0.0589758355456613,0.0,0.0589758355456613,Ineligible and below SMA126 -> hard exit after turnover cap,2023-03-31,2021-01-01,False,-0.03547874587583599,0.09941193348834698
OIH,StalePosition,HardExit,0.04439387972623232,0.0,0.04439387972623232,0.0,0.04439387972623232,Ineligible and below SMA126 -> hard exit after turnover cap,2023-03-31,2021-01-01,False,-0.08853823386042914,0.3254988330404376
XLE,StalePosition,HardExit,0.031389864158595356,0.0,0.031389864158595356,0.0,0.031389864158595356,Ineligible and below SMA126 -> hard exit after turnover cap,2023-03-31,2021-01-01,False,-0.043163773437757125,0.174069377562186
BBJP,StalePosition,SoftTargetTrim,0.03141503945539147,0.015707519727695737,0.015707519727695737,0.015707519727695737,0.0,Ineligible but long-term trend not hard-broken: target a 50% reduction before turnover control,2023-05-02,2021-01-01,,,
EBND,StalePosition,SoftTargetTrim,0.040591278130538457,0.020295639065269228,0.020295639065269228,0.020295639065269228,0.0,Ineligible but long-term trend not hard-broken: target a 50% reduction before turnover control,2023-05-02,2021-01-01,,,
ECH,StalePosition,SoftTargetTrim,0.04047247022989432,0.02023623511494716,0.02023623511494716,0.02023623511494716,0.0,Ineligible but long-term trend not hard-broken: target a 50% reduction before turnover control,2023-05-02,2021-01-01,,,
EWI,StalePosition,SoftTargetTrim,0.05485502662077441,0.027427513310387206,0.027427513310387206,0.027427513310387206,0.0,Ineligible but long-term trend not hard-broken: target a 50% reduction before turnover control,2023-05-02,2021-01-01,,,
GLDM,StalePosition,SoftTargetTrim,0.03141503945539147,0.015707519727695737,0.015707519727695737,0.015707519727695737,0.0,Ineligible but long-term trend not hard-broken: target a 50% reduction before turnover control,2023-05-02,2021-01-01,,,
SMH,StalePosition,SoftTargetTrim,0.03141503945539147,0.015707519727695737,0.015707519727695737,0.015707519727695737,0.0,Ineligible but long-term trend not hard-broken: target a 50% reduction before turnover control,2023-05-02,2021-01-01,,,
XAR,StalePosition,SoftTargetTrim,0.03572525560960266,0.01786262780480133,0.01786262780480133,0.01786262780480133,0.0,Ineligible but long-term trend not hard-broken: target a 50% reduction before turnover control,2023-05-02,2021-01-01,,,
XHB,StalePosition,SoftTargetTrim,0.07565680674160431,0.037828403370802156,0.037828403370802156,0.037828403370802156,0.0,Ineligible but long-term trend not hard-broken: target a 50% reduction before turnover control,2023-05-02,2021-01-01,,,
XLI,StalePosition,SoftTargetTrim,0.03141503945539147,0.015707519727695737,0.015707519727695737,0.015707519727695737,0.0,Ineligible but long-term trend not hard-broken: target a 50% reduction before turnover control,2023-05-02,2021-01-01,,,
MLPA,StalePosition,HardExit,0.04501049340674576,0.0,0.04501049340674576,0.0,0.04501049340674576,Ineligible and below SMA126 -> hard exit after turnover cap,2023-05-02,2021-01-01,False,-0.02162359773573108,-0.015383221448383555
THD,StalePosition,HardExit,0.028268068008033463,0.0,0.028268068008033463,0.0,0.028268068008033463,Ineligible and below SMA126 -> hard exit after turnover cap,2023-05-02,2021-01-01,False,-0.12128745245904116,0.07184491248228109
TUR,StalePosition,HardExit,0.02931019995905206,0.0,0.02931019995905206,0.0,0.02931019995905206,Ineligible and below SMA126 -> hard exit after turnover cap,2023-05-02,2021-01-01,False,-0.0546703698097577,0.11847146883615767
BKLN,StalePosition,SoftTargetTrim,0.058400635196132984,0.029200317598066492,0.029200317598066492,0.029200317598066492,0.0,Ineligible but long-term trend not hard-broken: target a 50% reduction before turnover control,2023-06-02,2021-01-01,,,
EBND,StalePosition,SoftTargetTrim,0.03668341868605633,0.018341709343028166,0.018341709343028166,0.018341709343028166,0.0,Ineligible but long-term trend not hard-broken: target a 50% reduction before turnover control,2023-06-02,2021-01-01,,,
ECH,StalePosition,SoftTargetTrim,0.0365760488232862,0.0182880244116431,0.0182880244116431,0.0182880244116431,0.0,Ineligible but long-term trend not hard-broken: target a 50% reduction before turnover control,2023-06-02,2021-01-01,,,
EWI,StalePosition,SoftTargetTrim,0.04957394793268956,0.02478697396634478,0.02478697396634478,0.02478697396634478,0.0,Ineligible but long-term trend not hard-broken: target a 50% reduction before turnover control,2023-06-02,2021-01-01,,,
FEZ,StalePosition,SoftTargetTrim,0.05521099942228102,0.02760549971114051,0.02760549971114051,0.02760549971114051,0.0,Ineligible but long-term trend not hard-broken: target a 50% reduction before turnover control,2023-06-02,2021-01-01,,,
GDX,StalePosition,SoftTargetTrim,0.03196331761263742,0.01598165880631871,0.01598165880631871,0.01598165880631871,0.0,Ineligible but long-term trend not hard-broken: target a 50% reduction before turnover control,2023-06-02,2021-01-01,,,
GLDM,StalePosition,SoftTargetTrim,0.0283906075013218,0.0141953037506609,0.0141953037506609,0.0141953037506609,0.0,Ineligible but long-term trend not hard-broken: target a 50% reduction before turnover control,2023-06-02,2021-01-01,,,
SLV,StalePosition,SoftTargetTrim,0.03196331761263742,0.01598165880631871,0.01598165880631871,0.01598165880631871,0.0,Ineligible but long-term trend not hard-broken: target a 50% reduction before turnover control,2023-06-02,2021-01-01,,,
SUSB,StalePosition,SoftTargetTrim,0.03196331761263742,0.01598165880631871,0.01598165880631871,0.01598165880631871,0.0,Ineligible but long-term trend not hard-broken: target a 50% reduction before turnover control,2023-06-02,2021-01-01,,,
XAR,StalePosition,SoftTargetTrim,0.03228586458841946,0.01614293229420973,0.01614293229420973,0.01614293229420973,0.0,Ineligible but long-term trend not hard-broken: target a 50% reduction before turnover control,2023-06-02,2021-01-01,,,
BBJP,StalePosition,SoftTargetTrim,0.05783816265098265,0.028919081325491324,0.028919081325491324,0.028919081325491324,0.0,Ineligible but long-term trend not hard-broken: target a 50% reduction before turnover control,2023-06-30,2021-01-01,,,
