Date,StartWindow,Ticker,AllocationBucket,PlainEnglishExplanation,Score,RankInScoreTable,EligibleAfterFiltersAndCorrelation,AboveSMA50,AboveSMA126,PositiveMom63,PositiveMom126,Mom21,Mom126Skip21,Mom63,Mom126,RS63VsSPY,RS126VsSPY,Vol63Ann,DownsideVol63Ann,OptimizerUsed,OptimizerFallbackReason,OptimizerRawWeight,OptimizerWeightAfterCap,ScoreRankPct,CenteredScoreRank,ScoreTiltMultiplier,ScoreTiltPreCapWeight,RiskWeightAfterScoreTilt,CashWeight,SignalBreadth,BreadthCashWeight,VolCashWeight,ActiveSleeveVol,RiskWeightBeforeCashScaling,CashScaledTargetWeight,PreviousFinalWeight,WeightBeforeTurnoverCap,WeightAfterTurnoverCapBeforePrune,WeightAfterPruningFinal,FinalWeight,FinalWeightPct,WeightChangeFromPrevious,TurnoverContributionOneWay,TurnoverBeforePrune,TurnoverAfterPrune,PrunedOrReducedByCleanup,TradeableDisplayCandidate,InFinalPortfolio
2026-09-02,2021-01-01,SGOV,Cash / risk control,SGOV is the SGOV/cash sleeve. It receives the cash allocation created by breadth and volatility risk controls.,,,False,,,,,,,,,,,,,,,0.0,0.0,,,,0.0,0.0,0.0,0.8294491525423728,0.0,0.0,0.1118114577266168,0.0,0.0,0.3038747780371942,0.0,0.1912509693908459,0.21121120061827162,0.21121120061827162,21.121120061827163,-0.09266357741892259,0.046331788709461294,0.2,0.22288169916644957,False,True,True
2026-09-02,2021-01-01,XBI,Selected and allocated,"XBI passed the latest signal filters, survived the correlation filter, was sized by Classic CVaR, adjusted by the score tilt, then scaled by the cash sleeve and turnover/pruning rules.",27.909394859320855,2.0,True,True,True,True,True,0.1190919151784271,0.2361597507873423,0.2846675261090601,0.383376382975094,0.2728878142061133,0.2559890439772792,0.29841179496247056,0.17553728538212346,Classic_CVaR_Sharpe,,0.11999999965626841,0.12,1.0,0.4666666666666667,1.1633333333333333,0.13873329286138053,0.12,0.0,0.8294491525423728,0.0,0.0,0.1118114577266168,0.12,0.12000000000000001,0.07552100334376904,0.12000000000000001,0.0832746276756185,0.09196572518522772,0.09196572518522772,9.196572518522771,0.016444721841458676,0.008222360920729338,0.2,0.22288169916644957,False,True,True
2026-09-02,2021-01-01,EWT,Selected and allocated,"EWT passed the latest signal filters, survived the correlation filter, was sized by Classic CVaR, adjusted by the score tilt, then scaled by the cash sleeve and turnover/pruning rules.",26.31051109785898,4.0,True,True,True,True,True,0.07634820254009522,0.44460219806752965,0.03512632542386385,0.5548949792754561,0.023346613520917048,0.4275076402776412,0.41367762336640557,0.30122613768340306,Classic_CVaR_Sharpe,,0.11999999985006606,0.12,0.8666666666666667,0.33333333333333337,1.1166666666666667,0.13316806048298704,0.12,0.0,0.8294491525423728,0.0,0.0,0.1118114577266168,0.12,0.12000000000000001,0.061763490986928904,0.12000000000000001,0.07461600325259986,0.08240342876438672,0.08240342876438672,8.240342876438673,0.020639937777457817,0.010319968888728909,0.2,0.22288169916644957,False,True,True
2026-09-02,2021-01-01,AVUV,Selected and allocated,"AVUV passed the latest signal filters, survived the correlation filter, was sized by Classic CVaR, adjusted by the score tilt, then scaled by the cash sleeve and turnover/pruning rules.",15.293055749717322,17.0,True,True,True,True,True,-0.0070521291259108,0.15286189015945362,0.04411110234109117,0.14473175924570758,0.03233139043814437,0.017344420247892733,0.116399264067436,0.07329541338484068,Classic_CVaR_Sharpe,,0.11999999959520818,0.12,0.06666666666666667,-0.4666666666666667,0.8366666666666667,0.09977666621262611,0.11643120938998013,0.0,0.8294491525423728,0.0,0.0,0.1118114577266168,0.11643120938998013,0.11643120938998014,0.05514333105233058,0.11643120938998014,0.06938643149277066,0.07662806389365681,0.07662806389365681,7.662806389365681,0.02148473284132623,0.010742366420663115,0.2,0.22288169916644957,False,True,True
2026-09-02,2021-01-01,CIBR,Selected and allocated,"CIBR passed the latest signal filters, survived the correlation filter, was sized by Classic CVaR, adjusted by the score tilt, then scaled by the cash sleeve and turnover/pruning rules.",25.089003832637705,5.0,True,True,True,True,True,-0.032443857309075175,0.486908521494708,0.0417379808421483,0.43866747359168556,0.029958268939201504,0.3112801345938707,0.32410812871561007,0.1971014405927039,Classic_CVaR_Sharpe,,0.11999999900799807,0.12,0.8,0.2666666666666667,1.0933333333333333,0.1303854442937903,0.12,0.0,0.8294491525423728,0.0,0.0,0.1118114577266168,0.12,0.12000000000000001,0.03982777961202785,0.12000000000000001,0.06081023071752577,0.06715679340414092,0.06715679340414092,6.715679340414092,0.02732901379211307,0.013664506896056534,0.2,0.22288169916644957,False,True,True
2026-09-02,2021-01-01,KIE,Selected and allocated,"KIE passed the latest signal filters, survived the correlation filter, was sized by Classic CVaR, adjusted by the score tilt, then scaled by the cash sleeve and turnover/pruning rules.",16.827045003784416,10.0,True,True,True,True,True,-0.009329037375142901,0.1314669616793369,0.16726439445465524,0.12091146410509102,0.15548468255170844,-0.006475874892723832,0.19548263084731635,0.10046900992677033,Classic_CVaR_Sharpe,,0.11999999968159686,0.12,0.5333333333333333,0.0,1.0,0.11925497953700331,0.11999999999999997,0.0,0.8294491525423728,0.0,0.0,0.1118114577266168,0.11999999999999997,0.11999999999999998,0.03179448590731564,0.11999999999999998,0.055754282282609785,0.06157317235059039,0.06157317235059039,6.157317235059039,0.029778686443274756,0.014889343221637378,0.2,0.22288169916644957,False,True,True
2026-09-02,2021-01-01,THD,Carryover due to turnover cap,"THD was not in the latest eligible basket but remains as a carryover position, likely because the 20% turnover cap moves the portfolio gradually.",11.994671773693083,71.0,False,True,True,True,True,0.010246341348362886,0.11526467357448511,0.0028731129753696294,0.1266920561136997,-0.00890659892757717,-0.0006952828841151337,0.17982489442142027,0.12741862236363594,,,0.0,0.0,,,,0.0,0.0,0.0,0.8294491525423728,0.0,0.0,0.1118114577266168,0.0,0.0,0.05921231678623869,0.0,0.048239512991341216,0.05327411143898529,0.05327411143898529,5.327411143898529,-0.005938205347253402,0.002969102673626701,0.2,0.22288169916644957,False,True,True
2026-09-02,2021-01-01,VTV,Carryover due to turnover cap,"VTV was not in the latest eligible basket but remains as a carryover position, likely because the 20% turnover cap moves the portfolio gradually.",14.93913320445008,21.0,False,True,True,True,True,0.006965708636970103,0.11866213900165312,0.05453866772353044,0.12645441352514863,0.042758955820583644,-0.0009329254726662128,0.09570334875387235,0.06120202041035869,,,0.0,0.0,,,,0.0,0.0,0.0,0.8294491525423728,0.0,0.0,0.1118114577266168,0.0,0.0,0.05514333105233058,0.0,0.04492456264273299,0.04961319068470328,0.04961319068470328,4.9613190684703286,-0.0055301403676272995,0.0027650701838136497,0.2,0.22288169916644957,False,True,True
2026-09-02,2021-01-01,SPYD,Carryover due to turnover cap,"SPYD was not in the latest eligible basket but remains as a carryover position, likely because the 20% turnover cap moves the portfolio gradually.",12.68406236410694,61.0,False,True,True,True,True,0.0026106403105852216,0.07759317849343383,0.05833737473130807,0.08040638668362043,0.04655766282836127,-0.04698095231419441,0.12524622294690013,0.0818496185518079,,,0.0,0.0,,,,0.0,0.0,0.0,0.8294491525423728,0.0,0.0,0.1118114577266168,0.0,0.0,0.052860381997014316,0.0,0.043064673407017535,0.04755919095992456,0.04755919095992456,4.755919095992455,-0.005301191037089759,0.0026505955185448793,0.2,0.22288169916644957,False,True,True
2026-09-02,2021-01-01,AVDV,Carryover due to turnover cap,"AVDV was not in the latest eligible basket but remains as a carryover position, likely because the 20% turnover cap moves the portfolio gradually.",11.72823172764846,81.0,False,True,True,True,True,0.042403384419963386,0.05483587963066361,0.04248920574936066,0.09956449093461295,0.03070949384641386,-0.0278228480632019,0.17124769593357378,0.11678284581234193,,,0.0,0.0,,,,0.0,0.0,0.0,0.8294491525423728,0.0,0.0,0.1118114577266168,0.0,0.0,0.05109994991492349,0.0,0.041630472029608664,0.045975306727516554,0.045975306727516554,4.597530672751655,-0.005124643187406935,0.0025623215937034677,0.2,0.22288169916644957,False,True,True
