Benchmark,RollingPeriods,Average12MExcess,Median12MExcess,Worst12MExcess,Worst12MExcessMonth,Best12MExcess,Best12MExcessMonth,Latest12MExcess,HitRate12M
SPY,48,-0.02680601152143473,-0.06208225899127773,-0.24248716133796555,2024-02-29,0.3269642030790627,2026-02-28,0.12683170570513336,0.3541666666666667
QQQ,48,-0.07454161149422488,-0.09836212120038734,-0.5234715253320861,2023-12-31,0.3269173838308145,2022-12-31,0.10120519205190481,0.3333333333333333
VTI,48,-0.021269057083100534,-0.05650958228800862,-0.23538496031108802,2023-12-31,0.32455281363171595,2026-02-28,0.11869008933769165,0.3541666666666667
