,Weight
SGOV,0.16672654721569174
AVUV,0.08741284369529204
EIS,0.07623984668449468
EWT,0.07535002784176471
THD,0.06986350642558863
EWY,0.06185757119802453
OIH,0.06169749418151223
SPYD,0.05938492971798651
XBI,0.0582598893581225
AVDV,0.05196017380718326
CIBR,0.04970531179328716
LIT,0.045022658212875516
GLDM,0.03834086595939482
XLE,0.0336876370061598
MLPA,0.03224534845131098
XOP,0.03224534845131098
