Month,Strategy,SPY,QQQ,VTI,StrategyMinusSPY,StrategyMinusQQQ,StrategyMinusVTI
2026-03-31,-0.06471497865439091,-0.04937956664344345,-0.04838259103173426,-0.05004837597028311,-0.015335412010947458,-0.016332387622656652,-0.014666602684107799
2024-12-31,-0.044560575004131575,-0.024060069540820517,0.004540315416478036,-0.03040448479120783,-0.02050050546331106,-0.04910089042060961,-0.014156090212923744
2024-04-30,-0.040499364097849044,-0.04031951134517664,-0.04373789996336119,-0.04343960487451537,-0.00017985275267240475,0.0032385358655121488,0.0029402407766663252
2026-06-30,-0.03209122633777617,-0.010292566443839246,-0.001490831230687828,-0.0038534790698642185,-0.021798659893936922,-0.03060039510708834,-0.02823774726791195
2026-07-31,-0.02745638796317651,0.0003481791700579162,-0.06573877318676946,-0.004945457376460016,-0.027804567133234426,0.03828238522359295,-0.022510930586716493
2025-03-31,-0.01681162603660502,-0.055719310915217424,-0.07586185742076412,-0.05855327913065267,0.0389076848786124,0.0590502313841591,0.04174165309404765
2024-10-31,-0.015899664901410704,-0.00892343020321995,-0.008646230813232014,-0.007522171198014682,-0.006976234698190753,-0.00725343408817869,-0.008377493703396022
2025-02-28,-0.006163297856850103,-0.012694736490296732,-0.02703461588361189,-0.018888297179816216,0.006531438633446629,0.020871318026761787,0.012724999322966113
2025-04-30,0.0019162478890557555,-0.00867016718950353,0.013968265440644556,-0.007349568432990172,0.010586415078559286,-0.0120520175515888,0.009265816322045928
2025-07-31,0.004504255986580663,0.023031446515753506,0.02423691867332778,0.022899907275651055,-0.018527190529172843,-0.019732662686747116,-0.01839565128907039
2025-11-30,0.00893283466463779,0.001949914509092876,-0.015610216675696953,0.002653384720039398,0.006982920155544914,0.024543051340334743,0.006279449944598392
2024-01-31,0.010308683608685643,0.01592645376761248,0.01819202316872537,0.011170986024319207,-0.005617770158926838,-0.007883339560039726,-0.0008623024156335646
2024-08-31,0.0137086772318038,0.02336539556603756,0.011038688007497077,0.02131563111480106,-0.00965671833423376,0.0026699892243067236,-0.007606953882997258
2024-07-31,0.017353626209466233,0.012109231177765523,-0.01678108618656937,0.018915181243453594,0.00524439503170071,0.034134712396035605,-0.0015615550339873607
2024-06-30,0.01736770002209065,0.035280096711594044,0.064701245368048,0.0307892347604819,-0.017912396689503396,-0.04733354534595735,-0.01342153473839125
2025-08-31,0.020292682007113427,0.02051948404438786,0.00953970984137853,0.02351319765982285,-0.0002268020372744317,0.010752972165734898,-0.0032205156527094214
2023-12-31,0.023062400480875267,0.04565532350233248,0.0558697292924486,0.05293881938953371,-0.022592923021457212,-0.03280732881157333,-0.029876418908658442
2023-11-30,0.024770694304243612,0.0913437722405952,0.10818805693703637,0.09415355884296317,-0.06657307793635159,-0.08341736263279276,-0.06938286453871956
2024-09-30,0.02807371060517916,0.021004780000700274,0.02621590003498908,0.02030862632448871,0.007068930604478885,0.0018578105701900771,0.0077650842806904485
2025-10-31,0.03040306610856347,0.023837580535736924,0.04780380674246243,0.022092225582582836,0.006565485572826546,-0.01740074063389896,0.008310840525980634
2025-06-30,0.030661053811618544,0.05138623000675269,0.06385848288482432,0.05163396821584931,-0.020725176195134143,-0.033197429073205775,-0.02097291440423077
2026-05-31,0.03090400232736057,0.05262575303750294,0.10568488508947715,0.05183814948583665,-0.021721750710142373,-0.07478088276211659,-0.02093414715847608
2024-02-29,0.031925346759215545,0.0521868939685588,0.0528335023465043,0.05298716709507745,-0.020261547209343256,-0.020908155587288757,-0.021061820335861903
2024-03-31,0.032073378381520135,0.03270183452575437,0.012749872397714412,0.032596822617297905,-0.0006284561442342351,0.019323505983805722,-0.0005234442357777702
