,Weight
SGOV,0.17805556561444608
AVUV,0.08798495010193237
EWY,0.08158835275574507
EIS,0.07907458590577437
EWT,0.07709539160986971
XLE,0.06158103331337209
AVDV,0.061075621620747055
GLDM,0.05786397941920561
CIBR,0.05565305276909399
LIT,0.04801469852644915
OIH,0.046105700868293
SPYD,0.03657947816371812
EWS,0.032331897332838366
DIV,0.032331897332838366
MLPA,0.032331897332838366
KIE,0.032331897332838366
