Benchmark,RollingPeriods,Average12MExcess,Median12MExcess,Worst12MExcess,Worst12MExcessMonth,Best12MExcess,Best12MExcessMonth,Latest12MExcess,HitRate12M
SPY,61,-0.0316214477251982,-0.054296901032217626,-0.24248716133796555,2024-02-29,0.3269642030790627,2026-02-28,0.12683170570513336,0.39344262295081966
QQQ,61,-0.059491441410951106,-0.09326673671583507,-0.5234715253320861,2023-12-31,0.3159172858408865,2022-12-31,0.10120519205190481,0.3770491803278688
VTI,61,-0.02195010132534206,-0.050971743649705026,-0.23538496031108802,2023-12-31,0.32455281363171595,2026-02-28,0.11869008933769165,0.39344262295081966
