Ticker,Overlay,ActionType,WeightBefore,WeightAfter,WeightReleased,WeightRedistributedToEligible,WeightFreedToSGOV,Reason,Date,StartWindow,AboveSMA126,Mom63,Mom126
LIT,StalePosition,SoftTargetTrim,0.06920181391561721,0.034600906957808604,0.034600906957808604,0.034600906957808604,0.0,Ineligible but long-term trend not hard-broken: target a 50% reduction before turnover control,2021-04-01,2020-01-01,,,
QCLN,StalePosition,SoftTargetTrim,0.06763821672553676,0.03381910836276838,0.03381910836276838,0.03381910836276838,0.0,Ineligible but long-term trend not hard-broken: target a 50% reduction before turnover control,2021-04-01,2020-01-01,,,
XRT,StalePosition,SoftTargetTrim,0.03435749319969657,0.017178746599848284,0.017178746599848284,0.017178746599848284,0.0,Ineligible but long-term trend not hard-broken: target a 50% reduction before turnover control,2021-04-01,2020-01-01,,,
XBI,StalePosition,HardExit,0.03483824613649014,0.0,0.03483824613649014,0.0,0.03483824613649014,Ineligible and below SMA126 -> hard exit after turnover cap,2021-04-01,2020-01-01,False,-0.026368763358678105,0.21626779696199905
ARKF,StalePosition,SoftTargetTrim,0.05685872744298901,0.028429363721494506,0.028429363721494506,0.028429363721494506,0.0,Ineligible but long-term trend not hard-broken: target a 50% reduction before turnover control,2021-04-30,2020-01-01,,,
ARKQ,StalePosition,SoftTargetTrim,0.03454402705190233,0.017272013525951164,0.017272013525951164,0.017272013525951164,0.0,Ineligible but long-term trend not hard-broken: target a 50% reduction before turnover control,2021-04-30,2020-01-01,,,
BLOK,StalePosition,SoftTargetTrim,0.06185431771367437,0.030927158856837184,0.030927158856837184,0.030927158856837184,0.0,Ineligible but long-term trend not hard-broken: target a 50% reduction before turnover control,2021-04-30,2020-01-01,,,
DIV,StalePosition,SoftTargetTrim,0.03542060069950334,0.01771030034975167,0.01771030034975167,0.01771030034975167,0.0,Ineligible but long-term trend not hard-broken: target a 50% reduction before turnover control,2021-04-30,2020-01-01,,,
EWY,StalePosition,SoftTargetTrim,0.05672812668268072,0.02836406334134036,0.02836406334134036,0.02836406334134036,0.0,Ineligible but long-term trend not hard-broken: target a 50% reduction before turnover control,2021-04-30,2020-01-01,,,
KCE,StalePosition,SoftTargetTrim,0.03542060069950333,0.017710300349751663,0.017710300349751663,0.017710300349751663,0.0,Ineligible but long-term trend not hard-broken: target a 50% reduction before turnover control,2021-04-30,2020-01-01,,,
LIT,StalePosition,SoftTargetTrim,0.06228919663957028,0.03114459831978514,0.03114459831978514,0.03114459831978514,0.0,Ineligible but long-term trend not hard-broken: target a 50% reduction before turnover control,2021-04-30,2020-01-01,,,
SMIN,StalePosition,SoftTargetTrim,0.08575744768664308,0.04287872384332154,0.04287872384332154,0.04287872384332154,0.0,Ineligible but long-term trend not hard-broken: target a 50% reduction before turnover control,2021-04-30,2020-01-01,,,
ARKK,StalePosition,HardExit,0.029855200672761987,0.0,0.029855200672761987,0.0,0.029855200672761987,Ineligible and below SMA126 -> hard exit after turnover cap,2021-04-30,2020-01-01,False,-0.15320424415358536,0.2782814198796657
ARKW,StalePosition,HardExit,0.03233484447818095,0.0,0.03233484447818095,0.0,0.03233484447818095,Ineligible and below SMA126 -> hard exit after turnover cap,2021-04-30,2020-01-01,False,-0.09689375818572099,0.286312763471287
QCLN,StalePosition,HardExit,0.039740931426488185,0.0,0.039740931426488185,0.0,0.039740931426488185,Ineligible and below SMA126 -> hard exit after turnover cap,2021-04-30,2020-01-01,False,-0.21403454628772278,0.33707654540177767
AVDV,StalePosition,SoftTargetTrim,0.033112513603816035,0.016556256801908018,0.016556256801908018,0.016556256801908018,0.0,Ineligible but long-term trend not hard-broken: target a 50% reduction before turnover control,2021-06-02,2020-01-01,,,
BLOK,StalePosition,SoftTargetTrim,0.05393700958784087,0.026968504793920434,0.026968504793920434,0.026968504793920434,0.0,Ineligible but long-term trend not hard-broken: target a 50% reduction before turnover control,2021-06-02,2020-01-01,,,
EWT,StalePosition,SoftTargetTrim,0.07145250528062991,0.035726252640314954,0.035726252640314954,0.035726252640314954,0.0,Ineligible but long-term trend not hard-broken: target a 50% reduction before turnover control,2021-06-02,2020-01-01,,,
EWY,StalePosition,SoftTargetTrim,0.0494669673174258,0.0247334836587129,0.0247334836587129,0.0247334836587129,0.0,Ineligible but long-term trend not hard-broken: target a 50% reduction before turnover control,2021-06-02,2020-01-01,,,
KBE,StalePosition,SoftTargetTrim,0.07494254480762443,0.03747127240381221,0.03747127240381221,0.03747127240381221,0.0,Ineligible but long-term trend not hard-broken: target a 50% reduction before turnover control,2021-06-02,2020-01-01,,,
KSA,StalePosition,SoftTargetTrim,0.033943293515022885,0.016971646757511442,0.016971646757511442,0.016971646757511442,0.0,Ineligible but long-term trend not hard-broken: target a 50% reduction before turnover control,2021-06-02,2020-01-01,,,
LIT,StalePosition,SoftTargetTrim,0.054316224324379984,0.027158112162189992,0.027158112162189992,0.027158112162189992,0.0,Ineligible but long-term trend not hard-broken: target a 50% reduction before turnover control,2021-06-02,2020-01-01,,,
PAVE,StalePosition,SoftTargetTrim,0.03454107924100855,0.017270539620504274,0.017270539620504274,0.017270539620504274,0.0,Ineligible but long-term trend not hard-broken: target a 50% reduction before turnover control,2021-06-02,2020-01-01,,,
SMIN,StalePosition,SoftTargetTrim,0.07478055613699951,0.037390278068499753,0.037390278068499753,0.037390278068499753,0.0,Ineligible but long-term trend not hard-broken: target a 50% reduction before turnover control,2021-06-02,2020-01-01,,,
ARKF,StalePosition,HardExit,0.03199915513295698,0.0,0.03199915513295698,0.0,0.03199915513295698,Ineligible and below SMA126 -> hard exit after turnover cap,2021-06-02,2020-01-01,False,-0.021607896557394368,0.08539585541178374
AVUV,StalePosition,SoftTargetTrim,0.034424185119524116,0.017212092559762058,0.017212092559762058,0.017212092559762058,0.0,Ineligible but long-term trend not hard-broken: target a 50% reduction before turnover control,2021-07-02,2020-01-01,,,
EWT,StalePosition,SoftTargetTrim,0.06507164756823516,0.03253582378411758,0.03253582378411758,0.03253582378411758,0.0,Ineligible but long-term trend not hard-broken: target a 50% reduction before turnover control,2021-07-02,2020-01-01,,,
EWY,StalePosition,SoftTargetTrim,0.045049463988795245,0.022524731994397622,0.022524731994397622,0.022524731994397622,0.0,Ineligible but long-term trend not hard-broken: target a 50% reduction before turnover control,2021-07-02,2020-01-01,,,
KBE,StalePosition,SoftTargetTrim,0.0682500192881329,0.03412500964406645,0.03412500964406645,0.03412500964406645,0.0,Ineligible but long-term trend not hard-broken: target a 50% reduction before turnover control,2021-07-02,2020-01-01,,,
LIT,StalePosition,SoftTargetTrim,0.04946567223348866,0.02473283611674433,0.02473283611674433,0.02473283611674433,0.0,Ineligible but long-term trend not hard-broken: target a 50% reduction before turnover control,2021-07-02,2020-01-01,,,
PICK,StalePosition,SoftTargetTrim,0.08478017625852255,0.042390088129261275,0.042390088129261275,0.042390088129261275,0.0,Ineligible but long-term trend not hard-broken: target a 50% reduction before turnover control,2021-07-02,2020-01-01,,,
URA,StalePosition,SoftTargetTrim,0.034424185119524116,0.017212092559762058,0.017212092559762058,0.017212092559762058,0.0,Ineligible but long-term trend not hard-broken: target a 50% reduction before turnover control,2021-07-02,2020-01-01,,,
XHB,StalePosition,SoftTargetTrim,0.03865802944956493,0.019329014724782465,0.019329014724782465,0.019329014724782465,0.0,Ineligible but long-term trend not hard-broken: target a 50% reduction before turnover control,2021-07-02,2020-01-01,,,
XLF,StalePosition,SoftTargetTrim,0.034424185119524116,0.017212092559762058,0.017212092559762058,0.017212092559762058,0.0,Ineligible but long-term trend not hard-broken: target a 50% reduction before turnover control,2021-07-02,2020-01-01,,,
BLOK,StalePosition,HardExit,0.03140678105769444,0.0,0.03140678105769444,0.0,0.03140678105769444,Ineligible and below SMA126 -> hard exit after turnover cap,2021-07-02,2020-01-01,False,-0.17937608065512745,0.33267654712656625
BBCA,StalePosition,SoftTargetTrim,0.03529153827365714,0.01764576913682857,0.01764576913682857,0.01764576913682857,0.0,Ineligible but long-term trend not hard-broken: target a 50% reduction before turnover control,2021-08-02,2020-01-01,,,
DIV,StalePosition,SoftTargetTrim,0.03842830711344735,0.019214153556723675,0.019214153556723675,0.019214153556723675,0.0,Ineligible but long-term trend not hard-broken: target a 50% reduction before turnover control,2021-08-02,2020-01-01,,,
EWT,StalePosition,SoftTargetTrim,0.05989549663373615,0.029947748316868077,0.029947748316868077,0.029947748316868077,0.0,Ineligible but long-term trend not hard-broken: target a 50% reduction before turnover control,2021-08-02,2020-01-01,,,
MLPA,StalePosition,SoftTargetTrim,0.06226531684818092,0.03113265842409046,0.03113265842409046,0.03113265842409046,0.0,Ineligible but long-term trend not hard-broken: target a 50% reduction before turnover control,2021-08-02,2020-01-01,,,
UAE,StalePosition,SoftTargetTrim,0.03613468302018521,0.018067341510092604,0.018067341510092604,0.018067341510092604,0.0,Ineligible but long-term trend not hard-broken: target a 50% reduction before turnover control,2021-08-02,2020-01-01,,,
XHB,StalePosition,SoftTargetTrim,0.035582960617913974,0.017791480308956987,0.017791480308956987,0.017791480308956987,0.0,Ineligible but long-term trend not hard-broken: target a 50% reduction before turnover control,2021-08-02,2020-01-01,,,
AVUV,StalePosition,HardExit,0.020592721459280903,0.0,0.020592721459280903,0.0,0.020592721459280903,Ineligible and below SMA126 -> hard exit after turnover cap,2021-08-02,2020-01-01,False,-0.03321352575925163,0.18329195199135673
EWY,StalePosition,HardExit,0.02694881696081207,0.0,0.02694881696081207,0.0,0.02694881696081207,Ineligible and below SMA126 -> hard exit after turnover cap,2021-08-02,2020-01-01,False,-0.01793026422515842,-0.03753115497525694
KBE,StalePosition,HardExit,0.04082750635668494,0.0,0.04082750635668494,0.0,0.04082750635668494,Ineligible and below SMA126 -> hard exit after turnover cap,2021-08-02,2020-01-01,False,-0.09594793114717148,0.11828414037674162
DIV,StalePosition,SoftTargetTrim,0.033214998091751484,0.016607499045875742,0.016607499045875742,0.016607499045875742,0.0,Ineligible but long-term trend not hard-broken: target a 50% reduction before turnover control,2021-09-02,2020-01-01,,,
EWT,StalePosition,SoftTargetTrim,0.051769878920788735,0.025884939460394368,0.025884939460394368,0.025884939460394368,0.0,Ineligible but long-term trend not hard-broken: target a 50% reduction before turnover control,2021-09-02,2020-01-01,,,
MLPA,StalePosition,SoftTargetTrim,0.05381820162384719,0.026909100811923596,0.026909100811923596,0.026909100811923596,0.0,Ineligible but long-term trend not hard-broken: target a 50% reduction before turnover control,2021-09-02,2020-01-01,,,
PICK,StalePosition,SoftTargetTrim,0.05313727537496353,0.026568637687481765,0.026568637687481765,0.026568637687481765,0.0,Ineligible but long-term trend not hard-broken: target a 50% reduction before turnover control,2021-09-02,2020-01-01,,,
SMIN,StalePosition,SoftTargetTrim,0.09341991948004039,0.04670995974002019,0.04670995974002019,0.04670995974002019,0.0,Ineligible but long-term trend not hard-broken: target a 50% reduction before turnover control,2021-09-02,2020-01-01,,,
UAE,StalePosition,SoftTargetTrim,0.031232534496465018,0.015616267248232509,0.015616267248232509,0.015616267248232509,0.0,Ineligible but long-term trend not hard-broken: target a 50% reduction before turnover control,2021-09-02,2020-01-01,,,
XLC,StalePosition,SoftTargetTrim,0.03336043963693816,0.01668021981846908,0.01668021981846908,0.01668021981846908,0.0,Ineligible but long-term trend not hard-broken: target a 50% reduction before turnover control,2021-09-02,2020-01-01,,,
XRT,StalePosition,SoftTargetTrim,0.09259094778527145,0.046295473892635726,0.046295473892635726,0.046295473892635726,0.0,Ineligible but long-term trend not hard-broken: target a 50% reduction before turnover control,2021-09-02,2020-01-01,,,
IHI,StalePosition,SoftTargetTrim,0.04170048592668039,0.020850242963340194,0.020850242963340194,0.020850242963340194,0.0,Ineligible but long-term trend not hard-broken: target a 50% reduction before turnover control,2021-10-01,2020-01-01,,,
KCE,StalePosition,SoftTargetTrim,0.09983562344487464,0.04991781172243732,0.04991781172243732,0.04991781172243732,0.0,Ineligible but long-term trend not hard-broken: target a 50% reduction before turnover control,2021-10-01,2020-01-01,,,
MLPA,StalePosition,SoftTargetTrim,0.047080712425163575,0.023540356212581787,0.023540356212581787,0.023540356212581787,0.0,Ineligible but long-term trend not hard-broken: target a 50% reduction before turnover control,2021-10-01,2020-01-01,,,
PHO,StalePosition,SoftTargetTrim,0.04170048592668039,0.020850242963340194,0.020850242963340194,0.020850242963340194,0.0,Ineligible but long-term trend not hard-broken: target a 50% reduction before turnover control,2021-10-01,2020-01-01,,,
VNQ,StalePosition,SoftTargetTrim,0.06654805719210474,0.03327402859605237,0.03327402859605237,0.03327402859605237,0.0,Ineligible but long-term trend not hard-broken: target a 50% reduction before turnover control,2021-10-01,2020-01-01,,,
XLC,StalePosition,SoftTargetTrim,0.029184053304147497,0.014592026652073748,0.014592026652073748,0.014592026652073748,0.0,Ineligible but long-term trend not hard-broken: target a 50% reduction before turnover control,2021-10-01,2020-01-01,,,
XLV,StalePosition,SoftTargetTrim,0.06510234339126679,0.032551171695633395,0.032551171695633395,0.032551171695633395,0.0,Ineligible but long-term trend not hard-broken: target a 50% reduction before turnover control,2021-10-01,2020-01-01,,,
DIV,StalePosition,HardExit,0.018390946997258937,0.0,0.018390946997258937,0.0,0.018390946997258937,Ineligible and below SMA126 -> hard exit after turnover cap,2021-10-01,2020-01-01,False,-0.005169161063783845,0.027878678723743278
EWL,StalePosition,HardExit,0.040279317070846844,0.0,0.040279317070846844,0.0,0.040279317070846844,Ineligible and below SMA126 -> hard exit after turnover cap,2021-10-01,2020-01-01,False,-0.03670298000083838,0.054880516074147456
EWT,StalePosition,HardExit,0.028664674213038095,0.0,0.028664674213038095,0.0,0.028664674213038095,Ineligible and below SMA126 -> hard exit after turnover cap,2021-10-01,2020-01-01,False,-0.039583758327711216,0.021631440996846996
PICK,StalePosition,HardExit,0.02942179350124343,0.0,0.02942179350124343,0.0,0.02942179350124343,Ineligible and below SMA126 -> hard exit after turnover cap,2021-10-01,2020-01-01,False,-0.07702671091698288,-0.03564389136360846
XHB,StalePosition,HardExit,0.01953638489461365,0.0,0.01953638489461365,0.0,0.01953638489461365,Ineligible and below SMA126 -> hard exit after turnover cap,2021-10-01,2020-01-01,False,-0.011579032717894955,-0.01145772591574512
XRT,StalePosition,HardExit,0.05126705738296501,0.0,0.05126705738296501,0.0,0.05126705738296501,Ineligible and below SMA126 -> hard exit after turnover cap,2021-10-01,2020-01-01,False,-0.048213436844028124,0.0075173751123149835
ANGL,StalePosition,SoftTargetTrim,0.031721818340117496,0.015860909170058748,0.015860909170058748,0.015860909170058748,0.0,Ineligible but long-term trend not hard-broken: target a 50% reduction before turnover control,2021-11-02,2020-01-01,,,
BKLN,StalePosition,SoftTargetTrim,0.03080840746047076,0.01540420373023538,0.01540420373023538,0.01540420373023538,0.0,Ineligible but long-term trend not hard-broken: target a 50% reduction before turnover control,2021-11-02,2020-01-01,,,
IHI,StalePosition,SoftTargetTrim,0.03454431847588425,0.017272159237942127,0.017272159237942127,0.017272159237942127,0.0,Ineligible but long-term trend not hard-broken: target a 50% reduction before turnover control,2021-11-02,2020-01-01,,,
MLPA,StalePosition,SoftTargetTrim,0.03900125113520087,0.019500625567600436,0.019500625567600436,0.019500625567600436,0.0,Ineligible but long-term trend not hard-broken: target a 50% reduction before turnover control,2021-11-02,2020-01-01,,,
PHO,StalePosition,SoftTargetTrim,0.03454431847588425,0.017272159237942127,0.017272159237942127,0.017272159237942127,0.0,Ineligible but long-term trend not hard-broken: target a 50% reduction before turnover control,2021-11-02,2020-01-01,,,
RYLD,StalePosition,SoftTargetTrim,0.030308544142242322,0.015154272071121161,0.015154272071121161,0.015154272071121161,0.0,Ineligible but long-term trend not hard-broken: target a 50% reduction before turnover control,2021-11-02,2020-01-01,,,
SHYG,StalePosition,SoftTargetTrim,0.03001554403317923,0.015007772016589614,0.015007772016589614,0.015007772016589614,0.0,Ineligible but long-term trend not hard-broken: target a 50% reduction before turnover control,2021-11-02,2020-01-01,,,
VNQ,StalePosition,SoftTargetTrim,0.05512782958062832,0.02756391479031416,0.02756391479031416,0.02756391479031416,0.0,Ineligible but long-term trend not hard-broken: target a 50% reduction before turnover control,2021-11-02,2020-01-01,,,
XLF,StalePosition,SoftTargetTrim,0.031721818340117496,0.015860909170058748,0.015860909170058748,0.015860909170058748,0.0,Ineligible but long-term trend not hard-broken: target a 50% reduction before turnover control,2021-11-02,2020-01-01,,,
XLV,StalePosition,SoftTargetTrim,0.05393021288980759,0.026965106444903793,0.026965106444903793,0.026965106444903793,0.0,Ineligible but long-term trend not hard-broken: target a 50% reduction before turnover control,2021-11-02,2020-01-01,,,
XLC,StalePosition,HardExit,0.015058921692831854,0.0,0.015058921692831854,0.0,0.015058921692831854,Ineligible and below SMA126 -> hard exit after turnover cap,2021-11-02,2020-01-01,False,-0.0270754737109572,0.03903286295991881
