Month,Strategy,SPY,QQQ,VTI
2020-10-31,0.01707829462192678,-0.02186701884906117,-0.017972510869755154,-0.019953983555682675
2020-11-30,0.13649798102757882,0.10877683373658642,0.11225796770831709,0.11803060960717349
2020-12-31,0.07550743021563511,0.037048371553596526,0.049024596615588445,0.04676342830111735
2021-01-31,0.06766982236833496,-0.010190453577814118,0.002613553383684186,-0.003339579706506668
2021-02-28,0.0034665874012329567,0.0278055310882368,-0.00133538708638814,0.031393492142944845
2021-03-31,-0.00665002710959528,0.04539935432505593,0.01716770841245774,0.03647924261998048
2021-04-30,0.017615863432911105,0.05291041064642088,0.059097989887039626,0.050365219706494324
2021-05-31,0.0072673299498624555,0.006566134515362698,-0.012012243335786765,0.004559998451289848
2021-06-30,0.0027218121228758108,0.022427451539472454,0.06262157066088458,0.024820070205158862
2021-07-31,0.004131628000524135,0.024412351807893584,0.0286093075758298,0.017368100483005522
2021-08-31,0.01264153696104775,0.0297599435047311,0.04218648611326392,0.02858522500334315
2021-09-30,-0.03518879519362694,-0.046605483783287216,-0.05683159496493606,-0.0446415936558352
2021-10-31,0.02962261972422775,0.07016369739470907,0.07864039826951297,0.06687385762162146
2021-11-30,-0.024906885515021515,-0.008034915842206947,0.019968360670780783,-0.014604608592618917
2021-12-31,0.01591593494679011,0.04624764649360524,0.01152359597449415,0.03793025630574509
2022-01-31,-0.021463485993326592,-0.05274118747209644,-0.08747055822109584,-0.060594670806775164
2022-02-28,0.0009766565333011457,-0.029517055696582695,-0.04475952506677028,-0.02486674841327774
2022-03-31,0.021774526582735376,0.037590537825529236,0.04667897431666823,0.032599426696771294
2022-04-30,-0.008781197663387919,-0.08776909792943177,-0.13595743476440347,-0.09131628469970954
2022-05-31,0.017631916283332272,0.0022573700022801013,-0.015866007974363217,-0.0025135883082971766
2022-06-30,-0.06672488501526164,-0.08246048516383875,-0.08907911281893499,-0.08231285614342432
2022-07-31,0.03733538075386722,0.09208732504682349,0.12551775692592604,0.09346865273728855
2022-08-31,0.0070193851695434795,-0.040801850872310474,-0.051322018803534375,-0.03728492139987338
2022-09-30,-0.04164400581844363,-0.09244592114023009,-0.10535521681495341,-0.09230482190945544
2022-10-31,0.04513814327964405,0.08127545086701327,0.03999830407769989,0.08112756956469624
2022-11-30,0.024340152128191184,0.055591594808620526,0.05544145791515387,0.05169295896578752
2022-12-31,-0.019445308250746862,-0.05762808532853414,-0.09013690079632253,-0.05855252440879932
2023-01-31,0.029469302376220474,0.06288713067879281,0.10642955179530733,0.06925047484928348
2023-02-28,-0.022768344822501896,-0.02514257699047573,-0.003597692242727879,-0.024017815620782756
2023-03-31,-0.010982641569354912,0.03707793801918102,0.09492720184581094,0.027071020327658513
2023-04-30,0.005263954473300414,0.015974838889005083,0.005078958165905201,0.010778953659530632
2023-05-31,-0.019274748636568195,0.004616047664556255,0.0788380366816055,0.004265479159739627
2023-06-30,0.04492705228112226,0.06479979668455815,0.06303864867936548,0.06728719835211927
2023-07-31,0.03521905488546184,0.032733332056572806,0.038600812377946436,0.03663540088591399
2023-08-31,-0.03207420224873436,-0.016252081919150507,-0.014829968726197018,-0.019312613963266112
2023-09-30,-0.03731241402804897,-0.047434475693711176,-0.05079862937437696,-0.04801077219463412
2023-10-31,-0.014206403091329256,-0.02170844297221386,-0.020654735004490554,-0.026458401596184178
2023-11-30,0.028804187186863395,0.09134369676079213,0.10818814530467336,0.0941534058928617
2023-12-31,0.022240622526786158,0.04565532665995864,0.05586956535607035,0.052939036472575696
2024-01-31,0.013211337096662668,0.015926520963537083,0.018192100063913585,0.011170852522456531
2024-02-29,0.02594586163538315,0.052186893968558135,0.052833502346504746,0.052987170573517206
2024-03-31,0.024899930462686237,0.03270195827868161,0.012749661048174099,0.032597011679792676
2024-04-30,-0.03059197528218849,-0.04031968626469773,-0.04373770040214353,-0.04343978075527666
2024-05-31,0.049019090278667576,0.050579662758127863,0.061518238532537683,0.04758466679403739
2024-06-30,0.013572512734307152,0.03528009671159382,0.06470117240529527,0.030789231050366794
