Ticker,Score,Mom21,Mom63,Mom126,RS63VsSPY,RS126VsSPY,Vol63Ann,AboveSMA50,AboveSMA126,PositiveMom63,PositiveMom126,OutperformSPY63,OutperformSPY126,Date,StartWindow,Eligible,Rank
TUR,41.77077076114978,0.16688129502308624,0.44297073153441313,0.207888201265515,0.4815045390282867,0.3270430476721192,0.4337251084635784,True,True,True,True,True,True,2022-10-21,2022-01-01,True,1
XLE,36.44655177348665,0.23339971188440356,0.2023233902112167,0.2060707016087402,0.2408571977050903,0.3252255480153444,0.3756736554959895,True,True,True,True,True,True,2022-10-21,2022-01-01,True,2
OIH,32.51481351532962,0.35941565415137045,0.2605356008971569,0.04796118522768289,0.29906940839103047,0.16711603163428712,0.5123632633114901,True,True,True,True,True,True,2022-10-21,2022-01-01,True,3
XOP,31.776756384490948,0.24433025144896803,0.17199088685432318,0.14568507515638296,0.21052469434819676,0.2648399215629872,0.45387637135407705,True,True,True,True,True,True,2022-10-21,2022-01-01,True,4
IXC,31.07145397566312,0.18664265228347277,0.1447485769620307,0.1355040573861963,0.18328238445590428,0.25465890379280054,0.34667318165276095,True,True,True,True,True,True,2022-10-21,2022-01-01,True,5
MLPA,26.39451316914529,0.09668234964854228,0.08032281531768648,0.08275471755224717,0.11885662281156006,0.2019095639588514,0.2506420191234934,True,True,True,True,True,True,2022-10-21,2022-01-01,True,6
DIVO,15.893725612721735,0.04675472199388753,0.012204447342880842,-0.04352125863352341,0.050738254836754426,0.07563358777308082,0.16630595475540863,True,True,True,False,True,True,2022-10-21,2022-01-01,True,7
KIE,15.891217961445276,0.06613364828958024,0.032613012052790546,-0.04124421852588156,0.07114681954666413,0.07791062788072267,0.23209762442343737,True,True,True,False,True,True,2022-10-21,2022-01-01,True,8
EWW,15.280761033152524,0.055877192965426925,0.04910424263279545,-0.061072166788674775,0.08763805012666903,0.058082679617929456,0.23752247386554204,True,True,True,False,True,True,2022-10-21,2022-01-01,True,9
KSA,15.108657534244164,0.0910209369918975,0.042548208416602895,-0.1007601066720859,0.08108201591047648,0.01839473973451833,0.1967328509315958,True,True,True,False,True,True,2022-10-21,2022-01-01,True,10
EIDO,13.67533414369101,-0.012531367013191685,0.05113378254491607,-0.044005756061325285,0.08966759003878966,0.07514909034527895,0.16751730026162576,False,True,True,False,True,True,2022-10-21,2022-01-01,False,11
GNR,12.59379772923593,0.11352908224699299,0.061863812507076954,-0.0696314967665036,0.10039762000095054,0.04952334964010063,0.30026007581119507,True,False,True,False,True,True,2022-10-21,2022-01-01,False,12
INDA,12.536452738525636,0.0036073866435408775,0.03011597783111486,-0.05588244106045204,0.06864978532498844,0.0632724053461522,0.18639373557459354,False,True,True,False,True,True,2022-10-21,2022-01-01,False,13
SMIN,11.740285924665898,-0.012553862014831885,0.041090444267912085,-0.07038281697149962,0.07962425176178567,0.048772029435104614,0.19553577655109672,False,True,True,False,True,True,2022-10-21,2022-01-01,False,14
LIT,9.41482124596119,-0.015333290025115076,-0.05602560911657484,0.050355730131641074,-0.017491801622701253,0.1695105765382453,0.29537645674403973,False,False,False,True,False,True,2022-10-21,2022-01-01,False,15
BKLN,9.303945503488704,0.01128003472755501,-0.0026799216081493382,-0.032543592976368774,0.035853885885724246,0.08661125343023546,0.06969801121324705,False,False,False,False,True,True,2022-10-21,2022-01-01,False,16
AVUV,9.188825716928717,0.087610949867436,0.004207401612987827,-0.05521255054808316,0.04274120910686141,0.06394229585852107,0.27014634265789017,False,False,True,False,True,True,2022-10-21,2022-01-01,False,17
IBB,9.104036195896509,0.04983453732966181,-0.014674668066855134,-0.02481307671935684,0.02385913942701845,0.09434176968724739,0.28312380352924627,False,True,False,False,True,True,2022-10-21,2022-01-01,False,18
