Date,StartWindow,Ticker,AllocationBucket,PlainEnglishExplanation,Score,RankInScoreTable,EligibleAfterFiltersAndCorrelation,AboveSMA50,AboveSMA126,PositiveMom63,PositiveMom126,Mom21,Mom63,Mom126,RS63VsSPY,RS126VsSPY,Vol63Ann,OptimizerUsed,OptimizerFallbackReason,OptimizerRawWeight,OptimizerWeightAfterCap,ScoreRankPct,CenteredScoreRank,ScoreTiltMultiplier,ScoreTiltPreCapWeight,RiskWeightAfterScoreTilt,CashWeight,SignalBreadth,BreadthCashWeight,VolCashWeight,ActiveSleeveVol,RiskWeightBeforeCashScaling,CashScaledTargetWeight,PreviousFinalWeight,WeightBeforeTurnoverCap,WeightAfterTurnoverCapBeforePrune,WeightAfterPruningFinal,FinalWeight,FinalWeightPct,WeightChangeFromPrevious,TurnoverContributionOneWay,TurnoverBeforePrune,TurnoverAfterPrune,PrunedOrReducedByCleanup,TradeableDisplayCandidate,InFinalPortfolio
2026-07-29,2022-01-01,SGOV,Cash / risk control,SGOV is the SGOV/cash sleeve. It receives the cash allocation created by breadth and volatility risk controls.,,,False,,,,,,,,,,,,,0.0,0.0,,,,0.0,0.0,0.0,0.6885593220338984,0.0,0.0,0.09361096510762844,0.0,0.0,0.19627743647430526,0.0,0.15155986511669578,0.17922283730564265,0.17922283730564265,17.922283730564263,-0.017054599168662615,0.008527299584331308,0.19999999999999996,0.19102665806021119,False,True,True
2026-07-29,2022-01-01,AVUV,Selected and allocated,"AVUV passed the latest signal filters, survived the correlation filter, was sized by Classic CVaR, adjusted by the score tilt, then scaled by the cash sleeve and turnover/pruning rules.",18.291312997436172,14.0,True,True,True,True,True,0.0027252030464004484,0.058684998750337725,0.162465985667527,0.023562190432306895,0.10039653881993904,0.1312698533938909,Classic_CVaR_Sharpe,,0.11999995752761981,0.11999997733523254,0.6666666666666666,0.1333333333333332,1.0466666666666666,0.12139706860696813,0.12000000000000001,0.0,0.6885593220338984,0.0,0.0,0.09361096510762844,0.12000000000000001,0.12000000000000001,0.061015004576043814,0.12000000000000001,0.07445346082083142,0.08804283696913877,0.08804283696913877,8.804283696913878,0.027027832393094954,0.013513916196547477,0.19999999999999996,0.19102665806021119,False,True,True
2026-07-29,2022-01-01,EWY,Carryover due to turnover cap,"EWY was not in the latest eligible basket but remains as a carryover position, likely because the 20% turnover cap moves the portfolio gradually.",-9.029640832700782,160.0,False,False,False,False,True,-0.2770678002659971,-0.051961546188211805,0.16247220095519332,-0.08708435450624263,0.10040275410760535,0.7926114903329973,,,0.0,0.0,,,,0.0,0.0,0.0,0.6885593220338984,0.0,0.0,0.09361096510762844,0.0,0.0,0.08872090775700112,0.0,0.06850776662982444,0.08101192425459214,0.08101192425459214,8.101192425459214,-0.007708983502408978,0.003854491751204489,0.19999999999999996,0.19102665806021119,False,True,True
2026-07-29,2022-01-01,EIS,Carryover due to turnover cap,"EIS was not in the latest eligible basket but remains as a carryover position, likely because the 20% turnover cap moves the portfolio gradually.",-6.2342920940804,155.0,False,False,False,False,False,-0.0390191294855089,-0.09498066372500635,-0.03343663489130477,-0.13010347204303718,-0.09550608173889275,0.26522272451580187,,,0.0,0.0,,,,0.0,0.0,0.0,0.6885593220338984,0.0,0.0,0.09361096510762844,0.0,0.0,0.08644081217175346,0.0,0.06674714153933654,0.0789299467871024,0.0789299467871024,7.89299467871024,-0.0075108653846510665,0.0037554326923255332,0.19999999999999996,0.19102665806021119,False,True,True
2026-07-29,2022-01-01,EWT,Carryover due to turnover cap,"EWT was not in the latest eligible basket but remains as a carryover position, likely because the 20% turnover cap moves the portfolio gradually.",10.145030194747285,83.0,False,False,True,True,True,-0.17070252105090533,0.03303127850413068,0.2652057396536456,-0.0020915298139001504,0.2031362928060576,0.42880039736787146,,,0.0,0.0,,,,0.0,0.0,0.0,0.6885593220338984,0.0,0.0,0.09361096510762844,0.0,0.0,0.0844610815289306,0.0,0.06521844973153976,0.07712223547152239,0.07712223547152239,7.712223547152239,-0.007338846057408213,0.0036694230287041066,0.19999999999999996,0.19102665806021119,False,True,True
2026-07-29,2022-01-01,XLE,Selected and allocated,"XLE passed the latest signal filters, survived the correlation filter, was sized by Classic CVaR, adjusted by the score tilt, then scaled by the cash sleeve and turnover/pruning rules.",18.25879813477893,15.0,True,True,True,True,True,0.11033704656387111,0.006188018117152971,0.19447254888537224,-0.028934790200877858,0.13240310203778427,0.2482369565690937,Classic_CVaR_Sharpe,,0.11999999711689485,0.12000000000000001,0.7333333333333333,0.19999999999999984,1.0699999999999998,0.12410339612398197,0.12000000000000001,0.0,0.6885593220338984,0.0,0.0,0.09361096510762844,0.12000000000000001,0.12000000000000001,0.03195244423152162,0.12000000000000001,0.05201217666263813,0.061505530298162386,0.061505530298162386,6.150553029816239,0.02955308606664077,0.014776543033320384,0.19999999999999996,0.19102665806021119,False,True,True
2026-07-29,2022-01-01,AVDV,Carryover due to turnover cap,"AVDV was not in the latest eligible basket but remains as a carryover position, likely because the 20% turnover cap moves the portfolio gradually.",3.074167007857886,120.0,False,False,False,False,True,-0.008733639002678317,-0.0015352443236157365,0.0025475135385792935,-0.036658052641646566,-0.05952193330900868,0.18448331121501596,,,0.0,0.0,,,,0.0,0.0,0.0,0.6885593220338984,0.0,0.0,0.09361096510762844,0.0,0.0,0.0662367326598399,0.0,0.05114612483238826,0.060481405170104134,0.060481405170104134,6.048140517010413,-0.005755327489735763,0.0028776637448678817,0.19999999999999996,0.19102665806021119,False,True,True
2026-07-29,2022-01-01,GLDM,Carryover due to turnover cap,"GLDM was not in the latest eligible basket but remains as a carryover position, likely because the 20% turnover cap moves the portfolio gradually.",-12.357724379687173,164.0,False,False,False,False,False,-0.000944308108427272,-0.11809491892676671,-0.25455656331479815,-0.15321772724479754,-0.3166260101623861,0.239071401095261,,,0.0,0.0,,,,0.0,0.0,0.0,0.6885593220338984,0.0,0.0,0.09361096510762844,0.0,0.0,0.06354705153655628,0.0,0.04906922941550139,0.058025431161979044,0.058025431161979044,5.802543116197905,-0.005521620374577235,0.0027608101872886176,0.19999999999999996,0.19102665806021119,False,True,True
2026-07-29,2022-01-01,CIBR,Selected and allocated,"CIBR passed the latest signal filters, survived the correlation filter, was sized by Classic CVaR, adjusted by the score tilt, then scaled by the cash sleeve and turnover/pruning rules.",24.89710621457923,1.0,True,True,True,True,True,-0.012465165678440249,0.3084764835770153,0.24403191904713406,0.27335367525898446,0.1819624721995461,0.32256659510182495,Classic_CVaR_Sharpe,,2.9760614874743296e-08,0.0,1.0,0.46666666666666656,1.1633333333333333,0.0,0.0,0.0,0.6885593220338984,0.0,0.0,0.09361096510762844,0.0,0.0,0.061015004576043814,0.0,0.04711405462466573,0.05571339444188676,0.05571339444188676,5.571339444188676,-0.005301610134157052,0.002650805067078526,0.19999999999999996,0.19102665806021119,False,True,True
2026-07-29,2022-01-01,LIT,Carryover due to turnover cap,"LIT was not in the latest eligible basket but remains as a carryover position, likely because the 20% turnover cap moves the portfolio gradually.",-15.658336507978516,167.0,False,False,False,False,False,-0.14997442573893427,-0.21445829339137656,-0.10576703619756866,-0.2495811017094074,-0.16783648304515664,0.34262982924112645,,,0.0,0.0,,,,0.0,0.0,0.0,0.6885593220338984,0.0,0.0,0.09361096510762844,0.0,0.0,0.05260832821002676,0.0,0.0406226577580674,0.048037176443058854,0.048037176443058854,4.803717644305886,-0.004571151766967908,0.002285575883483954,0.19999999999999996,0.19102665806021119,False,True,True
