Date,StartWindow,Ticker,AllocationBucket,PlainEnglishExplanation,Score,RankInScoreTable,EligibleAfterFiltersAndCorrelation,AboveSMA50,AboveSMA126,PositiveMom63,PositiveMom126,Mom21,Mom63,Mom126,RS63VsSPY,RS126VsSPY,Vol63Ann,OptimizerUsed,OptimizerFallbackReason,OptimizerRawWeight,OptimizerWeightAfterCap,ScoreRankPct,CenteredScoreRank,ScoreTiltMultiplier,ScoreTiltPreCapWeight,RiskWeightAfterScoreTilt,CashWeight,SignalBreadth,BreadthCashWeight,VolCashWeight,ActiveSleeveVol,RiskWeightBeforeCashScaling,CashScaledTargetWeight,PreviousFinalWeight,WeightBeforeTurnoverCap,WeightAfterTurnoverCapBeforePrune,WeightAfterPruningFinal,FinalWeight,FinalWeightPct,WeightChangeFromPrevious,TurnoverContributionOneWay,TurnoverBeforePrune,TurnoverAfterPrune,PrunedOrReducedByCleanup,TradeableDisplayCandidate,InFinalPortfolio
2022-10-31,2022-01-01,SGOV,Cash / risk control,SGOV is the SGOV/cash sleeve. It receives the cash allocation created by breadth and volatility risk controls.,,,False,,,,,,,,,,,,,0.0,0.0,,,,0.0,0.0,0.5,0.17907303370786518,0.5,0.25220459715814136,0.24070755091023982,0.0,0.5,0.0,0.5,0.5,0.5,0.5,50.0,0.5,0.25,,,False,True,True
2022-10-31,2022-01-01,TUR,Selected and allocated,"TUR passed the latest signal filters, survived the correlation filter, was sized by Classic CVaR, adjusted by the score tilt, then scaled by the cash sleeve and turnover/pruning rules.",37.9391245858079,1.0,True,True,True,True,True,0.1263463984031572,0.3760120100454649,0.26595735045804414,0.44032235096228844,0.33058165327550615,0.43542061320948616,Classic_CVaR_Sharpe,,0.11999999999803998,0.12,1.0,0.44999999999999996,1.1575,0.13594988744249778,0.12,0.5,0.17907303370786518,0.5,0.25220459715814136,0.24070755091023982,0.12,0.06,0.0,0.06,0.06,0.06,0.06,6.0,0.06,0.03,,,False,True,True
2022-10-31,2022-01-01,XLE,Selected and allocated,"XLE passed the latest signal filters, survived the correlation filter, was sized by Classic CVaR, adjusted by the score tilt, then scaled by the cash sleeve and turnover/pruning rules.",32.52170193833081,3.0,True,True,True,True,True,0.18280984588144755,0.22253810720833833,0.17214350479564922,0.28684844812516186,0.23676780761311123,0.3613066332210157,Classic_CVaR_Sharpe,,0.11999999999127049,0.12,0.9,0.35,1.1225,0.13183909170989527,0.12,0.5,0.17907303370786518,0.5,0.25220459715814136,0.24070755091023982,0.12,0.06,0.0,0.06,0.06,0.06,0.06,6.0,0.06,0.03,,,False,True,True
2022-10-31,2022-01-01,IXC,Selected and allocated,"IXC passed the latest signal filters, survived the correlation filter, was sized by Classic CVaR, adjusted by the score tilt, then scaled by the cash sleeve and turnover/pruning rules.",27.31856992721135,4.0,True,True,True,True,True,0.13936292580959364,0.1544669311870388,0.10898976733922372,0.21877727210386233,0.17361407015668573,0.3336055937401108,Classic_CVaR_Sharpe,,0.11999999997646173,0.12,0.8,0.25,1.0875,0.1277282959772927,0.12,0.5,0.17907303370786518,0.5,0.25220459715814136,0.24070755091023982,0.12,0.06,0.0,0.06,0.06,0.06,0.06,6.0,0.06,0.03,,,False,True,True
2022-10-31,2022-01-01,XOP,Selected and allocated,"XOP passed the latest signal filters, survived the correlation filter, was sized by Classic CVaR, adjusted by the score tilt, then scaled by the cash sleeve and turnover/pruning rules.",25.46769922080133,5.0,True,True,True,True,True,0.13957503940394633,0.16176211444684974,0.11058765563463968,0.22607245536367326,0.1752119584521017,0.4426177346945522,Classic_CVaR_Sharpe,,0.11999999998946842,0.12,0.7,0.1499999999999999,1.0525,0.12361750024469022,0.12,0.5,0.17907303370786518,0.5,0.25220459715814136,0.24070755091023982,0.12,0.06,0.0,0.06,0.06,0.06,0.06,6.0,0.06,0.03,,,False,True,True
2022-10-31,2022-01-01,KIE,Selected and allocated,"KIE passed the latest signal filters, survived the correlation filter, was sized by Classic CVaR, adjusted by the score tilt, then scaled by the cash sleeve and turnover/pruning rules.",24.99931713768734,6.0,True,True,True,True,True,0.11720245256642792,0.10092311956235456,0.06138090199177104,0.16523346047917808,0.12600520480923305,0.24225915181087923,Classic_CVaR_Sharpe,,0.1199999999087058,0.12,0.6,0.04999999999999993,1.0175,0.1195067045120877,0.12,0.5,0.17907303370786518,0.5,0.25220459715814136,0.24070755091023982,0.12,0.06,0.0,0.06,0.06,0.06,0.06,6.0,0.06,0.03,,,False,True,True
2022-10-31,2022-01-01,MLPA,Selected and allocated,"MLPA passed the latest signal filters, survived the correlation filter, was sized by Classic CVaR, adjusted by the score tilt, then scaled by the cash sleeve and turnover/pruning rules.",24.97676141636913,7.0,True,True,True,True,True,0.0914528307340583,0.07631788076000356,0.09947533629486949,0.1406282216768271,0.1640996391123315,0.24596166247746698,Classic_CVaR_Sharpe,,0.11999999996890937,0.12,0.5,-0.050000000000000044,0.9824999999999999,0.11539590877948516,0.12,0.5,0.17907303370786518,0.5,0.25220459715814136,0.24070755091023982,0.12,0.06,0.0,0.06,0.06,0.06,0.06,6.0,0.06,0.03,,,False,True,True
2022-10-31,2022-01-01,EWW,Selected and allocated,"EWW passed the latest signal filters, survived the correlation filter, was sized by Classic CVaR, adjusted by the score tilt, then scaled by the cash sleeve and turnover/pruning rules.",24.78461261454788,8.0,True,True,True,True,True,0.11732229788391746,0.11142869107892528,0.03918558566114094,0.1757390319957488,0.10380988847860295,0.22526785747956743,Classic_CVaR_Sharpe,,0.11999999993639908,0.12,0.4,-0.15000000000000002,0.9475,0.11128511304688264,0.12,0.5,0.17907303370786518,0.5,0.25220459715814136,0.24070755091023982,0.12,0.06,0.0,0.06,0.06,0.06,0.06,6.0,0.06,0.03,,,False,True,True
2022-10-31,2022-01-01,XLV,Selected and allocated,"XLV passed the latest signal filters, survived the correlation filter, was sized by Classic CVaR, adjusted by the score tilt, then scaled by the cash sleeve and turnover/pruning rules.",20.632724305473754,11.0,True,True,True,True,True,0.07402910691856679,0.008544549261623846,0.030424203466993704,0.07285489017844737,0.09504850628445571,0.19897211605491066,Classic_CVaR_Sharpe,,0.11999999985256768,0.12,0.1,-0.45000000000000007,0.8425,0.09895272584907507,0.1175581395348838,0.5,0.17907303370786518,0.5,0.25220459715814136,0.24070755091023982,0.1175581395348838,0.0587790697674419,0.0,0.0587790697674419,0.0587790697674419,0.0587790697674419,0.0587790697674419,5.87790697674419,0.0587790697674419,0.02938953488372095,,,False,True,True
2022-10-31,2022-01-01,DIVO,Selected and allocated,"DIVO passed the latest signal filters, survived the correlation filter, was sized by Classic CVaR, adjusted by the score tilt, then scaled by the cash sleeve and turnover/pruning rules.",21.09298094042913,9.0,True,True,True,True,True,0.0860202455929635,0.02310947275616515,0.006823480347809108,0.08741981367298868,0.07144778316527112,0.16747634094170513,Classic_CVaR_Sharpe,,0.03999999953116201,0.039999999999999994,0.3,-0.25000000000000006,0.9125,0.03572477243809336,0.04244186046511629,0.5,0.17907303370786518,0.5,0.25220459715814136,0.24070755091023982,0.04244186046511629,0.021220930232558145,0.0,0.021220930232558145,0.021220930232558145,0.021220930232558145,0.021220930232558145,2.1220930232558146,0.021220930232558145,0.010610465116279073,,,False,True,True
2022-10-31,2022-01-01,OIH,Not selected,OIH was not selected for final allocation in this rebalance.,32.716378682320105,2.0,False,True,True,True,True,0.32004603873551907,0.28811084939503817,0.101360773683425,0.3524211903118617,0.165985076500887,0.5004471655081361,,,0.0,0.0,,,,0.0,0.0,0.5,0.17907303370786518,0.5,0.25220459715814136,0.24070755091023982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False
2022-10-31,2022-01-01,IBB,Selected but not final,"IBB passed the latest signal/correlation process but did not survive final sizing, cash scaling, turnover, or pruning into the final portfolio.",20.776602067220164,10.0,True,True,True,True,True,0.07841341430071092,0.011289737536912536,0.07837690678256326,0.07560007845373606,0.14300120960002527,0.29801356219263864,Classic_CVaR_Sharpe,,8.470156375886651e-10,0.0,0.2,-0.35000000000000003,0.8775,0.0,0.0,0.5,0.17907303370786518,0.5,0.25220459715814136,0.24070755091023982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False
2022-10-31,2022-01-01,FTCS,Not selected,FTCS was not selected for final allocation in this rebalance.,19.522673277889826,12.0,False,True,True,True,True,0.08338273219681858,0.005649767496471503,0.00076778945004774,0.06996010841329503,0.06539209226750975,0.20436750763221204,,,0.0,0.0,,,,0.0,0.0,0.5,0.17907303370786518,0.5,0.25220459715814136,0.24070755091023982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False
