,Weight
SGOV,0.17922283730564265
AVUV,0.08804283696913877
EWY,0.08101192425459214
EIS,0.0789299467871024
EWT,0.07712223547152239
XLE,0.061505530298162386
AVDV,0.060481405170104134
GLDM,0.058025431161979044
CIBR,0.05571339444188676
LIT,0.048037176443058854
OIH,0.04600631886965186
SPYD,0.03658319271815063
EWS,0.032329442527252
DIV,0.032329442527252
MLPA,0.032329442527252
KIE,0.032329442527252
