Benchmark,RollingPeriods,Average12MExcess,Median12MExcess,Worst12MExcess,Worst12MExcessMonth,Best12MExcess,Best12MExcessMonth,Latest12MExcess,HitRate12M
SPY,34,-0.0030800077517791607,-0.028650581701480826,-0.18182369356042227,2023-12-31,0.3130395111636066,2026-02-28,0.16010203118705335,0.4117647058823529
QQQ,34,-0.0690228898294787,-0.06867972662966193,-0.4686218104040567,2023-12-31,0.27999890875169253,2026-02-28,0.13153303290013674,0.29411764705882354
VTI,34,0.0013784946395671881,-0.020875264246631664,-0.18053569353383048,2023-12-31,0.3106278755154488,2026-02-28,0.1568539544063532,0.4117647058823529
