Ticker,Weight
SGOV,0.2238904970179575
XBI,0.085851805951933
EWT,0.0814731992377135
AVUV,0.0689385830150153
CIBR,0.066633468431345
THD,0.0612298427961777
KIE,0.0610914274272566
VTV,0.0520679200194929
SPYD,0.0492513153833514
JETS,0.0391764785849413
AVDV,0.0374983670737286
EWS,0.0369646649289183
PKW,0.0361257703261659
XLV,0.0352193889918177
XLE,0.0325002449887729
XOP,0.0320870258254118
