Ticker,Weight
XBI,0.1168744315436911
EWT,0.1081397352962305
CIBR,0.0897446101902619
MLPA,0.0894820573977618
VTV,0.0743392585126198
DIV,0.0694831290675861
SGOV,0.0656758252870627
EIS,0.0544639949781605
AVUV,0.0535104174971786
SPYD,0.0528922675233092
OIH,0.0400725752556251
EWS,0.0384643111863146
EWI,0.0384643111863146
KIE,0.0372189370925493
THD,0.0357324860655648
BBCA,0.0354416519197687
