Date,StartWindow,Ticker,AllocationBucket,PlainEnglishExplanation,Score,RankInScoreTable,EligibleAfterFiltersAndCorrelation,AboveSMA50,AboveSMA126,PositiveMom63,PositiveMom126,Mom21,Mom126Skip21,Mom63,Mom126,RS63VsSPY,RS126VsSPY,Vol63Ann,DownsideVol63Ann,OptimizerUsed,OptimizerFallbackReason,OptimizerRawWeight,OptimizerWeightAfterCap,ScoreRankPct,CenteredScoreRank,ScoreTiltMultiplier,ScoreTiltPreCapWeight,RiskWeightAfterScoreTilt,CashWeight,SignalBreadth,BreadthCashWeight,VolCashWeight,ActiveSleeveVol,RiskWeightBeforeCashScaling,CashScaledTargetWeight,PreviousFinalWeight,WeightBeforeTurnoverCap,WeightAfterTurnoverCapBeforePrune,WeightAfterPruningFinal,FinalWeight,FinalWeightPct,WeightChangeFromPrevious,TurnoverContributionOneWay,TurnoverBeforePrune,TurnoverAfterPrune,PrunedOrReducedByCleanup,TradeableDisplayCandidate,InFinalPortfolio
2023-11-02,2023-01-01,SGOV,Cash / risk control,SGOV is the SGOV/cash sleeve. It receives the cash allocation created by breadth and volatility risk controls.,,,False,,,,,,,,,,,,,,,0.0,0.0,,,,0.0,0.0,0.380500936329588,0.4216994382022472,0.380500936329588,0.0,0.09166955041375398,0.0,0.380500936329588,0.0,0.380500936329588,0.380500936329588,0.380500936329588,0.380500936329588,38.0500936329588,0.380500936329588,0.190250468164794,,,False,True,True
2023-11-02,2023-01-01,URA,Selected and allocated,"URA passed the latest signal filters, survived the correlation filter, was sized by Classic CVaR, adjusted by the score tilt, then scaled by the cash sleeve and turnover/pruning rules.",35.69835375115607,1.0,True,True,True,True,True,0.0624031363533617,0.28166924778389935,0.21984879359105514,0.36164942861326854,0.2607412230903928,0.3101379509251696,0.3024744282136504,0.1835533731065251,Classic_CVaR_Sharpe,,0.11999999944572469,0.12,1.0,0.44999999999999996,1.1575,0.13803040842691047,0.12,0.380500936329588,0.4216994382022472,0.380500936329588,0.0,0.09166955041375398,0.12,0.07433988764044945,0.0,0.07433988764044945,0.07433988764044945,0.07433988764044945,0.07433988764044945,7.433988764044945,0.07433988764044945,0.037169943820224725,,,False,True,True
2023-11-02,2023-01-01,MLPA,Selected and allocated,"MLPA passed the latest signal filters, survived the correlation filter, was sized by Classic CVaR, adjusted by the score tilt, then scaled by the cash sleeve and turnover/pruning rules.",24.71033942504221,2.0,True,True,True,True,True,0.05144204317335399,0.0891869626196129,0.06247101875789407,0.14521696537454543,0.10336344825723176,0.09370548768644649,0.1088087602825559,0.06682956080169453,Classic_CVaR_Sharpe,,0.11999999981750861,0.12,0.8,0.25,1.0875,0.1296829971181556,0.12,0.380500936329588,0.4216994382022472,0.380500936329588,0.0,0.09166955041375398,0.12,0.07433988764044945,0.0,0.07433988764044945,0.07433988764044945,0.07433988764044945,0.07433988764044945,7.433988764044945,0.07433988764044945,0.037169943820224725,,,False,True,True
2023-11-02,2023-01-01,XOP,Selected and allocated,"XOP passed the latest signal filters, survived the correlation filter, was sized by Classic CVaR, adjusted by the score tilt, then scaled by the cash sleeve and turnover/pruning rules.",24.355614339998773,3.0,True,True,True,True,True,0.08587079315089552,0.15150083671521042,0.030601186566250993,0.2503811268778653,0.07149361606558868,0.19886964918976635,0.23088907014919646,0.15356380745887457,Classic_CVaR_Sharpe,,0.11999999815147265,0.12,0.9,0.35,1.1225,0.13385670277253306,0.12,0.380500936329588,0.4216994382022472,0.380500936329588,0.0,0.09166955041375398,0.12,0.07433988764044945,0.0,0.07433988764044945,0.07433988764044945,0.07433988764044945,0.07433988764044945,7.433988764044945,0.07433988764044945,0.037169943820224725,,,False,True,True
2023-11-02,2023-01-01,SMIN,Selected and allocated,"SMIN passed the latest signal filters, survived the correlation filter, was sized by Classic CVaR, adjusted by the score tilt, then scaled by the cash sleeve and turnover/pruning rules.",23.243335564933382,4.0,True,False,True,True,True,-0.009161239485881989,0.19141069664538923,0.029204291050321185,0.1804958979273792,0.07009672054965888,0.12898442023928025,0.14092094618266351,0.10945323971304856,Classic_CVaR_Sharpe,,0.11999999993981095,0.12,0.7,0.1499999999999999,1.0525,0.1255092914637782,0.12,0.380500936329588,0.4216994382022472,0.380500936329588,0.0,0.09166955041375398,0.12,0.07433988764044945,0.0,0.07433988764044945,0.07433988764044945,0.07433988764044945,0.07433988764044945,7.433988764044945,0.07433988764044945,0.037169943820224725,,,False,True,True
2023-11-02,2023-01-01,BKLN,Selected and allocated,"BKLN passed the latest signal filters, survived the correlation filter, was sized by Classic CVaR, adjusted by the score tilt, then scaled by the cash sleeve and turnover/pruning rules.",21.693154386055312,5.0,True,True,True,True,True,0.010102459630578764,0.04272259547264157,0.02232135675608915,0.053256658399296386,0.06321378625542684,0.0017451807111974471,0.025829471104354875,0.016599913427858326,Classic_CVaR_Sharpe,,0.11999999980532045,0.12,0.6,0.04999999999999993,1.0175,0.12133558580940078,0.12,0.380500936329588,0.4216994382022472,0.380500936329588,0.0,0.09166955041375398,0.12,0.07433988764044945,0.0,0.07433988764044945,0.07433988764044945,0.07433988764044945,0.07433988764044945,7.433988764044945,0.07433988764044945,0.037169943820224725,,,False,True,True
2023-11-02,2023-01-01,SHYG,Selected and allocated,"SHYG passed the latest signal filters, survived the correlation filter, was sized by Classic CVaR, adjusted by the score tilt, then scaled by the cash sleeve and turnover/pruning rules.",18.928232400203505,8.0,True,True,True,True,True,0.015918856323960506,0.00884432053912243,0.006733119969772217,0.02490396833102837,0.04762554946910991,-0.02660750935707057,0.04592005638029545,0.029792422064641114,Classic_CVaR_Sharpe,,0.1199999996185044,0.12,0.3,-0.25000000000000006,0.9125,0.10881446884626851,0.12,0.380500936329588,0.4216994382022472,0.380500936329588,0.0,0.09166955041375398,0.12,0.07433988764044945,0.0,0.07433988764044945,0.07433988764044945,0.07433988764044945,0.07433988764044945,7.433988764044945,0.07433988764044945,0.037169943820224725,,,False,True,True
2023-11-02,2023-01-01,USHY,Selected and allocated,"USHY passed the latest signal filters, survived the correlation filter, was sized by Classic CVaR, adjusted by the score tilt, then scaled by the cash sleeve and turnover/pruning rules.",17.99564798018668,9.0,True,True,True,True,True,0.02119463772195118,0.001134153769408508,0.0026684220941799452,0.022352829469623137,0.043560851593517635,-0.029158648218475802,0.06418746510837745,0.04226875800255953,Classic_CVaR_Sharpe,,0.11999999938921299,0.12,0.2,-0.35000000000000003,0.8775,0.10464076319189108,0.12,0.380500936329588,0.4216994382022472,0.380500936329588,0.0,0.09166955041375398,0.12,0.07433988764044945,0.0,0.07433988764044945,0.07433988764044945,0.07433988764044945,0.07433988764044945,7.433988764044945,0.07433988764044945,0.037169943820224725,,,False,True,True
2023-11-02,2023-01-01,XLC,Selected and allocated,"XLC passed the latest signal filters, survived the correlation filter, was sized by Classic CVaR, adjusted by the score tilt, then scaled by the cash sleeve and turnover/pruning rules.",17.075190352144272,10.0,True,True,True,False,True,0.012785487099937543,0.13099354358909143,-0.02090135788284686,0.14545384695076247,0.01999107161649083,0.09394236926266353,0.18932337309536246,0.1411203156501914,Classic_CVaR_Sharpe,,0.11999999987328924,0.12,0.1,-0.45000000000000007,0.8425,0.10046705753751366,0.11637410071942447,0.380500936329588,0.4216994382022472,0.380500936329588,0.0,0.09166955041375398,0.11637410071942447,0.0720936464311697,0.0,0.0720936464311697,0.0720936464311697,0.0720936464311697,0.0720936464311697,7.209364643116969,0.0720936464311697,0.03604682321558485,,,False,True,True
2023-11-02,2023-01-01,IXC,Selected and allocated,"IXC passed the latest signal filters, survived the correlation filter, was sized by Classic CVaR, adjusted by the score tilt, then scaled by the cash sleeve and turnover/pruning rules.",19.695323895253672,7.0,True,True,True,True,True,0.04592105997676765,0.058429331309714616,0.040050943313830745,0.10703352811395805,0.08094337281316843,0.055522050425859115,0.18392454449123227,0.12099140746421204,Classic_CVaR_Sharpe,,0.03999970573659047,0.04000000000000002,0.4,-0.15000000000000002,0.9475,0.03766272483354867,0.04362589928057558,0.380500936329588,0.4216994382022472,0.380500936329588,0.0,0.09166955041375398,0.04362589928057558,0.027026203756096275,0.0,0.027026203756096275,0.027026203756096275,0.027026203756096275,0.027026203756096275,2.7026203756096274,0.027026203756096275,0.013513101878048137,,,False,True,True
