Date,DailyReturn,EquityCurve
2023-11-03,0.002245987926338257,1.0022459879263383
2023-11-06,-0.005564336201279523,0.9966691542931327
2023-11-07,-0.0016058748383185445,0.9950686283761252
2023-11-08,-0.004723313713293072,0.9903686070780485
2023-11-09,0.0006299199370129948,0.9909924600086388
2023-11-10,0.0048186758555495155,0.9957677314487141
2023-11-13,0.0031624474832406576,0.9989167946049262
2023-11-14,0.007289371101035288,1.0061982698198582
2023-11-15,-0.0013867396636932047,1.0048029347695595
2023-11-16,-0.0010218943411216853,1.0037761323365761
2023-11-17,0.005618853542840332,1.009416203413974
2023-11-20,0.0023965799802314084,1.011835350078797
2023-11-21,-0.0016525390607603104,1.0101632526397337
2023-11-22,0.001088336072486906,1.0112626497466823
2023-11-24,0.0015150605593553471,1.0127947739024625
2023-11-27,-0.001034579997188265,1.0117469566881263
2023-11-28,9.772961135420176e-05,1.0118458343249923
2023-11-29,-0.002172530065357284,1.0096475688284148
2023-11-30,0.005101816866274488,1.0147986058240566
2023-12-01,0.0027352283084546448,1.0175743116980869
2023-12-04,0.001371716417897917,1.0189701350878744
2023-12-05,-0.002213522894619722,1.0167146213649236
2023-12-06,-0.0033626571583678226,1.0132957586653737
2023-12-07,0.0028568296041039517,1.016190571986442
2023-12-08,0.002613132621914599,1.0188460127201817
2023-12-11,-0.002235218208457152,1.0165686695609355
2023-12-12,0.0006754862680335111,1.017255347737737
2023-12-13,0.007848986144397947,1.0252397708674454
2023-12-14,0.007902453106988592,1.0333416800801452
2023-12-15,-0.004225241045822856,1.028975562399111
2023-12-18,0.0050195771845243905,1.0341405846555627
2023-12-19,0.0007994171839607523,1.0349672944095676
2023-12-20,-0.007982974364473169,1.0267051770302278
2023-12-21,0.01066196139579844,1.0376518679925903
2023-12-22,0.0019929947603563704,1.0397199027285735
2023-12-26,0.00311668780112181,1.0429603850659912
2023-12-27,0.0010454427693023362,1.0440507404592272
2023-12-28,-0.0021324019068419144,1.0418244046694323
2023-12-29,-0.0021873813689753095,1.0395455373769145
2024-01-02,-0.0038553713451428342,1.0355377033001405
2024-01-03,-0.005635411502930357,1.0297020222152449
2024-01-04,0.0023438830506756904,1.0321155233323616
2024-01-05,0.0003688270833437826,1.032496195490506
