Ticker,Overlay,ActionType,WeightBefore,WeightAfter,WeightReleased,WeightRedistributedToEligible,WeightFreedToSGOV,Reason,Date,StartWindow,AboveSMA126,Mom63,Mom126
BKLN,StalePosition,SoftTargetTrim,0.07433988764044945,0.037169943820224725,0.037169943820224725,0.037169943820224725,0.0,Ineligible but long-term trend not hard-broken: target a 50% reduction before turnover control,2023-12-01,2023-01-01,,,
IXC,StalePosition,SoftTargetTrim,0.027026203756096275,0.013513101878048137,0.013513101878048137,0.013513101878048137,0.0,Ineligible but long-term trend not hard-broken: target a 50% reduction before turnover control,2023-12-01,2023-01-01,,,
SHYG,StalePosition,SoftTargetTrim,0.07433988764044945,0.037169943820224725,0.037169943820224725,0.037169943820224725,0.0,Ineligible but long-term trend not hard-broken: target a 50% reduction before turnover control,2023-12-01,2023-01-01,,,
USHY,StalePosition,SoftTargetTrim,0.07433988764044945,0.037169943820224725,0.037169943820224725,0.037169943820224725,0.0,Ineligible but long-term trend not hard-broken: target a 50% reduction before turnover control,2023-12-01,2023-01-01,,,
XLC,StalePosition,SoftTargetTrim,0.0720936464311697,0.03604682321558485,0.03604682321558485,0.03604682321558485,0.0,Ineligible but long-term trend not hard-broken: target a 50% reduction before turnover control,2023-12-01,2023-01-01,,,
XOP,StalePosition,HardExit,0.050200056310660796,0.0,0.050200056310660796,0.0,0.050200056310660796,Ineligible and below SMA126 -> hard exit after turnover cap,2023-12-01,2023-01-01,False,-0.07710392396331311,0.1523409738558139
BKLN,StalePosition,SoftTargetTrim,0.06302383903769451,0.031511919518847256,0.031511919518847256,0.031511919518847256,0.0,Ineligible but long-term trend not hard-broken: target a 50% reduction before turnover control,2024-01-02,2023-01-01,,,
IGV,StalePosition,SoftTargetTrim,0.033086102585668485,0.016543051292834243,0.016543051292834243,0.016543051292834243,0.0,Ineligible but long-term trend not hard-broken: target a 50% reduction before turnover control,2024-01-02,2023-01-01,,,
INDA,StalePosition,SoftTargetTrim,0.03200837336219794,0.01600418668109897,0.01600418668109897,0.01600418668109897,0.0,Ineligible but long-term trend not hard-broken: target a 50% reduction before turnover control,2024-01-02,2023-01-01,,,
IXC,StalePosition,SoftTargetTrim,0.02291226378444723,0.011456131892223616,0.011456131892223616,0.011456131892223616,0.0,Ineligible but long-term trend not hard-broken: target a 50% reduction before turnover control,2024-01-02,2023-01-01,,,
MLPA,StalePosition,SoftTargetTrim,0.08389390236833544,0.04194695118416772,0.04194695118416772,0.04194695118416772,0.0,Ineligible but long-term trend not hard-broken: target a 50% reduction before turnover control,2024-01-02,2023-01-01,,,
SHYG,StalePosition,SoftTargetTrim,0.06302383903769451,0.031511919518847256,0.031511919518847256,0.031511919518847256,0.0,Ineligible but long-term trend not hard-broken: target a 50% reduction before turnover control,2024-01-02,2023-01-01,,,
USHY,StalePosition,SoftTargetTrim,0.06302383903769451,0.031511919518847256,0.031511919518847256,0.031511919518847256,0.0,Ineligible but long-term trend not hard-broken: target a 50% reduction before turnover control,2024-01-02,2023-01-01,,,
XLC,StalePosition,SoftTargetTrim,0.06111952159914547,0.030559760799572736,0.030559760799572736,0.030559760799572736,0.0,Ineligible but long-term trend not hard-broken: target a 50% reduction before turnover control,2024-01-02,2023-01-01,,,
BKLN,StalePosition,SoftTargetTrim,0.052800349683383464,0.026400174841691732,0.026400174841691732,0.026400174841691732,0.0,Ineligible but long-term trend not hard-broken: target a 50% reduction before turnover control,2024-02-02,2023-01-01,,,
IGV,StalePosition,SoftTargetTrim,0.027718999871441337,0.013859499935720668,0.013859499935720668,0.013859499935720668,0.0,Ineligible but long-term trend not hard-broken: target a 50% reduction before turnover control,2024-02-02,2023-01-01,,,
INDA,StalePosition,SoftTargetTrim,0.026816095815894805,0.013408047907947402,0.013408047907947402,0.013408047907947402,0.0,Ineligible but long-term trend not hard-broken: target a 50% reduction before turnover control,2024-02-02,2023-01-01,,,
KBE,StalePosition,SoftTargetTrim,0.037599073868926344,0.018799536934463172,0.018799536934463172,0.018799536934463172,0.0,Ineligible but long-term trend not hard-broken: target a 50% reduction before turnover control,2024-02-02,2023-01-01,,,
KIE,StalePosition,SoftTargetTrim,0.03437824209979614,0.01718912104989807,0.01718912104989807,0.01718912104989807,0.0,Ineligible but long-term trend not hard-broken: target a 50% reduction before turnover control,2024-02-02,2023-01-01,,,
MLPA,StalePosition,SoftTargetTrim,0.07028495009170078,0.03514247504585039,0.03514247504585039,0.03514247504585039,0.0,Ineligible but long-term trend not hard-broken: target a 50% reduction before turnover control,2024-02-02,2023-01-01,,,
SHYG,StalePosition,SoftTargetTrim,0.052800349683383464,0.026400174841691732,0.026400174841691732,0.026400174841691732,0.0,Ineligible but long-term trend not hard-broken: target a 50% reduction before turnover control,2024-02-02,2023-01-01,,,
USHY,StalePosition,SoftTargetTrim,0.052800349683383464,0.026400174841691732,0.026400174841691732,0.026400174841691732,0.0,Ineligible but long-term trend not hard-broken: target a 50% reduction before turnover control,2024-02-02,2023-01-01,,,
XLF,StalePosition,SoftTargetTrim,0.036194451116389144,0.018097225558194572,0.018097225558194572,0.018097225558194572,0.0,Ineligible but long-term trend not hard-broken: target a 50% reduction before turnover control,2024-02-02,2023-01-01,,,
BKLN,StalePosition,SoftTargetTrim,0.045163120113605806,0.022581560056802903,0.022581560056802903,0.022581560056802903,0.0,Ineligible but long-term trend not hard-broken: target a 50% reduction before turnover control,2024-03-01,2023-01-01,,,
JEPQ,StalePosition,SoftTargetTrim,0.03163128270939929,0.015815641354699646,0.015815641354699646,0.015815641354699646,0.0,Ineligible but long-term trend not hard-broken: target a 50% reduction before turnover control,2024-03-01,2023-01-01,,,
KBE,StalePosition,SoftTargetTrim,0.03216061066802093,0.016080305334010465,0.016080305334010465,0.016080305334010465,0.0,Ineligible but long-term trend not hard-broken: target a 50% reduction before turnover control,2024-03-01,2023-01-01,,,
MLPA,StalePosition,SoftTargetTrim,0.06011868599743831,0.030059342998719155,0.030059342998719155,0.030059342998719155,0.0,Ineligible but long-term trend not hard-broken: target a 50% reduction before turnover control,2024-03-01,2023-01-01,,,
SHYG,StalePosition,SoftTargetTrim,0.045163120113605806,0.022581560056802903,0.022581560056802903,0.022581560056802903,0.0,Ineligible but long-term trend not hard-broken: target a 50% reduction before turnover control,2024-03-01,2023-01-01,,,
SMIN,StalePosition,SoftTargetTrim,0.10365049555187517,0.05182524777593758,0.05182524777593758,0.05182524777593758,0.0,Ineligible but long-term trend not hard-broken: target a 50% reduction before turnover control,2024-03-01,2023-01-01,,,
URA,StalePosition,SoftTargetTrim,0.10365049555187517,0.05182524777593758,0.05182524777593758,0.05182524777593758,0.0,Ineligible but long-term trend not hard-broken: target a 50% reduction before turnover control,2024-03-01,2023-01-01,,,
USHY,StalePosition,SoftTargetTrim,0.045163120113605806,0.022581560056802903,0.022581560056802903,0.022581560056802903,0.0,Ineligible but long-term trend not hard-broken: target a 50% reduction before turnover control,2024-03-01,2023-01-01,,,
BKLN,StalePosition,SoftTargetTrim,0.03936097756455081,0.019680488782275404,0.019680488782275404,0.019680488782275404,0.0,Ineligible but long-term trend not hard-broken: target a 50% reduction before turnover control,2024-04-02,2023-01-01,,,
EIS,StalePosition,SoftTargetTrim,0.040101077695107595,0.020050538847553798,0.020050538847553798,0.020050538847553798,0.0,Ineligible but long-term trend not hard-broken: target a 50% reduction before turnover control,2024-04-02,2023-01-01,,,
INDA,StalePosition,SoftTargetTrim,0.043456148955223164,0.021728074477611582,0.021728074477611582,0.021728074477611582,0.0,Ineligible but long-term trend not hard-broken: target a 50% reduction before turnover control,2024-04-02,2023-01-01,,,
MLPA,StalePosition,SoftTargetTrim,0.05239518980980601,0.026197594904903004,0.026197594904903004,0.026197594904903004,0.0,Ineligible but long-term trend not hard-broken: target a 50% reduction before turnover control,2024-04-02,2023-01-01,,,
