Benchmark,RollingPeriods,Average12MExcess,Median12MExcess,Worst12MExcess,Worst12MExcessMonth,Best12MExcess,Best12MExcessMonth,Latest12MExcess,HitRate12M
SPY,24,0.03153686569619419,-0.022970324285179866,-0.18306933880304777,2024-10-31,0.3243110660434616,2026-02-28,0.12673809597303487,0.4583333333333333
QQQ,24,-0.00734211571034805,-0.03331383602763305,-0.18556998368761235,2024-10-31,0.2912705856721116,2026-02-28,0.10111158231980633,0.4166666666666667
VTI,24,0.03297018319242987,-0.015981880544858273,-0.1836104229959572,2024-10-31,0.32189967659611485,2026-02-28,0.11859647960559316,0.4583333333333333
