Date,Strategy,SPY,QQQ,VTI
2023-11-03,0.0,0.0,0.0,0.0
2023-11-06,-0.005564336201279496,0.0,0.0,0.0
2023-11-07,-0.007161275412100432,0.0,0.0,0.0
2023-11-08,-0.011850764175034834,0.0,0.0,-0.0001387974405370196
2023-11-09,-0.011228309270644443,-0.00779868551130003,-0.007695603801942896,-0.008651829071500527
2023-11-10,-0.006463738997876001,0.0,0.0,0.0
2023-11-13,-0.0033217327497616633,-0.0009530377963342662,-0.003118501074243163,-0.0005977077228870309
2023-11-14,0.0,0.0,0.0,0.0
2023-11-15,-0.0013867396636931817,0.0,0.0,0.0
2023-11-16,-0.0024072169033998447,0.0,0.0,-0.0006734736455502599
2023-11-17,0.0,0.0,0.0,0.0
2023-11-20,0.0,0.0,0.0,0.0
2023-11-21,-0.0016525390607603496,-0.002179493691767731,-0.005809673155398043,-0.0027138020489820835
2023-11-22,-0.0005660015061443868,0.0,-0.0017404817454141908,0.0
2023-11-24,0.0,0.0,-0.003147927934819217,0.0
2023-11-27,-0.0010345799971881453,-0.0018008303162347916,-0.004018168807526146,-0.0012865851604862977
2023-11-28,-0.0009369514949350011,-0.0008126788437691213,-0.0014076048911232375,-0.0006654654047802966
2023-11-29,-0.003107446004999681,-0.0015153319815953692,-0.002380208372181891,-0.00022179841253811006
2023-11-30,0.0,0.0,-0.004888171627655646,0.0
2023-12-01,0.0,0.0,-0.0020474108687502657,0.0
2023-12-04,0.0,-0.005249483147646616,-0.011311782380585722,-0.003593680777460473
2023-12-05,-0.002213522894619735,-0.005445505105131088,-0.008829528803488751,-0.005522208600658884
2023-12-06,-0.0055687367343806304,-0.009453332507350587,-0.014562231625475208,-0.009729483513565063
2023-12-07,-0.002727816062236932,-0.0018950393518720743,-0.0007934292410137767,-0.001796979007082311
2023-12-08,-0.00012181158546120674,0.0,0.0,0.0
2023-12-11,-0.002356757518444663,0.0,0.0,0.0
2023-12-12,-0.0016828632077517947,0.0,0.0,0.0
2023-12-13,0.0,0.0,0.0,0.0
2023-12-14,0.0,0.0,-0.0008668714863021565,0.0
2023-12-15,-0.004225241045822781,-0.001646595592390887,0.0,-0.0013580020711645435
2023-12-18,0.0,0.0,0.0,0.0
2023-12-19,0.0,0.0,0.0,0.0
2023-12-20,-0.007982974364473261,-0.013857132046325216,-0.014859595262753489,-0.014912289442514659
2023-12-21,0.0,-0.00450664493102737,-0.003397112027481275,-0.004019798731058177
2023-12-22,0.0,-0.0025059059175301934,-0.001906266964195269,-0.001741722351427999
2023-12-26,0.0,0.0,0.0,0.0
2023-12-27,0.0,0.0,0.0,0.0
2023-12-28,-0.00213240190684183,0.0,-0.0004862716202037598,-0.0005036301356146078
2023-12-29,-0.004315118899615111,-0.002894986310545189,-0.004811909460884056,-0.004323155796660649
2024-01-02,-0.008153853859001359,-0.00847503681056605,-0.021652765837066323,-0.010996849932297548
2024-01-03,-0.0137433150401014,-0.016572701840811832,-0.03200501513642562,-0.020482743364557465
2024-01-04,-0.01143164471260838,-0.01974032969973938,-0.036986931769628195,-0.023001026229017785
2024-01-05,-0.01106703392944175,-0.018397632727432445,-0.035844681988506766,-0.021532171093335384
2024-01-08,-0.0031874480971926245,-0.004384292417359714,-0.015917466403102876,-0.00755517905934977
2024-01-09,-0.0019276765409500518,-0.005894834755083567,-0.013973432132903807,-0.00940182288993674
2024-01-10,0.0,-0.0002727074994099965,-0.007290541881702861,-0.0042811866186925895
2024-01-11,-0.000612923839037216,-0.0007131944132093837,-0.005224977285403276,-0.004952693466178881
2024-01-12,0.0,-2.0906475771131916e-05,-0.004714805452645576,-0.0047849489406947
2024-01-16,-0.007880415747311464,-0.0036921363819768516,-0.004811909460884056,-0.009401822889936962
2024-01-17,-0.013629286073720492,-0.009230307979428143,-0.010425453095043724,-0.01536204100011973
2024-01-18,-0.010696562419524436,-0.0004195144870006162,0.0,-0.006673561949249507
2024-01-19,-0.004999018207351713,0.0,0.0,0.0
2024-01-22,-0.002901538377479751,0.0,0.0,0.0
2024-01-23,-0.007126629994194,0.0,0.0,0.0
2024-01-24,-0.005614459739078925,0.0,0.0,-0.00016594735457364784
2024-01-25,-0.0034015255879666917,0.0,0.0,0.0
2024-01-26,0.0,-0.001270334286663788,-0.005957719991512844,-0.0008255451642540379
2024-01-29,0.0,0.0,0.0,0.0
2024-01-30,0.0,-0.0007734921111420823,-0.006656469951546007,-0.0013917578596549518
2024-01-31,-0.005098557134856518,-0.01707813243027112,-0.026112287821859925,-0.01821408476484676
2024-02-01,0.0,-0.004213538601300693,-0.014644450598879755,-0.004993609669733057
2024-02-02,0.0,0.0,0.0,0.0
2024-02-05,-0.009132990930887708,-0.0036411961637197177,-0.0013051958907630556,-0.004731140641946352
2024-02-06,-0.007084426214251316,-0.0007484497284270253,-0.0033099565936756115,-0.0013458365866012567
2024-02-07,-0.00024262998323765217,0.0,0.0,0.0
2024-02-08,-0.0012100983912578522,0.0,0.0,0.0
2024-02-09,0.0,0.0,0.0,0.0
2024-02-12,0.0,-0.00043908088327770933,-0.003912551328795533,0.0
2024-02-13,-0.016569758443029103,-0.014206085623406639,-0.019448472498635017,-0.01601500670944611
2024-02-14,-0.001483873444503625,-0.005247518361892078,-0.008763223347875937,-0.005137556762939033
2024-02-15,0.0,0.0,-0.005811578774256976,0.0
2024-02-16,-0.003261759459229574,-0.004979911268401915,-0.01482665182694709,-0.005244824461792863
2024-02-20,-0.005143734912174902,-0.01045793891292135,-0.022262834569489187,-0.011490548447042226
2024-02-21,-0.009069045936053621,-0.009561592459392143,-0.02617545666246135,-0.01129044419613201
