Month,Strategy,SPY,QQQ,VTI,StrategyMinusSPY,StrategyMinusQQQ,StrategyMinusVTI
2026-03-31,-0.07949448169928863,-0.04937956664344345,-0.04838259103173426,-0.05004837597028311,-0.03011491505584518,-0.031111890667554376,-0.029446105729005523
2024-12-31,-0.04080455653328485,-0.024059966165139612,0.00454037610265301,-0.030404585598722944,-0.01674459036814524,-0.04534493263593786,-0.010399970934561908
2024-04-30,-0.03332140381146709,-0.04031968626469773,-0.04373770040214353,-0.04343978075527666,0.006998282453230642,0.010416296590676444,0.01011837694380957
2026-07-31,-0.03291053532827881,0.0003481791700579162,-0.06573877318676946,-0.004945457376460016,-0.03325871449833673,0.03282823785849065,-0.027965077951818795
2026-06-30,-0.021346358810023003,-0.010292566443839246,-0.001490831230687828,-0.0038534790698642185,-0.011053792366183757,-0.019855527579335175,-0.017492879740158784
2024-10-31,-0.020510130547342964,-0.008923430203221061,-0.008646356455964899,-0.007522171198015348,-0.011586700344121903,-0.011863774091378065,-0.012987959349327616
2025-03-31,-0.011681746381159264,-0.0557192122565362,-0.07586185742076368,-0.058553272919559585,0.044037465875376935,0.06418011103960441,0.04687152653840032
2024-08-31,-0.005551098563899903,0.02336562243215945,0.011038622544558896,0.02131563111480017,-0.028916720996059353,-0.0165897211084588,-0.026866729678700074
2026-09-30,-0.0009114435007301358,-0.003924137687930429,-0.01351917281849302,-0.004790650540515751,0.0030126941872002932,0.012607729317762884,0.003879207039785615
2025-07-31,0.002856637590683775,0.023031446515752618,0.024236921367891684,0.022900112766552905,-0.020174808925068843,-0.02138028377720791,-0.02004347517586913
2025-02-28,0.0028574691120448747,-0.012694839644185163,-0.0270347304314843,-0.01888809100086375,0.015552308756230038,0.029892199543529174,0.021745560112908624
2025-04-30,0.00688677701386653,-0.008670167189502864,0.013968199973197093,-0.007349567604889917,0.015556944203369394,-0.007081422959330563,0.014236344618756447
2024-07-31,0.010884327265948235,0.012109231177765523,-0.01678108618656926,0.018915062131170002,-0.0012249039118172877,0.027665413452517496,-0.008030734865221767
2024-06-30,0.013575706135706245,0.03528009671159382,0.06470117240529527,0.030789231050366794,-0.021704390575887578,-0.051125466269589026,-0.01721352491466055
2023-11-30,0.014798605824056565,0.059522692891557094,0.06986035981429106,0.06220361224175397,-0.04472408706750053,-0.0550617539902345,-0.047405006417697404
2024-01-31,0.01559115095532393,0.015926520963537083,0.018192100063913585,0.011170852522456531,-0.0003353700082131539,-0.0026009491085896563,0.004420298432867398
2025-05-31,0.018707561482528723,0.0628450516589718,0.09178281584449732,0.06253187433761243,-0.044137490176443084,-0.0730752543619686,-0.0438243128550837
2025-10-31,0.019038998134941032,0.02383739357630077,0.04780390877637597,0.022092225582582836,-0.004798395441359737,-0.028764910641434938,-0.003053227447641804
2025-06-30,0.02061195787841874,0.05138623000675224,0.06385836460931893,0.0516338613884233,-0.030774272128333502,-0.04324640673090019,-0.031021903510004556
2024-02-29,0.023301308878158178,0.052186893968558135,0.052833502346504746,0.052987170573517206,-0.028885585090399957,-0.029532193468346568,-0.029685861695359028
2023-12-31,0.024386051981971635,0.04565532665995864,0.05586956535607035,0.052939036472575696,-0.021269274677987005,-0.031483513374098715,-0.02855298449060406
2024-09-30,0.02608686109964853,0.02100455365794529,0.026216031228837533,0.02030862632448871,0.005082307441703238,-0.0001291701291890046,0.005778234775159818
2024-03-31,0.027234125670196674,0.03270195827868161,0.012749661048174099,0.032597011679792676,-0.005467832608484935,0.014484464622022575,-0.005362886009596002
2025-11-30,0.027811700604363887,0.0019500049129079766,-0.01561031253441747,0.00265338472003962,0.02586169569145591,0.04342201313878136,0.025158315884324267
