StartWindow,Total Return,CAGR,Annual Volatility,Sharpe,Max Drawdown,Daily Observations,StrategyVersion,CorrelationMode,FastCorrLookbackDays,SlowCorrLookbackDays,UseScoreTiltedCVaR,ScoreTiltStrength,RebalanceMode,IncludeLatestAsOfRebalance,AverageTurnover,MedianTurnover,AverageExtraTurnoverFromPrune,FinalHoldings,FinalCashWeight,CAGREdgeVsSPY,SharpeEdgeVsSPY,MaxDDEdgeVsSPY,VolEdgeVsSPY,CAGREdgeVsQQQ,SharpeEdgeVsQQQ,MaxDDEdgeVsQQQ,VolEdgeVsQQQ,CAGREdgeVsVTI,SharpeEdgeVsVTI,MaxDDEdgeVsVTI,VolEdgeVsVTI
2020-01-01,1.2912995700589418,0.1559177411160586,0.15229073374847393,0.8965736731380126,-0.15821653885530984,1442.0,V5.16_rolling_asof_monthly_score_tilted_cvar_with_attribution,fast_slow,63,126,True,0.35,rolling_asof_monthly,False,0.2080392735520534,0.21943201692722672,0.021348110366210708,16,0.10681194760931274,-0.0017537362519082222,0.05946116539285762,0.08674733185977701,-0.015552948152083579,-0.01663979640575386,0.16574801635738945,0.19297077734311363,-0.07283631037549362,0.0049301264015348956,0.10712081942570728,0.095416755031834,-0.019121336828043817
2021-01-01,0.7290450612385977,0.12283696261485444,0.14475419155291455,0.7348571303902297,-0.15089907224405286,1191.0,V5.16_rolling_asof_monthly_score_tilted_cvar_with_attribution,fast_slow,63,126,True,0.35,rolling_asof_monthly,False,0.2078711177189648,0.22145687671507353,0.020091827333674074,16,0.10681204591636087,-0.0013983366723662183,0.0903811774596357,0.094064798471034,-0.02942149013362358,-0.02038850494229849,0.12883486600201155,0.20028824395437062,-0.08761059478056435,0.009018720881576847,0.1517501184664074,0.10273422164309065,-0.032817706343611225
2022-01-01,0.9038524730072253,0.18862635760192248,0.1504432409446528,1.0913499629478554,-0.15181434633970547,939.0,V5.16_rolling_asof_monthly_score_tilted_cvar_with_attribution,fast_slow,63,126,True,0.35,rolling_asof_monthly,False,0.20870312553236736,0.2245280136708456,0.020321249132767113,16,0.10691981100718928,-0.023684291957667414,-0.0922653865001879,0.03573799855456783,-0.0056007644913211585,-0.09200135672732035,-0.10015799510403767,0.07586873813069583,-0.058708943939706465,-0.02029240049082026,-0.060877173545475394,0.04122150947918768,-0.007713068323824096
2023-01-01,0.8001263087610722,0.24025828750898648,0.162100844621598,1.2866305603447548,-0.149683276956862,688.0,V5.16_rolling_asof_monthly_score_tilted_cvar_with_attribution,fast_slow,63,126,True,0.35,rolling_asof_monthly,False,0.20961994179378202,0.22299350251299632,0.01910215923407205,16,0.1070443539415366,-0.0010238978770191753,-0.04971907723120861,0.03786906793741163,0.0062313689693923036,-0.033430871685012464,0.11088735246922465,0.07799980751353919,-0.04484916081512866,-0.001213152507058446,-0.040442973131600723,0.04335257886203059,0.004856292737789952
